t,price,births,fertility_rate,young_share,old_share,theta,average_age,n_home,young_homeownership_proxy,old_homeownership_proxy,aggregate_homeownership_proxy,age_share_15,age_share_25,age_share_35,age_share_45,age_share_55,age_share_65,age_share_75,age_share_85,boom_generation_age,boom_generation_homeownership_proxy_level,boom_generation_housing_burden_proxy_level,parent_generation_age,parent_generation_homeownership_proxy_level,parent_generation_housing_burden_proxy_level,child_generation_age,child_generation_homeownership_proxy_level,child_generation_housing_burden_proxy_level,price_index,case
19,-0.4697132243762767,0.08572648397374136,0.24166928273241364,0.19244860378058204,0.45282495765642816,0.6147551713236982,54.24318373703501,0.16925252091862764,0.44862316646741107,0.7403983148361524,0.5544856776493668,0.09294957865222633,0.0994990251283557,0.10871534083587263,0.11825322269334274,0.1277578750337745,0.13822416403829238,0.15172887683013847,0.16287191678799728,19.0,0.16907775222548113,0.6270842436730786,44.0,0.516831496836014,0.6398284313615954,-6.0,,,0.625181529400647,baseline
20,-0.5013039659652231,0.08661342869939394,0.24320101887719975,0.19406867587455562,0.44979207314998726,0.6482205102258641,54.099560095907,0.1705262014940175,0.45280578099728097,0.7409676977758991,0.5550845581941699,0.09409060524017913,0.09997807063437648,0.1086608647161173,0.11872581593532401,0.1287525703240159,0.13882066634053236,0.14943469894679193,0.16153670786266291,20.0,0.21083351722526092,0.6080614444551551,45.0,0.5238353402245579,0.6195799146422503,-5.0,,,0.6057402798017476,baseline
21,-0.5299197172985795,0.08713527248027443,0.24459688542016245,0.1957873888213449,0.44797229221222334,0.6835993652024609,53.96690880787472,0.1723399126731353,0.4565637703524803,0.7415667731372734,0.5560754284863094,0.09483059134332299,0.10095679747802191,0.10891584369168766,0.1183748564233139,0.1289496188514302,0.13955786924153707,0.14971095575207666,0.15870346721860965,21.0,0.2542655866276867,0.5913870965443291,46.0,0.5455913996821923,0.6011636687665657,-4.0,,,0.5886522263723126,baseline
22,-0.5549421919647984,0.08749150776377071,0.24582403737062983,0.19643961863276285,0.44764926421371226,0.7171120290736925,53.926866931607414,0.17374870117966837,0.459981495225557,0.74210322368274,0.5568241841424828,0.09505687120751592,0.10138274742524693,0.10958425717984932,0.11822345918479135,0.1281034007888842,0.13926589649503396,0.1499616058400333,0.15842176187864504,22.0,0.29903733568965335,0.5772418674310249,47.0,0.5666278495731091,0.5853439317168474,-3.0,,,0.5741054481451464,baseline
23,-0.5763553426851035,0.08805886957505187,0.24687906834441425,0.19693384476965925,0.44637787798764095,0.7478515824520944,53.88087998657154,0.17462678024404515,0.46291205971855687,0.7424526431177538,0.5572203321479573,0.09537947472127893,0.1015543700483803,0.10997049056717935,0.11886671871260569,0.12785106796291476,0.13825628378860375,0.1495443588513394,0.15857723534769777,23.0,0.3447286563138359,0.5654680495929986,48.0,0.5870212368459005,0.5719515847978847,-2.0,,,0.5619427274771525,baseline
24,-0.5942308953074724,0.08865519715873955,0.24776326791374106,0.19780478744700727,0.4443730143504531,0.7754319012650688,53.80080381470982,0.17555037733882256,0.46531305336528045,0.7427100252282823,0.5574945321401377,0.09595325044576997,0.10185153700123731,0.11010531466492939,0.11923007805560257,0.12848680548200758,0.13791964792613587,0.14839104555585145,0.15806232086846578,24.0,0.39085081910832253,0.5559022000201833,49.0,0.606861391590798,0.5608353014489968,-1.0,,,0.5519869383979946,baseline
25,-0.6087050053127362,0.08901677350248997,0.24848153760260824,0.19882290883700268,0.4429340830049716,0.8055253735446333,53.71316875901802,0.17671406673379142,0.46723396424049285,0.743011278154528,0.5578509191821014,0.0964844477121993,0.10233846112480338,0.11029194184988732,0.11922970747353978,0.1287213588345987,0.13843529848124708,0.14784801075409773,0.1566507737696268,25.0,0.43688442490478535,0.5483699611179159,50.0,0.6262451083090381,0.5518057281279343,0.0,,,0.5440549613627602,baseline
26,-0.619176441481066,0.08921350939901507,0.24900247462007954,0.19939986617707547,0.44231650818774026,0.8373278620651021,53.66681174475915,0.17767197066122953,0.4686461630677554,0.743234077691913,0.558159964123391,0.0966921859034685,0.10270768027360698,0.1106067145911348,0.11920278260795432,0.1284741284360952,0.13842207010856897,0.14811621364524993,0.15577822443392136,26.0,0.44445647147206424,0.5439643154291516,51.0,0.6452300856646084,0.5450750770930071,1.0,,,0.5383876487990997,baseline
27,-0.625224219235594,0.08939595392098412,0.24930383916728394,0.19960562518992697,0.4418120352055911,0.8693833041811205,53.64733497625823,0.17823028290150505,0.46948944522101854,0.7433307738428704,0.5581952584972764,0.09679479858258085,0.10281082660734611,0.11087851431335205,0.11940595050219889,0.12829787478893093,0.13799783456708106,0.14793228557552268,0.1558819150629873,27.0,0.4513012105771516,0.5419795860758955,52.0,0.6638977476716522,0.5407870731514302,2.0,,,0.5351414260645768,baseline
28,-0.6266690190319804,0.08956882175653294,0.24937588840366826,0.19989384455631287,0.44093421492493634,0.9002160360132818,53.614345172396135,0.1786094633199992,0.46968506567819535,0.7433230085416772,0.5580462192589264,0.09698360875470025,0.10291023580161264,0.11097940928384907,0.11968809537698409,0.12850443585791751,0.13779553149073545,0.14746500818540367,0.15567367524879724,28.0,0.4574214098755279,0.5424881630528783,53.0,0.6823486280271951,0.5389940261191267,3.0,,,0.5343688121118009,baseline
29,-0.6235630523563501,0.08960493950812944,0.24922102586861794,0.20019762410671685,0.44026232827560535,0.8952230491891036,53.581327897615466,0.17896477567751706,0.46924850249577005,0.7432544979657736,0.5578330893010215,0.09713015216990938,0.10306747193680747,0.111039848843498,0.1197464638539502,0.12875373492022973,0.13795915378771553,0.14718670145883303,0.1551164730290568,29.0,0.4628559096498073,0.5454729332732489,54.0,0.7006932974847848,0.539649169975355,4.0,,,0.5360311240410806,baseline
30,-0.6211128257038554,0.08957765720038494,0.24909892618826143,0.20026391125980267,0.4401293310110016,0.891498849377816,53.56935213096388,0.1791737612646624,0.46891562937214387,0.743224113395381,0.5577691094788754,0.09710695378736392,0.10315695747243875,0.11113812974867039,0.11973478049027703,0.1287338474902483,0.13813807837968323,0.14726689562286033,0.15472435700845805,30.0,0.468350652141568,0.5481057867320245,55.0,0.7191935321062555,0.5399414708220998,5.0,,,0.5373461321638484,baseline
31,-0.6191628965359752,0.08955512121209092,0.24900180007602396,0.20013172261969975,0.44021175608307106,0.8872920514105609,53.574975170576664,0.17918259670851439,0.46866665236606314,0.7431859012285447,0.5577173197529206,0.0970395743772949,0.10309214824240487,0.11119129504207946,0.11979407766665659,0.12867114858849316,0.13806294311823206,0.14740045496787332,0.1547483579969657,31.0,0.4738825232128687,0.5504603815880994,56.0,0.7236657189778839,0.5407357957517488,6.0,,,0.5383949412796282,baseline
32,-0.6178093537183571,0.0895482622479004,0.2489344022794025,0.20004614839796836,0.44022750832468927,0.8861780312753713,53.58078261236419,0.17913277841247585,0.46848362535214294,0.743148427755561,0.5576616919468427,0.09702019112420963,0.10302595727375874,0.1111271995566282,0.11985759772943157,0.12874154599128265,0.13800285529931625,0.1473279199782145,0.15489673304715848,32.0,0.47946292093727333,0.5524862706430899,57.0,0.7281848413180207,0.541207508839709,7.0,,,0.5391241752988393,baseline
33,-0.6166045589124571,0.08952349830752837,0.2488744265305646,0.2000511526166768,0.44023531813272393,0.8870649008472031,53.58076681839935,0.17910338345999133,0.46831342679471405,0.7431254109948005,0.5576355972646511,0.09702877282846335,0.10302237978821345,0.11107417992318402,0.1198082782683002,0.12883107105911504,0.13810114866486486,0.14728810643534462,0.1548460630325144,33.0,0.48503152680996764,0.5544331270147508,58.0,0.7327372740581882,0.5415992089164916,8.0,,,0.5397741007397566,baseline
34,-0.6152509539659844,0.08946844764817896,0.24880706011876638,0.20002796286074548,0.44038237113270395,0.8909974853761475,53.58405733323586,0.17907176055542878,0.46812765728546585,0.7431121931927381,0.5576191959812992,0.09699928776840926,0.10302867509233621,0.11106728584475785,0.11974784233155288,0.1287745378302399,0.13819340338248773,0.14738898293783642,0.1547999848123798,34.0,0.490551314896824,0.5564640865241568,59.0,0.737316649781172,0.5420717089771654,9.0,,,0.5405052363552536,baseline
35,-0.6133059847108234,0.08941847278778685,0.2487102945241176,0.19993955033818608,0.440531814311676,0.8933447952207325,53.59184657298352,0.17899194595570733,0.4678686461840724,0.743075489010834,0.5575598616988986,0.09694087325659187,0.10299867708159421,0.11107548578835119,0.11974193319814726,0.12871121636363939,0.1381345190828764,0.14748931842492316,0.1549079768038764,35.0,0.49596998729508657,0.558822888255029,60.0,0.7419164323023838,0.5428650882366491,10.0,,,0.5415575254254368,baseline
36,-0.6109989207429067,0.08938511795612776,0.24859556288368723,0.19985761841621363,0.44058198992084574,0.8947385149596339,53.597418915023354,0.17888692043596582,0.46755967531520715,0.7430258879282281,0.5574666383172868,0.09690332823280462,0.102954290183409,0.11106217462791293,0.11977129560347145,0.1287269214315562,0.13809025595157007,0.14745173801631858,0.15503999595295712,36.0,0.499536106760633,0.559675544574611,61.0,0.7465452487152531,0.543856395522974,11.0,,,0.5428083756197976,baseline
