nimby_post_price_response,fertility_post_price_response,nimby_peak_price_response,fertility_peak_price_response,nimby_peak_young_homeownership_response,fertility_peak_young_homeownership_response,nimby_peak_old_homeownership_response,fertility_peak_old_homeownership_response,fertility_peak_boom_generation_burden_index,fertility_peak_child_generation_burden_index,fertility_boom_fertility_rate_response,fertility_post_fertility_rate_response,fertility_peak_children_at_home_response
0.01995772722331604,0.05076976078534749,0.030269599182112028,0.06292691702554876,0.0004701733510882,0.0011433188413310091,0.0053023173291258,0.000977205857330965,1.084244089607182,1.0839476354515114,0.022342019499478904,-0.0036616076622488754,0.02037085983418599
