scenario,nimby_price_index_2050,fertility_price_index_2050,price_gap_2050,nimby_price_index_2100,fertility_price_index_2100,price_gap_2100,fertility_rate_2050,fertility_rate_2100,young_homeownership_proxy_2050,young_homeownership_proxy_2100
low_immigration,1.1024883073255738,1.008002621984583,-0.09448568534099078,1.1006712674094705,1.0043871337555819,-0.09628413365388866,0.19570563762362367,0.19584633134292298,0.39798740063493165,0.39844377405225234
medium_immigration,1.0927841659758504,0.9996510887270568,-0.0931330772487936,1.0670082307196251,0.9761174370329426,-0.09089079368668251,0.1960315532605194,0.1969678097025313,0.3990443529107285,0.40207608923800664
high_immigration,1.0825557163582544,0.9909508146232704,-0.09160490173498403,1.036332458179941,0.9502263542742773,-0.08610610390566364,0.19637457129016753,0.1980296662244645,0.40015588790550805,0.4055061482912782
