distance_upstream,distance_fertility,distance_gap,vote_upstream,vote_fertility,vote_gap,debt_upstream,debt_fertility,debt_gap
2242.88415924658,2242.88415924658,0,4.14748822366267,4.14748822366267,0,-22.863033541167,-22.863033541167,0
