year,scenario,share_25_39,share_40_59,share_60_79,share_80,average_age,price,price_index,births,fertility_rate,theta,average_age_bridge,young_homeownership_proxy,old_homeownership_proxy,young_housing_burden_proxy,case
2086,medium_immigration,0.278245292555904,0.374995792386958,0.332959783900028,0.01379913115711,51.6139934940957,0.7413062686910723,1.1784473020313064,0.07061451281403434,0.18982689809967232,0.47034622966803863,51.7107765585641,0.3783262985162402,0.7584993218624277,1.2015345025626054,baseline
2087,medium_immigration,0.27843884014264,0.374553378459426,0.333127657532542,0.0138801238653926,51.6104375656314,0.7451341865667667,1.1829669464192438,0.07057756602312823,0.18968528282412045,0.47054117723674516,51.71321722604914,0.37784925261704766,0.758464260591568,1.2061281499749463,baseline
2088,medium_immigration,0.278631770079954,0.374112371722052,0.333294995652387,0.0139608625456073,51.6068929271321,0.7490601963821661,1.1876204150667662,0.07053922452179098,0.1895401184619607,0.4707355068662018,51.715650244289584,0.37736022777856065,0.7584282972579537,1.2108608677200363,baseline
2089,medium_immigration,0.278824092387465,0.373672765384154,0.333461796635189,0.0140413455931919,51.6033590705484,0.7530857352951336,1.1924108628593677,0.07049946849570476,0.18939134960330542,0.47092921414742317,51.718075356515484,0.3768590646670416,0.758391418421405,1.2157326965847859,baseline
2090,medium_immigration,0.279015807759469,0.373234529192142,0.333628086100379,0.0141215769480091,51.5998368100802,0.7572122454912016,1.197341524659312,0.07045827884253514,0.1892389305189126,0.47112232557962896,51.720493183131104,0.3763456043077663,0.7583536105832505,1.220746917761212,baseline
2091,medium_immigration,0.279001066794838,0.372740183936744,0.334207004123785,0.0140517451446318,51.6092760000694,0.7614319605747066,1.2024046396896406,0.07037399815882077,0.189082815673468,0.47158271432234944,51.73019964047724,0.3758208336226713,0.7583149446164388,1.2258956021513887,baseline
2092,medium_immigration,0.278986379727491,0.372247777992489,0.334783654071819,0.0139821882082011,51.6186783873733,0.765745542406825,1.2076025131648263,0.07028860009975353,0.18892330786881847,0.4720413010928944,51.739868176555426,0.375284690716239,0.7582754141760887,1.2311741586475957,baseline
2093,medium_immigration,0.27897175329582,0.371757296027186,0.335358047458802,0.0139129032181916,51.6280438370919,0.7701536460202276,1.212937500115447,0.070202080340899,0.18876039092478278,0.4724980926149213,51.74949881465402,0.37473711530156834,0.7582350129709998,1.2365849381675802,baseline
2094,medium_immigration,0.278957184481208,0.371268723012339,0.335930203342565,0.0138438891638881,51.6373728916749,0.7746574651684244,1.218412671590058,0.0701144329240037,0.1885940491884573,0.47295310558362663,51.759091957928746,0.37417798100948335,0.7581937297626022,1.2421380065003422,baseline
2095,medium_immigration,0.278942671641472,0.370782055353294,0.336500128875833,0.0137751441294004,51.6466656438716,0.779258190674359,1.2240311685156469,0.07002564524722234,0.18842424697778895,0.4734063449584893,51.76864771973759,0.3736071627965524,0.7581515533276769,1.247836548879888,baseline
2096,medium_immigration,0.278642022104138,0.370507329556238,0.337078524395567,0.0137721239440568,51.6669852776642,0.783934839896688,1.2297689392409077,0.06989171421915347,0.1882509490718243,0.4739692801900407,51.78538488138265,0.37302728512559197,0.7581086757396871,1.2536560277718787,baseline
2097,medium_immigration,0.278342624043366,0.370233743892107,0.337654514839202,0.0137691172253244,51.68722022285,0.7886876606461215,1.2356277224166468,0.06975720004598533,0.18807495466015184,0.47452987525156887,51.8020524513975,0.3724383364736789,0.7580650944743166,1.259590711019901,baseline
2098,medium_immigration,0.278044464249211,0.369961291011107,0.338228122667348,0.0137661220723333,51.7073714925322,0.7935168919074855,1.2416092859931547,0.06962210152738951,0.18789626229349427,0.4750881506283315,51.8186510521919,0.3718403069173344,0.7580208070829922,1.2656423724071073,baseline
