a_price,distance,totalvote,debtstock,avg_birth_rate,mass_error,share_child_0,share_child_1,share_child_2,share_child_3,share_parity_0,share_parity_1,share_parity_2,share_parity_3plus,share_home_any_40,share_home_any_50,mean_home_children_40,mean_home_children_50
1.5,1644.14574020309,0.236729956328274,40.4789035545773,0.655462838515146,1.4210854715202e-14,0.354748873682128,0.267580009242673,0.250832485849204,0.126838631225995,0.0703943694846736,0.166057884938037,0.348711735631905,0.414836009945383,0.884536171475095,0.872287107270794,1.45908761603888,1.78499117493131
2,2013.97026989153,-0.333212572874663,44.7534044293767,0.529014660128262,1.59872115546023e-14,0.51478117435288,0.244598967022589,0.170675354427658,0.0699445041968734,0.223715646656335,0.255602512782425,0.292729382106203,0.227952458455037,0.718947966240769,0.695708483372948,1.09650232669866,1.26490888045426
2.5,1645.46492508432,-0.432148809849685,40.3334807039867,0.364748214544461,1.77635683940025e-14,0.695874440785104,0.18367544533635,0.0906294099507064,0.0298207039278389,0.460292714770487,0.264236287928018,0.178865350948828,0.096605646352667,0.484174451761027,0.460322767956993,0.679321194136799,0.738228247641677
3,1122.95813401075,-0.341993779813754,33.3355989816836,0.197749834782627,1.77635683940025e-14,0.850511485309724,0.108082332961238,0.0334147886658261,0.00799139306321227,0.702712631475064,0.196125412132916,0.0754530265308701,0.0257089298611486,0.246993112567828,0.240538285104025,0.312530548737861,0.333135750726356
