t,price,births,fertility_rate,young_share,old_share,theta,average_age,n_home,young_homeownership_proxy,old_homeownership_proxy,aggregate_homeownership_proxy,age_share_15,age_share_25,age_share_35,age_share_45,age_share_55,age_share_65,age_share_75,age_share_85,boom_generation_age,parent_generation_age,child_generation_age,boom_generation_homeownership_proxy_level,parent_generation_homeownership_proxy_level,child_generation_homeownership_proxy_level,boom_generation_housing_burden_proxy_level,parent_generation_housing_burden_proxy_level,child_generation_housing_burden_proxy_level
10,-0.266327017058827,0.0902,0.244091467179811,0.211270532549615,0.419195861699416,0.545585695647032,52.4930640933605,0.19844,0.421265968332505,0.736031915837921,0.535642528216177,0.104351346399573,0.106919186150042,0.115845159767418,0.123083399392814,0.130605046590737,0.137146243690711,0.141052025404711,0.140997592603994,5.5,30.5,-19.5,NaN,0.423487368967155,NaN,NaN,0.784179146171206,NaN
11,-0.298921225501759,0.0902,0.245980087654021,0.20531233711097,0.427991314171286,0.554395332187512,53.0191464939737,0.18942,0.424939244428444,0.736787664146064,0.542004432674987,0.0962213300535634,0.109091007057407,0.113486327806026,0.122960548517994,0.130249472393723,0.137930392258555,0.144106963082858,0.145953958829873,6.5,31.5,-18.5,NaN,0.434300082452527,NaN,NaN,0.760112857324282,NaN
12,-0.332648715355898,0.0902,0.24491590737706,0.197845460712889,0.433864864002227,0.560801558495071,53.3520151169957,0.1804,0.431066887368508,0.737427916953198,0.544791689242111,0.0967260708573237,0.101119389855565,0.116398944081362,0.121088704565185,0.130802026638337,0.138276435686535,0.145691163210142,0.14989726510555,7.5,32.5,-17.5,NaN,0.445117370573177,NaN,NaN,0.735776535584096,NaN
13,-0.367949078089246,0.0902,0.248865961318398,0.199224332921956,0.438331564549299,0.564614758156076,53.5314954425067,0.1804,0.434489920977037,0.738374427155228,0.546780109996549,0.0971397606211823,0.102084572300774,0.108354764502283,0.124727613490009,0.129361724536452,0.139456948789905,0.14668134993579,0.152193265823605,8.5,33.5,-16.5,NaN,0.45597952988595,NaN,NaN,0.711912055703212,NaN
14,-0.404428129836854,0.0902,0.250800119255851,0.200163419296192,0.440187628910513,0.566144353125033,53.6211693042255,0.1804,0.439467392967221,0.73856605441405,0.549106009066659,0.0973842283810301,0.102779190915162,0.109664303399143,0.116400054399122,0.133584593995029,0.138268445773409,0.148305917295162,0.153613265841942,9.5,34.5,-15.5,NaN,0.466818394420919,NaN,NaN,0.688003985974487,NaN
15,-0.44248491217572,0.0902,0.25521100281919,0.200734469464973,0.445832492759989,0.571139073064244,53.6532201031857,0.1804,0.444653422943996,0.740583763591732,0.549950042180032,0.0975360172829969,0.103198452181976,0.110582589542422,0.117990446726257,0.124860001506359,0.143004613924112,0.147271188624154,0.155556690211723,10.5,35.5,-14.5,NaN,0.476879932176844,NaN,NaN,0.662823645477444,NaN
16,-0.48186538234407,0.0902,0.252435189101284,0.201312978497351,0.441367583110843,0.567033878025156,53.6015243391777,0.1804,0.450002649668874,0.740335483115865,0.55083720738947,0.0977387928958967,0.103574185601454,0.111264519781222,0.119225806797038,0.126829111813545,0.133942673724272,0.152632393218782,0.15479251616779,11.5,36.5,-13.5,NaN,0.486043233906745,NaN,NaN,0.636737433937466,NaN
17,-0.523830184093637,0.0902,0.25089367599046,0.201375486833677,0.439109672292335,0.56499238203805,53.5774227554486,0.1804,0.455698867165138,0.741215952709466,0.551576052144713,0.0976646767914926,0.103710810042184,0.111584940841514,0.119870069800219,0.128059830232255,0.135951851118534,0.142851950319305,0.160305870854497,12.5,37.5,-12.5,NaN,0.495198087661869,NaN,NaN,0.610098533242872,NaN
18,-0.568426919860308,0.0902,0.248643357612911,0.202451694441777,0.434779716580176,0.560933990755892,53.3116396570949,0.1804,0.461772043781663,0.74213161502811,0.55441002910649,0.0982249850378219,0.104226709403955,0.112373146350673,0.120904955641695,0.12949048698568,0.138058627044614,0.145826613235614,0.150894476299948,13.5,38.5,-11.5,NaN,0.504316504992779,NaN,NaN,0.583036994774796,NaN
19,-0.616131687622782,0.0902,0.249407923225169,0.201024682927182,0.437318803383931,0.603121220606461,53.4445330715158,0.1804,0.46823817270786,0.743082605345316,0.557343201153221,0.0972454102929838,0.103779272634198,0.111805889954299,0.120544721276838,0.12930590245775,0.138208780272739,0.146609582194766,0.152500440916425,14.5,39.5,-10.5,NaN,0.513416165841784,NaN,NaN,0.555446212372176,NaN
20,-0.660792031710883,0.0902,0.249995808064354,0.200335790243463,0.43885815985357,0.644297975331694,53.5144834156444,0.1804,0.474395477678311,0.743960450459615,0.55945866948683,0.097413689325074,0.102922100918389,0.111518561127008,0.120143759507516,0.129143729268443,0.138250591572266,0.147023013034742,0.153584555246562,15.5,40.5,-9.5,0.0383443647453378,0.521817136990993,NaN,0.516651729425275,0.530774009996035,NaN
21,-0.701877094530918,0.0902,0.250855262135277,0.200750200988315,0.439679905072771,0.684663384417247,53.5410811116561,0.1804,0.479850350651936,0.744772640462538,0.561261264097353,0.0975284927277374,0.103221708260578,0.110727806918934,0.119976230509908,0.128865856510072,0.138239926033064,0.147240811946117,0.15419916709359,16.5,41.5,-8.5,0.0757603305538233,0.529499814584365,NaN,0.496257353714294,0.509013824628965,NaN
22,-0.738787442647572,0.0902,0.251182632807747,0.201005882539801,0.439892857187008,0.724504689087337,53.5421714864379,0.1804,0.484909233261867,0.745471177396064,0.562828730105516,0.0975935693794286,0.103412313160373,0.111124235829921,0.119204992208881,0.128772032234388,0.138034524599508,0.147327692850667,0.154530639736833,17.5,42.5,-7.5,0.115963006762851,0.53644793246767,NaN,0.478661617106088,0.490187379527657,NaN
23,-0.770991181095549,0.0902,0.251230443214452,0.201146296715363,0.439820781772793,0.764106759088209,53.5285596593819,0.1804,0.489321290854598,0.74614858647917,0.564075911261296,0.0976282296157369,0.103518067099627,0.111368971718889,0.119674258308419,0.127989691484535,0.137983011926311,0.147161034019539,0.154676735826943,18.5,43.5,-6.5,0.158929563384381,0.542661985708483,NaN,0.463867379608187,0.474283799542509,NaN
24,-0.797926765192551,0.0902,0.250577644028383,0.201213267639416,0.438818466437456,0.802882629647798,53.5075886621838,0.1804,0.493008842651871,0.746555011353176,0.565191813605292,0.0976428879960608,0.103570379643355,0.111499601066748,0.119955832501386,0.128512832354994,0.137165302429846,0.147128202685108,0.154524961322502,19.5,44.5,-5.5,0.204417133017118,0.548148796169955,NaN,0.451904347912364,0.461319642412087,NaN
25,-0.819171110376094,0.0902,0.250272823503744,0.201194769388126,0.438398540275996,0.842195470840177,53.4919775363911,0.1804,0.495915744159233,0.746978604361251,0.566168417361477,0.097626366383154,0.103568403004972,0.111537071289989,0.120076212869083,0.128793406176807,0.137702643546134,0.146231550100013,0.154464346629849,20.5,45.5,-4.5,0.251959686727505,0.560333162872132,NaN,0.442762070027684,0.451023747032329,NaN
26,-0.834133933685983,0.0902,0.250177114714092,0.201160733420891,0.438294697572137,0.88179511780179,53.4784898815371,0.1804,0.497962127735203,0.747276002254466,0.567042943304287,0.0976183536465689,0.103542379774322,0.111525788317006,0.120106706691123,0.128912073998843,0.137991954199541,0.146792358929242,0.153510384443355,21.5,46.5,-3.5,0.300868817410292,0.57906457942057,NaN,0.436537803495202,0.443491654438808,NaN
27,-0.842343467891317,0.0902,0.25043454296448,0.200949609239715,0.438876434994154,0.922038350108781,53.5060345122945,0.1804,0.499081665472601,0.747439207033662,0.567490395206013,0.0975200201368807,0.103429589102835,0.111385451062188,0.119973582448378,0.128814922255565,0.13797996642718,0.146952588469875,0.153943880097098,22.5,47.5,-2.5,0.350291093782513,0.596988410732748,NaN,0.433317028254001,0.439037735480596,NaN
28,-0.843390031859007,0.0902,0.250606152207603,0.200939457847742,0.439133225103482,0.95,53.5161479679912,0.1804,0.499223591925991,0.74746281711319,0.567506785601562,0.0975656790588516,0.10337377878889,0.111316210699757,0.119878716012285,0.128732390336735,0.137940534469508,0.147008619558433,0.15418407107554,23.5,48.5,-1.5,0.399280554542893,0.614233925074026,NaN,0.433211547169572,0.437750356534202,NaN
29,-0.839334496183161,0.0902,0.250705747761929,0.201040043691552,0.439175624256937,0.95,53.5162969757891,0.1804,0.498656069609186,0.747387232054015,0.567279603138448,0.0975910118378698,0.103449031853682,0.11128503227455,0.119835302970799,0.128663996806162,0.137887948857837,0.147004767043801,0.1542829083553,24.5,49.5,-0.5,0.44722770656919,0.631090195945679,NaN,0.435321021650006,0.43869671990402,NaN
30,-0.835233119493219,0.0902,0.250678671683177,0.201088144699429,0.439088662548057,0.95,53.5120747047018,0.1804,0.498101826530958,0.747307421707716,0.567056214614359,0.0976013213123549,0.103486823387074,0.111377809162043,0.119814394249697,0.128630989340774,0.137829249807915,0.146964249573743,0.154295163166399,25.5,50.5,0.5,0.47334379566289,0.647961210288461,NaN,0.437810415249858,0.439662640927742,NaN
31,-0.831090228001027,0.0902,0.25059354648323,0.201101366291193,0.43895321106786,0.95,53.5070364526795,0.1804,0.497539180768184,0.747227708916966,0.566843206178301,0.0976024323933096,0.103498933897883,0.111419765574491,0.119915647044445,0.128610010022011,0.137795459716289,0.146903359042734,0.154254392308837,26.5,51.5,1.5,0.478261991459611,0.664885188194016,NaN,0.440681403631749,0.440646316522367,NaN
32,-0.826908651054975,0.0902,0.25048884740326,0.201093359406346,0.438810768321993,0.947213687578842,53.5034945926198,0.1804,0.496969230879225,0.747137510754204,0.566659448192944,0.0975979745260929,0.103495384880253,0.111427714883294,0.119955340632275,0.128712816756092,0.13776669309434,0.146860636371326,0.154183438856327,27.5,52.5,2.5,0.483135292980472,0.681899357236149,NaN,0.443584161019072,0.44164658964679,NaN
33,-0.823191704687457,0.0902,0.250475265197098,0.201073100846596,0.438811500417237,0.943609385248524,53.5028857650391,0.1804,0.496461531463277,0.747071638335292,0.566515360329168,0.0975904363238112,0.103482664522785,0.11141528790604,0.119954633231217,0.12874547759891,0.137866170157615,0.146818636525674,0.154126693733949,28.5,53.5,3.5,0.488038229383612,0.699059241944228,NaN,0.446294416550181,0.442440802419989,NaN
34,-0.820087787853547,0.0902,0.250509928299387,0.201052824764734,0.438881605729369,0.940067521441722,53.50477231687,0.1804,0.49603684259702,0.747015248509513,0.566401053107362,0.097584474381036,0.103468350383698,0.111394788446563,0.119933927902229,0.128736853157104,0.137892729077836,0.146915673874844,0.154073202776688,29.5,54.5,4.5,0.492991054430713,0.716397669492846,NaN,0.44874185276248,0.442962078610384,NaN
35,-0.817587645238791,0.0902,0.250565218309888,0.201035471000378,0.438978411978205,0.936549250130328,53.5091012442304,0.1804,0.495694231262001,0.746968733820978,0.566286636995054,0.0975791192853004,0.103456351715078,0.111373267758563,0.119905280741021,0.128707568521832,0.137875925311807,0.14693591234338,0.154166574323019,30.5,55.5,5.5,0.497990881147243,0.727142931160972,NaN,0.450926181047298,0.443535188800413,NaN
36,-0.815689818310444,0.0902,0.250586543943209,0.201050005710331,0.438994513118891,0.932953560950452,53.5095770523839,0.1804,0.495434130496282,0.746932695476493,0.566187273876459,0.0975889301318694,0.103461075578462,0.111371548845064,0.119894169131033,0.128689763194681,0.137858420984486,0.146932778065287,0.154203314069117,31.5,56.5,6.5,0.503035755183823,0.73118643283123,NaN,0.452844130115332,0.444162915441809,NaN
37,-0.814409411582634,0.0902,0.250582745172413,0.201068310589631,0.438970751405887,0.929321429676853,53.5084606870872,0.1804,0.495258467446695,0.746907815328856,0.566119011408327,0.0975927658487159,0.103475544740915,0.11138101176018,0.119897031055454,0.128682895188849,0.137844767486911,0.146919898341702,0.154206085577274,32.5,57.5,7.5,0.508125723059857,0.73528307991481,NaN,0.454485384720501,0.444516818611612,NaN
38,-0.813757940682762,0.0902,0.250562041164727,0.201072884773505,0.438936433554566,0.925681857483083,53.5071513976699,0.1804,0.495170811730403,0.746894584316193,0.566084913472771,0.0975930119728531,0.103479872800652,0.111396869472435,0.119907520755969,0.128686291443525,0.137837758509513,0.146905717883471,0.154192957161582,33.5,58.5,8.5,0.513260041802984,0.739430277185944,NaN,0.455841665263692,0.44459112274666,NaN
39,-0.813744598009818,0.0902,0.250542723588299,0.201070222904022,0.438911339090092,0.92565967174548,53.5063418881971,0.1804,0.495169515481405,0.746893683976426,0.56608532576562,0.0975915933407531,0.103478629563269,0.11139990950097,0.1199228491692,0.128695679335715,0.137839392692409,0.14689611284179,0.154175833555894,34.5,59.5,9.5,0.518437394395022,0.743625420571334,NaN,0.456906220617938,0.444381602376234,NaN
40,-0.813735254168898,0.0902,0.250534588566812,0.201064979149839,0.438904892810791,0.925654656657236,53.5062418131454,0.1804,0.495168272745278,0.746892925561442,0.56609015136374,0.0975897782878874,0.103475200861952,0.111396499268634,0.11992389143174,0.128709737338996,0.137846884532724,0.146895122345969,0.154162885932098,35.5,60.5,10.5,0.522558306706404,0.747854453638505,NaN,0.457262954434416,0.444170230506872,NaN
41,-0.813727136838475,0.0902,0.250542399361522,0.201060273183812,0.438920822910645,0.925669699642009,53.5067098108705,0.1804,0.49516696902719,0.746893834086931,0.566094752832443,0.0975884282401881,0.103471844943624,0.111391267216029,0.1199185612939,0.128709075395613,0.137860034994,0.146901074139301,0.154159713777344,36.5,61.5,11.5,0.525633112263504,0.752118730868583,NaN,0.456914198805398,0.443958240386663,NaN
42,-0.813716651155733,0.0902,0.250553604888816,0.201058207553707,0.43893898969266,0.925686359590338,53.5073466165129,0.1804,0.49516528732421,0.7468940499215,0.566095854596928,0.0975881204118875,0.103470087141819,0.111387303207101,0.119912550730832,0.128702948815699,0.137858891134498,0.146914624939654,0.154165473618508,37.5,62.5,12.5,0.528684531553159,0.756419645366158,NaN,0.456566337434001,0.443747227922383,NaN
43,-0.813703247557478,0.0902,0.250560753832522,0.201059187445604,0.43894828132067,0.925694575071762,53.5077638570094,0.1804,0.495163270818718,0.746893821168985,0.566092648570321,0.0975887544418907,0.103470433003713,0.111386134606798,0.119909062524602,0.128697334102325,0.13785322464793,0.14691436044831,0.15418069622443,38.5,63.5,13.5,0.531714267705854,0.760758683188514,NaN,0.456219618237237,0.443537435285081,NaN
44,-0.813688121513352,0.0902,0.250559895012372,0.201063134479719,0.438943100374641,0.925689320165219,53.5075352747711,0.1804,0.49516116208292,0.746893379193283,0.566089086453263,0.0975903439305056,0.103472790549214,0.111388321150259,0.119909757532597,0.128695686462784,0.137849455953495,0.146910714537039,0.154182929884106,39.5,64.5,14.5,0.534724188489107,0.765137380868658,NaN,0.455873492861219,0.443328330570117,NaN
45,-0.813673384078047,0.0902,0.250555398777419,0.201065279105618,0.438934495634303,0.92568125420503,53.5071942441381,0.1804,0.49515923574802,0.746892901659028,0.56608725345452,0.0975905668599952,0.103474712245622,0.111391113557227,0.119912385317337,0.128696726385515,0.137848006035432,0.1469070338096,0.154179455789272,40.5,65.5,15.5,0.537716209303583,0.76565485586894,0.0387836577406758,0.455526997536407,0.443226929415655,0.44340681089273
46,-0.813659697520028,0.0902,0.250550865408221,0.201064743906276,0.438928517130609,0.925675953831607,53.5069857960869,0.1804,0.495157584158105,0.746892494536893,0.566086945153993,0.0975901923650232,0.103474551541253,0.111392754851451,0.119914931250609,0.128699052861055,0.137848590929757,0.14690492488626,0.154175001314592,41.5,66.5,16.5,0.540692041675237,0.762273758604614,0.0768039593903633,0.455179830877018,0.443232995708253,0.443772501660056
47,-0.813646818795522,0.0902,0.250549064920501,0.201063375438355,0.438927298529555,0.925675062360846,53.5069617006108,0.1804,0.495155855315336,0.746892215752362,0.566087455118655,0.0975897208816469,0.103473654556708,0.111392043683461,0.119916118790686,0.128701163557944,0.1378504168512,0.146904838470863,0.154172043207492,42.5,67.5,17.5,0.54365327546654,0.758883929893858,0.117409703706545,0.454832104182815,0.443238704020654,0.444137649381541
48,-0.813634048132976,0.0902,0.250550174316369,0.20106224029202,0.438930027739273,0.925677688921542,53.5070671875388,0.1804,0.495154059214285,0.746892041097256,0.56608796276556,0.097589412556495,0.103472827735525,0.111390726135771,0.119914974345939,0.128702031486998,0.137852242100749,0.146906320212404,0.15417146542612,43.5,68.5,18.5,0.546601439800348,0.755485493504625,0.160316720859016,0.454484135992065,0.443244364508715,0.444502564581556
49,-0.813620741502932,0.0902,0.250552777618707,0.201061799541335,0.438934209055037,0.925681518218333,53.5072046759773,0.1804,0.495152176574591,0.746891959772339,0.566087743197523,0.097589357302739,0.103472442238596,0.111389772984722,0.119913488095453,0.128700730323453,0.137853093691899,0.146908182191944,0.154172933171195,44.5,69.5,19.5,0.549538059275169,0.752078576076684,0.205177497208105,0.454136218554188,0.443250262636734,0.444867534007566
50,-0.813606617398977,0.0902,0.250554483138719,0.201062068057048,0.438936391080237,0.925683441763656,53.5072854020351,0.1804,0.495150204654387,0.746891714774654,0.56608672692461,0.0975895160674724,0.103472551989576,0.111389539208006,0.119912657098031,0.128699344556678,0.137851924278249,0.146909328728042,0.154175138073946,45.5,70.5,20.5,0.559867014686989,0.74866330897762,0.251590174002175,0.453540461130295,0.443256523193734,0.445232683938848
51,-0.813591941568003,0.0902,0.250554599387862,0.201062715797063,0.438935910369168,0.925682911962691,53.5072732761908,0.1804,0.495148192104587,0.746891394519242,0.566085373095106,0.0975897487557014,0.103472967041362,0.11138992294917,0.119912691348072,0.128698759536528,0.137850768661935,0.146908432771255,0.154176708935978,46.5,71.5,21.5,0.577461484576534,0.74523982849627,0.299110974066206,0.45269607137272,0.443263028399281,0.445597897209633
52,-0.813577109416768,0.0902,0.250553560642439,0.20106329528232,0.438933838389538,0.925680960258236,53.5071912315015,0.1804,0.495146187583271,0.746891060772972,0.566084336673719,0.0975899102713849,0.103473385010935,0.111390554115688,0.119913302913716,0.128699009298738,0.13785037019131,0.146907444372409,0.154176023825819,47.5,72.5,22.5,0.594910386834262,0.741808272222766,0.347269236266938,0.451850659395201,0.443269602992313,0.445962998441151
