birth_utility_1,birth_utility_2,birth_utility_3,birth_price_coeff,lambda_crowd,birth_rate_p15,birth_rate_p20,birth_rate_p25,birth_rate_p30,birth_decline,vote_p15,vote_p20,vote_p25,vote_p30,vote_sign_changes,vote_low_positive,vote_high_negative,vote_cross,mass_error,share_parity_0,share_parity_1,share_parity_2,share_parity_3plus,parity_rmse,share_home_any_40,share_home_any_50,mean_home_children_40,mean_home_children_50,score,seed_rank
1.12026955636248,1.47214811263124,1.59786725334499,0.350101302076684,0.264279243987072,0.747861527797908,0.583570521232471,NaN,0.100227509752678,0.647634018045229,-0.0348991689888105,0.00503219643814237,NaN,-0.00373311737576099,2,0,1,1,1.33226762955019e-15,0.220141772533852,0.162825443936185,0.260167584219772,0.356865199310191,0.0679930925343742,0.766675343867522,0.725954861608193,1.27303166016955,1.484468694303,-3.76796889201124,NaN
1.05960026967212,1.55533175458493,1.53318914898148,0.302830580067982,0.277508483439979,0.744915467480767,0.635778373281345,NaN,0.233803407257226,0.511112060223541,-0.00781385374043236,0.00656245159626487,NaN,-0.0247378976989558,2,0,1,1,1.55431223447522e-15,0.139551083094155,0.103994875901944,0.373839186494768,0.382614854509133,0.0677897070174294,0.860133467207035,0.819215464234215,1.39740572850803,1.69597123552242,-3.86499870890941,NaN
1.15750370481035,1.42049810928029,1.59632892828648,0.353914189904999,0.248598896537296,0.764267571858786,0.615449604308179,NaN,0.117183636761132,0.647083935097654,-0.0766088196125879,-0.0423864056554855,NaN,-0.0039625432098114,0,0,1,0,1.33226762955019e-15,0.158957479361417,0.175905595413567,0.244460776783999,0.420676148441016,0.0886028000992093,0.807422353310296,0.784231268912014,1.37648013584216,1.63672909868112,-4.04091591593422,NaN
1.15068369041865,1.54799037934587,1.59134957994878,0.349087754174389,0.290106720402481,0.709806780843033,0.54379394615013,NaN,0.102351467662814,0.607455313180218,-0.0398751204354247,0.00582920725502861,NaN,-0.00347826620223257,2,0,1,1,1.11022302462516e-15,0.285538641031526,0.168824421469128,0.286181142698285,0.25945579480106,0.0720795386149834,0.712333730566546,0.658406830554232,1.11698548934035,1.27481417234493,-4.40933635022314,NaN
1.14101795909856,1.42171494476487,1.49928701133096,0.324918077796375,0.243085416213896,0.758072048466377,0.645486703030159,NaN,0.19981736772343,0.558254680742947,-0.00344134562544417,-0.0413133440559024,NaN,-0.0241646957973692,0,0,1,0,1.77635683940025e-15,0.0995941942667642,0.15434631599328,0.322908151990016,0.423151337749939,0.0806536932411321,0.86626194663875,0.847079979144446,1.44524064214167,1.75613204473837,-5.01247473065003,NaN
1.10002917526117,1.489895684003,1.57748579624738,0.352878550269656,0.245536244886815,0.766983163703421,0.636037513674464,NaN,0.115271161010585,0.651712002692835,-0.0748830248698545,-0.0410224804494109,NaN,-0.00566506593572591,0,0,1,0,1.55431223447522e-15,0.135018418343239,0.121839816105517,0.295236557078461,0.447905208472782,0.0952831265749874,0.85510090136491,0.82090821424811,1.457875662604,1.75197760317027,-5.68401547743931,NaN
1.05,1.3,1.55,0.3,0.28,0.703701043455459,0.527030387151897,NaN,0.122090991102323,0.581610052353136,0.00498003288465447,0.00654279982905981,NaN,-0.00363079152336945,1,1,1,1,1.55431223447522e-15,0.316178315774455,0.210420515980962,0.171488863746496,0.301912304498086,0.120269245086749,0.652312388731551,0.62058585566196,1.09007952404252,1.22976148317435,-6.16567250564211,NaN
1.05948498329022,1.51222743694872,1.49591896504149,0.341898634597607,0.278451041748189,0.686748907487175,0.512059620776039,NaN,0.0781177513994588,0.608631156087716,-0.0191663893422237,0.00476535708508405,NaN,-0.00315106065486775,2,0,1,1,1.77635683940025e-15,0.325229988072206,0.15438794867053,0.304423832339385,0.215958230917879,0.093133719550648,0.687676322372041,0.621520268990366,1.04667595623998,1.17890562392033,-6.49675234926397,NaN
1.09375246197969,1.48364235569972,1.55300844536209,0.321039217300331,0.255348165128275,0.765774811378124,0.656931454213838,NaN,0.19818094653705,0.567593864841074,-0.000727621619433363,-0.0402085578590006,NaN,-0.0260364928590925,0,0,1,0,1.55431223447522e-15,0.108383337345164,0.114193296625524,0.312219539703863,0.465203826325448,0.104755252414366,0.878588503188487,0.849428869865437,1.4956894225745,1.82019205664477,-6.81425425240601,NaN
1.13831501649053,1.47232906043999,1.56432593144641,0.336493518752378,0.299349688040106,0.670824287627684,0.498551634610784,NaN,0.0954851117744533,0.57533917585323,0.000300898912307127,0.00546751052738936,NaN,-0.00306186182425455,1,1,1,1,8.88178419700125e-16,0.356905713297191,0.198419389891907,0.228407769997375,0.216267126813527,0.120537693333268,0.630886895857543,0.581165102505834,0.981407722059657,1.08818255063474,-7.00547457271881,NaN
