t,price,births,fertility_rate,young_share,old_share,theta,average_age,n_home,young_homeownership_proxy,old_homeownership_proxy,aggregate_homeownership_proxy,age_share_15,age_share_25,age_share_35,age_share_45,age_share_55,age_share_65,age_share_75,age_share_85,boom_generation_age,parent_generation_age,child_generation_age,boom_generation_homeownership_proxy_level,parent_generation_homeownership_proxy_level,child_generation_homeownership_proxy_level,boom_generation_housing_burden_proxy_level,parent_generation_housing_burden_proxy_level,child_generation_housing_burden_proxy_level
48,-0.555843755266284,0.0882910409423985,0.245868366553209,0.198333192269725,0.44256798513615,0.922462917287829,53.7063604801977,0.176982682642781,0.460110415131898,0.741986452296138,0.55577919991175,0.0960238351196424,0.102309357150082,0.110635801741437,0.119600066398082,0.128862954454607,0.138526255912011,0.148120313754885,0.155921415469254,43.5,68.5,18.5,0.522714719400485,0.753599579186126,0.152078973468514,0.587859819949505,0.573588088992972,0.57518547035595
49,-0.548869412188607,0.0881495816201565,0.245525651561911,0.198121805647144,0.442854275428731,0.923937977944935,53.7220390474645,0.176718107879446,0.459170613474432,0.741854899238542,0.555572538600246,0.095904153391696,0.102217652255448,0.110575577271639,0.119574767990419,0.128873573662066,0.138574735266726,0.148213958139464,0.156065582022541,44.5,69.5,19.5,0.526015445756038,0.750272383272223,0.192630606890815,0.591500787215631,0.577602471679823,0.579666987455033
50,-0.541645656328363,0.0880027084286358,0.245171184209268,0.197902208888097,0.443153860925065,0.92520848389822,53.7383603564722,0.176440622562555,0.458197367674617,0.741718810262723,0.555360495435823,0.0957802425224933,0.102121966365603,0.110510783902163,0.119546804833524,0.128886341451152,0.138629208376162,0.148311888551015,0.156212763997888,45.5,70.5,20.5,0.536971306361613,0.74694510067196,0.233972319047009,0.59499401862278,0.581790037686911,0.584326974036663
51,-0.534201997057366,0.0878500461679882,0.24480646161204,0.197673917239239,0.443470987231421,0.92635084311492,53.7554733370624,0.176152290048792,0.457194835453691,0.741578905706595,0.555144307985326,0.0956512561255553,0.102022661113684,0.110442667761287,0.119514990015477,0.128897437752575,0.138687311681491,0.148417671243719,0.15636600430621,46.5,71.5,21.5,0.555509335280538,0.743618600484832,0.275801062300806,0.598318665879905,0.586136842491002,0.589151719694321
52,-0.526557547048507,0.0876923963090996,0.244432465432873,0.197436343179168,0.443804454544644,0.927272451298822,53.7734178042986,0.175852754596624,0.456165835560149,0.741435317634173,0.554923629243863,0.095517134331266,0.101919208847902,0.110372026973733,0.119481113040334,0.128906062262122,0.138745456259561,0.148529339828383,0.156529658456699,47.5,72.5,22.5,0.574001602945251,0.740293645496769,0.317819449043544,0.601782113705238,0.590634706225325,0.59413323807151
53,-0.518743721350379,0.087531203479367,0.244050773222224,0.197191015508909,0.44414917643687,0.927944800348141,53.7920128345428,0.175542442477088,0.45511459563665,0.741288395718041,0.554698946130261,0.0953790961546572,0.101811919354252,0.110298698834889,0.119446482175303,0.128914627044029,0.138803303167118,0.148643616995626,0.156702256274126,48.5,73.5,23.5,0.592484009452347,0.736971024358424,0.359745673259079,0.605367779237575,0.595267900784771,0.599255926790858
54,-0.510795244438263,0.0873671938302466,0.243663115045801,0.196940151458752,0.444502527242026,0.928461125394423,53.8110720084352,0.175223599788467,0.45404570581596,0.741138903322833,0.554471566649559,0.0952383958020114,0.101701755656741,0.110222657406199,0.11941053435724,0.128924129535783,0.138863006210148,0.148759669114353,0.156879851917525,49.5,74.5,24.5,0.61099020565316,0.733651477665599,0.401320269281488,0.609056785802378,0.60001822787351,0.604501691865439
55,-0.502733974650662,0.0872004226338074,0.243270584738565,0.196684871941657,0.444864792899577,0.928894099836629,53.8305406971194,0.174898397309614,0.452962099964949,0.740987414102784,0.554242385295211,0.0950953358551428,0.101589536086514,0.110144384594481,0.119372637079638,0.128933313484647,0.13892494461525,0.148879061807575,0.157060786476752,50.5,75.5,25.5,0.62955067072577,0.722917397641994,0.424442401118251,0.61283763869979,0.604874684992065,0.610332998993867
56,-0.494571933373352,0.0870311315381367,0.24287379177989,0.196425192121633,0.445235890779355,0.929247843090194,53.8504310952631,0.174567616464054,0.451865508478115,0.740834106682387,0.554011494902915,0.0949497979044002,0.101475394217233,0.110064562775321,0.119333092753021,0.12894126157067,0.138987516021831,0.149001938195127,0.157246436562396,51.5,76.5,26.5,0.648193318101144,0.704752455507284,0.42950523007167,0.616704522063589,0.609831900115471,0.616752069872669
57,-0.486320467143127,0.08685992951306,0.242473309349291,0.196161475816576,0.445613820003983,0.929515738797323,53.8706859475986,0.174231554171944,0.450757534273631,0.740679082212223,0.553778819422781,0.0948021540760594,0.101359321740516,0.10998346635915,0.119292782557906,0.128948455262385,0.139049901326623,0.149126765796846,0.157437152880514,52.5,77.5,27.5,0.666944262199393,0.686571908658812,0.434547107452674,0.620651859080466,0.614884725384778,0.623283216129792
58,-0.477991591429654,0.0866873078379907,0.242069739559392,0.195894709926715,0.445996474011532,0.929745733610887,53.8912042679217,0.173891061051197,0.449639768331053,0.740522527484389,0.553544623725597,0.0946530315078982,0.101241678418817,0.109901047496445,0.119251963732596,0.128955804832713,0.13911257635824,0.149252622512412,0.15763127514088,53.5,78.5,28.5,0.685827952942794,0.668378738294413,0.439573225214557,0.624673519193419,0.620027410504172,0.62992101904625
59,-0.469590972777214,0.0865133193685877,0.241663373913399,0.195625632503384,0.446383340690915,0.929962536346128,53.9119313640929,0.173547237351051,0.448512956277989,0.740364611838493,0.553309130433443,0.0945027394518849,0.101122893051499,0.109817435965251,0.119210303843715,0.128963286996736,0.139176199579443,0.149379673768312,0.15782746734316,54.5,79.5,29.5,0.704866975898151,0.650175788322906,0.444587708341641,0.628767184573689,0.625257963514322,0.636663870050266
60,-0.46112102740319,0.0863379446451322,0.241254345340988,0.195354333257756,0.446774621878357,0.930163114029482,53.9328656150444,0.173200627206578,0.44737746616063,0.740205414016017,0.553072418384578,0.0943511910208183,0.101003142236938,0.109732930618916,0.1191677642706,0.12897034997437,0.13924054026315,0.149508407301811,0.158025674313396,55.5,80.5,30.5,0.716768291110643,0.631965776188431,0.449594101221474,0.633373617592738,0.630576355760792,0.643512134509674
61,-0.452584525722006,0.0861613512049883,0.240842803129113,0.195080685972991,0.447169985064091,0.930336080563059,53.9540086661522,0.17285126401372,0.446233740147021,0.740044938238009,0.552834454234755,0.0941983586940011,0.10088232727899,0.109647717576072,0.119124664033446,0.1289769473534,0.139304999491634,0.149638573795216,0.158226411777241,56.5,81.5,31.5,0.721443101206621,0.613751299967812,0.454595883575498,0.63850188868092,0.635982313035065,0.650465895100013
62,-0.443985636359894,0.0859837555984503,0.240428962964137,0.194804909093179,0.447568644665086,0.930482966676321,53.9753330288362,0.17249929585012,0.445082357101092,0.739883226725513,0.552595284399327,0.0940444563084697,0.100760452784709,0.109561727734822,0.119081247467574,0.128983471039339,0.139369578741931,0.149769587102548,0.158429478820607,57.5,82.5,32.5,0.72617296194881,0.595534834181087,0.459596605373159,0.643712774618904,0.641474634671937,0.657524286196035
