t,price,births,fertility_rate,young_share,old_share,theta,average_age,n_home,young_homeownership_proxy,old_homeownership_proxy,aggregate_homeownership_proxy,age_share_15,age_share_25,age_share_35,age_share_45,age_share_55,age_share_65,age_share_75,age_share_85,boom_generation_age,parent_generation_age,child_generation_age,boom_generation_homeownership_proxy_level,parent_generation_homeownership_proxy_level,child_generation_homeownership_proxy_level,boom_generation_housing_burden_proxy_level,parent_generation_housing_burden_proxy_level,child_generation_housing_burden_proxy_level,birthrate_index,average_age_dev,house_price_index,house_price_dev,fertility_rate_dev,n_home_dev,young_homeownership_proxy_dev,old_homeownership_proxy_dev,aggregate_homeownership_proxy_dev,boom_generation_homeownership_proxy_index,boom_generation_housing_burden_proxy_index,parent_generation_homeownership_proxy_index,parent_generation_housing_burden_proxy_index,child_generation_homeownership_proxy_index,child_generation_housing_burden_proxy_index
0,0.0,0.09922,0.242,0.27,0.32,0.4475,47.4,0.0,0.386296296296296,0.7288,0.4863,0.14,0.13,0.14,0.14,0.13,0.12,0.11,0.09,-4.5,20.5,-29.5,,0.2015,,,1.0,,1.1,0.0,1.0,0.0,0.021999999999999992,0.0,0.0,0.0,0.0,,,1.0,1.0,,
1,-0.02165485,0.0992935856146112,0.24305036765356,0.237000651596411,0.354468447696857,0.48347150518771,49.7743972733196,0.09922,0.386774694498125,0.729307431098021,0.51359634587719,0.0994636860307754,0.137536965565636,0.129667685830284,0.139642123201845,0.139221091674603,0.129016089419077,0.118490301238033,0.106962057039747,-3.5,21.5,-28.5,,0.236087766729637,,,0.981415205909661,,1.0900020131294084,-0.31730454655439644,0.9785779329431993,0.00023167536152346457,0.022085024402428988,0.00902,-3.071941452498228e-05,-4.904049602960647e-06,-0.00451636416670298,,,0.9999262968632057,1.000499522166496,,
2,-0.0429506454237286,0.100618589281381,0.244087765487971,0.200577581301652,0.38719942554575,0.518392845795927,51.3759875422321,0.198513585614611,0.396389764862034,0.730796987327079,0.525226435511808,0.101215987616856,0.099361593684796,0.139498790569362,0.131517263557922,0.141206939025313,0.140497356417146,0.129541233361287,0.117160835767318,-2.5,22.5,-27.5,,0.271410289852308,,,0.96436257279016,,1.0797589172342072,-0.5834404729721996,0.957958668544488,0.000834051723340612,0.02215113733941701,0.017218721184463992,-0.00170364461049205,-1.767491366699847e-05,-0.006332494799596966,,,0.9997065442413944,1.0014470702448206,,
3,-0.0641194009816387,0.0928578955610507,0.245123363020639,0.205612386404951,0.415566539925167,0.543168027971908,52.4990196233591,0.199912174895992,0.393258616729484,0.732311005472857,0.53035882645873,0.103540371522258,0.102072014882693,0.101735640666906,0.14283183576799,0.134253597234986,0.143854260353839,0.142408488892996,0.129303790678332,-1.5,23.5,-26.5,,0.307520634781762,,,0.94504656634333,,1.0956288400280685,-0.7913417617568967,0.9378930074991159,0.0017895622270576172,0.022198806114164,0.015631148559338004,-0.0002479368203620047,-3.7923070292045225e-05,-0.007629098332797013,,,0.9993159139178714,1.0025036763396595,,
4,-0.0837997558685806,0.0890890237562574,0.246090087275252,0.204222230977399,0.433759839967981,0.559750521324573,53.4291099063709,0.193476484842431,0.395896975131444,0.730769105387358,0.537759088809237,0.0975860366271437,0.106636194350255,0.106732974144541,0.106381239925149,0.14890371498493,0.139678630601753,0.148911350289769,0.145169859076459,-0.5,24.5,-25.5,,0.344247644863001,,,0.9272007972666,,1.1150786060280207,-0.9982343700295004,0.9196153852431767,0.0022902037575692757,0.02226023002939001,0.015537264081913998,-0.00032334006274098437,-5.1302915278994554e-05,-0.009410292497026074,,,0.9990645627897033,1.0031540068277764,,
5,-0.103127504141835,0.0842473506194277,0.247043201695868,0.198201435433585,0.460775820199849,0.584968022864827,53.8653326478232,0.181946919317308,0.400182066533322,0.736866112758486,0.537316638475088,0.0955892873268815,0.102612148106704,0.113844680348441,0.113948002347241,0.113230061670884,0.158170596125625,0.147622046894214,0.15498317718001,0.5,25.5,-24.5,,0.367645999380625,,,0.910478614752026,,1.1417433482310613,-1.192464917075398,0.9020119558887021,0.0023480588031044025,0.02234136504022799,0.01729902320729601,-0.0007574511917760041,-0.001372232313581967,-0.00938276988984299,,,0.9990200519300512,1.0034946619242002,,
6,-0.12179462826515,0.0887649246823654,0.247967242763465,0.193939398291742,0.448090235569864,0.574190302269116,54.1037790866562,0.173336374375685,0.402316847427062,0.732346309657911,0.537894040333366,0.0918302321727388,0.102109166119004,0.111288756602135,0.123471081694641,0.123210527841618,0.122187384504828,0.16982100708744,0.156081843977596,1.5,26.5,-23.5,,0.37708374095615,,,0.895306009267122,,1.1257002766691566,-1.3482392627151967,0.8853301716266386,0.0018948107061530495,0.022445860315151,0.01965319339957,-0.0007919987994260413,-4.265462366692674e-05,-0.008906655460447999,,,0.9992197404030706,1.0034082861896683,,
7,-0.142470527219231,0.0905540711434344,0.248994754904064,0.194169352037193,0.442152018755039,0.568811414073956,54.1081841739883,0.173012275301793,0.405618388953699,0.732824053808342,0.534095182663974,0.0964173612728661,0.0977519907643266,0.11035745157477,0.120278561017948,0.13304261661505,0.132494199458348,0.130730358397658,0.178927460899032,2.5,27.5,-22.5,,0.386740001932685,,,0.878975545985117,,1.116406118801467,-1.3268037340479992,0.8672131130975709,0.001709358833139607,0.02254654618698601,0.02037085983418599,-0.0009359728415559987,-3.801384254198403e-05,-0.007396076592442902,,,0.9993046524541207,1.0035499656734037,,
8,-0.164363307047579,0.0906483505448032,0.250087382693902,0.205499368267963,0.432033922822721,0.558005625300254,53.0358352000319,0.1793189958258,0.406934603334786,0.734714925947535,0.537144248572376,0.100564711158355,0.104934657109608,0.108015560087781,0.121944544029267,0.132506604792268,0.146272809397462,0.144934149502979,0.14082696392228,3.5,28.5,-21.5,,0.396494195131821,,,0.862392255112761,,1.1142892028829672,-0.9780805747477999,0.8484337239288815,0.0016806942165307204,0.022645035305822014,0.019353800435836982,-0.0003888282552210187,-0.0003827467850809896,-0.00865041554273005,,,0.9993242470705472,1.0037298465157531,,
9,-0.187049106126374,0.0891577041139738,0.251224647141405,0.201728587828422,0.443379067298306,0.568781872394212,53.5771256601294,0.181202421688238,0.410406178741903,0.73491113187893,0.539914717124372,0.0966500682733462,0.105078519555075,0.111322842659192,0.11459130407065,0.128978198143431,0.139866909873635,0.15361799498706,0.149894162437611,4.5,29.5,-20.5,,0.40627786848616,,,0.845196125423459,,1.126226181977563,-1.1651732184388024,0.8294030066165137,0.0016760111846048087,0.02274619026120203,0.01873946891606701,-0.0005489414929329972,-0.00045943524040203965,-0.009156550006385045,,,0.999333833268612,1.0039540330753043,,
10,-0.209997400497589,0.0813980183560455,0.229436666040904,0.198282903507682,0.446943730226902,0.572506921678059,53.8094933475234,0.179806054658777,0.41411752038464,0.735847922800901,0.538932986621795,0.0961439589757339,0.102138944531948,0.112745742489256,0.119445692656973,0.122581931119188,0.137693875892788,0.148564257008533,0.160685597325581,5.5,30.5,-19.5,,0.416010330141772,,,0.827844646831855,,1.0258979124559842,-1.2840855940229972,0.8105863530886276,0.0013868403317405242,-7.858979366498486e-05,0.019290218054804992,-0.0007363836891399744,-0.0005868034572849012,-0.008569453943357952,,,0.999455249055989,1.0039452464860514,,
11,-0.234057756510713,0.0842779964345054,0.230543392301555,0.193197905541966,0.441239691679348,0.568136036680118,53.9135582761131,0.170555722470019,0.416914286980296,0.735051839547349,0.543596063862012,0.0895456520794787,0.103652253462488,0.111800853173878,0.123411008991565,0.130350540613243,0.133503399531716,0.149204364318606,0.158531927829026,6.5,31.5,-18.5,,0.425794628984448,,,0.809099626210409,,1.0264227320171553,-0.9005178246134022,0.7913161109182789,0.0008394437501565433,-4.8944153206997854e-05,0.012047519763796977,-0.0005892526128820075,-0.00012511226786604546,-0.0035933415159540294,,,0.9996740358926064,1.0026079123689735,,
12,-0.260055229049425,0.0853855936663904,0.231745223152479,0.188197299925313,0.443356729517573,0.570791461577019,53.9973552126702,0.165676014790551,0.421763742601971,0.735959738300446,0.545828527492551,0.0921969375685139,0.0960003623567986,0.112824683095066,0.121694371397973,0.133926916064076,0.141172571154297,0.143856950044544,0.158327208318732,7.5,32.5,-17.5,,0.435725053897861,,,0.789542531386582,,1.0358037802794096,-0.5490526790554,0.7710090025333523,0.00024705259398483115,-1.4854370892991575e-05,0.0042243531289069824,0.0011433188413310091,-0.00023496813091494761,-0.0018998112820221014,,,0.9999050678984817,1.0009150220877534,,
13,-0.287385977412094,0.0836180412948799,0.233015445678624,0.191975034580882,0.449173040168607,0.575459480964614,54.0541946000155,0.169663590100896,0.423664437847362,0.737048911437706,0.548710110416608,0.0932743460907727,0.0987006884901091,0.104345461401858,0.122632283108662,0.131874180739991,0.144837384546992,0.151902235664491,0.152433419957124,8.5,33.5,-16.5,,0.445707664167436,,,0.770376005934415,,1.0209713758342356,-0.31011115190489846,0.7502221041601126,-0.0005341895386488105,3.3169180672004694e-05,0.005120983835027987,-0.0001905689729379545,-0.00039766806455698855,-0.0013586240430669694,,,1.0002032247770851,1.0000714445011714,,
14,-0.315104911178905,0.0825022676932603,0.2343108209442,0.190396780373874,0.457497126698785,0.583187896972825,54.4450378429058,0.16900363496127,0.427619304220224,0.737282641709417,0.551291702406259,0.0909609083033736,0.0994358720705006,0.106831188766431,0.112940951623243,0.132333952537667,0.142020084725199,0.155192847774273,0.160284194199312,9.5,34.5,-15.5,,0.455609680383591,,,0.750874288219777,,1.0049448259679232,-0.20081962336430337,0.7297123152739229,-0.0009940032228344942,6.378281956501142e-05,0.004669019485848996,-0.0002152044767410044,-0.00033340999172093433,0.0005099046414530628,,,1.000374361815691,0.9994106815297167,,
15,-0.343418381908381,0.0821248080309448,0.235641415277071,0.188546269999591,0.462937710715849,0.588361999144325,54.5693195383393,0.16612030898814,0.431920438599752,0.738957271267641,0.551252630265439,0.0906265215314318,0.0979197484681594,0.108681492229097,0.116764430883777,0.123070096171686,0.14391163386136,0.153665163718719,0.16536091313577,10.5,35.5,-14.5,,0.464724568747261,,,0.730085166378244,,0.9861259812870561,-0.021991101676498204,0.7093413738710854,-0.0011205138591893204,7.437589749501039e-05,0.0021235176493750174,0.00022599941453799177,0.000977205857330965,0.0008315815536400484,,,1.0004162665441132,0.9987821932710155,,
16,-0.372658902527619,0.0841771070242263,0.237023508182111,0.18888579995464,0.45597176008303,0.582041714081531,54.4980176057816,0.164627075724205,0.435644298994163,0.738148610746118,0.551769857856979,0.0907471571102505,0.0981386428443899,0.107659418833741,0.11949158851417,0.127991432614418,0.134631410464556,0.156635715585996,0.164704634032478,11.5,36.5,-13.5,,0.473029288258415,,,0.708365964620151,,0.9979272856470933,0.16226503294019778,0.6889001748809851,-0.000808630051906789,5.560441689397844e-05,-0.0007494796093589773,0.0002968390913309915,-0.00020370983003292764,0.0004278593210709225,,,1.0002952706751669,0.9987037883785038,,
17,-0.403913932079777,0.0849548713840537,0.238509784052603,0.190717473902623,0.453092226728706,0.579175382970442,54.3590567523621,0.166301915055171,0.439848222816706,0.738967465496503,0.551738588574265,0.0927393459813055,0.0979781279213173,0.107580401670385,0.118017155995307,0.13059274170298,0.139600228016517,0.146100821891619,0.16739117682057,12.5,37.5,-12.5,,0.481341291933749,,,0.686268032851691,,1.0059449534592004,0.10710666154299986,0.6677015864828159,-0.0007365939428716217,5.2588962720007126e-05,-0.0013302690891829894,0.0003547010716030141,-0.0002921139941119977,-0.0009530569743539941,,,1.0002645516292679,0.9986838824005845,,
18,-0.436821233947261,0.0852274403511621,0.240084703695767,0.194093106412028,0.450917845809394,0.576712095266651,54.0613267376192,0.16913197840828,0.443906802149006,0.740018070401175,0.553777481211812,0.0937739325586255,0.100319173853402,0.107608371823518,0.118154450482733,0.129226225472326,0.142707920170495,0.151780577400793,0.156429348238107,13.5,38.5,-11.5,,0.48959472861166,,,0.663872461213451,,1.005043918109559,-0.18879264108810645,0.646086919495967,-0.0008576911055290237,6.369256274402213e-05,0.00032723049961999595,-3.827623595098473e-05,3.759597619690247e-05,-8.342779955494706e-05,,,1.0003031021112399,0.9987255480036407,,
