year,scenario,share_25_39,share_40_59,share_60_79,share_80,average_age,price,price_index,births,fertility_rate,theta,average_age_bridge,young_homeownership_proxy,old_homeownership_proxy,young_housing_burden_proxy
2042,low_immigration,0.298670773564314,0.398079075342869,0.292564498923649,0.0106856521691665,50.2543790922149,0.7274309350177646,1.0655323010760378,0.08760191932800689,0.22,0.4281245199488869,50.450463832256986,0.39096088053422723,0.7594206350866017,1.091429002873444
2043,low_immigration,0.297729370607867,0.399273163567456,0.292290338152342,0.0107071276723364,50.2684915994994,0.7313745869323611,1.0697426862652524,0.08746048552994083,0.22,0.42803831365103057,50.462110171415496,0.3904633109640592,0.7593846077993799,1.095699980292065
2044,low_immigration,0.296790899094337,0.400463545197137,0.292017019244716,0.0107285364638097,50.2825598678651,0.7353203343227506,1.0739719590118229,0.08731949278659668,0.22,0.42795236527352265,50.4737200128896,0.3899657049713976,0.7593485576804704,1.0999901039422135
2045,low_immigration,0.295855331452418,0.401650226820198,0.291744562805735,0.0107498789216485,50.2965850026759,0.739268216304481,1.0782202539234118,0.08717893539464285,0.22,0.42786669783678255,50.485294262807635,0.38946805892146075,0.7593124843666988,1.1042995101799005
2046,low_immigration,0.293968271416313,0.40174528573375,0.293659021545883,0.0106274213040537,50.3526962269062,0.7436541421338916,1.0829596336715548,0.08676901042694511,0.22,0.4297625578524961,50.55287203090581,0.38891546561321166,0.7592724041475323,1.1091116600316875
2047,low_immigration,0.292088132009952,0.401839989512885,0.295566465442634,0.0105054130345291,50.4086018520233,0.7480724807828665,1.087755102277113,0.08636058846539811,0.22,0.431651470827954,50.620202096231665,0.3883590770178719,0.7592320231193527,1.1139407178458438
2048,low_immigration,0.290214870551677,0.401934347753327,0.297466930532547,0.0103838511624479,50.4643028828217,0.7525236597284675,1.0926076867352086,0.08595366064780192,0.22,0.4335334729427439,50.6872858364512,0.3877988470320123,0.7591913372729882,1.118787345495987
2049,low_immigration,0.288348446457025,0.40202836463203,0.299360455093752,0.0102627338171916,50.5198007205246,0.7570081008598208,1.0975184243131648,0.08554821827530715,0.22,0.4354086030512955,50.75412467030137,0.387234730471409,0.7591503426477978,1.1236928652757532
2050,low_immigration,0.286488839639993,0.402122035007058,0.301247067381081,0.0101420579718679,50.5750958013822,0.7615261701866984,1.1024883073255738,0.08514425664618665,0.22,0.43727688687165506,50.82071942206371,0.38666668939463344,0.7591090357914889,1.1286582769017661
2051,low_immigration,0.285268421217712,0.400337712331049,0.304304388600118,0.01008947785112,50.6489084906279,0.7615559007972479,1.1025210854633287,0.08477762684610433,0.22,0.4401642166234574,50.901619475151506,0.386662952488111,0.7591087639606844,1.1285692727877623
