model,delta_fertility_pre,delta_fertility_boom,delta_fertility_post,delta_price_pre,delta_price_boom,delta_price_post
reduced_form,NaN,0.0223420194994789,-0.00366160766224891,NaN,0.00162389811374471,0.0765656266042531
old_proxy,NaN,0.0216516371708872,-8.77532966024608e-07,NaN,-0.000424268609619281,0.0726890624351139
structural_foc,NaN,0.0850000000000001,-5.55111512312578e-18,NaN,0.00815441741768559,0.0617971750817416
