state_fips,year,first_births_total,n_counties_with_fertility,mean_age_first_birth,share_first_birth_30_plus,female_pop_15_44,native_female_pop_15_44,foreign_born_female_pop_15_44,net_migration_rate,international_migration_rate,n_counties_with_population,foreign_born_share_15_44,first_birth_rate_15_44,permits_total_pc,real_rent_index,housing_stock_growth,housing_demand_shifter,n_metros_housing,unemployment_rate,n_metros_controls
47,2012,32513,12,24.65716805397841,0.19426058244394548,1166837.0,1086450.2338235397,80386.76617646034,0.0021858261904761905,0.0005656007936507936,63.0,0.06889288407589092,27.86421753852509,,,,,,,
47,2013,31782,12,24.862264725001573,0.20272480813038826,1170928.0,1089330.1309767459,81597.86902325411,0.0027377374603174604,0.0007858666666666667,63.0,0.06968649568825248,27.142574095076725,,,,,,,
47,2014,32137,13,25.040529607772974,0.21262091187727544,1177044.0,1094454.0,82590.0,0.004615243492063492,0.0005512738095238094,63.0,0.07016730045775689,27.303142448370664,,,,,,,
47,2015,31173,13,25.194430871106405,0.21929236791454143,1183048.0,1097510.0,85538.0,0.004597429206349206,0.0007422531746031747,63.0,0.07230306800738431,26.349733907669005,,,,,,,
47,2016,28985,13,25.44521296908746,0.23567350312230465,1187170.0,1103641.0,83529.0,0.009389037936507937,0.0005449571428571429,63.0,0.07035976313417623,24.415205909852844,,,,,,,
47,2017,30382,13,25.550177552201962,0.23632415890988084,1193077.0,1106551.0,86526.0,0.010014374285714285,0.0006812030158730159,63.0,0.07252339957940686,25.465246585090483,,,,,,,
47,2018,30258,13,25.64926645435918,0.24248137186859675,1200079.0,1112103.0,87976.0,0.008816664603174604,0.0006889268253968254,63.0,0.07330850718994333,25.213340121775317,,,,,,,
47,2019,30177,13,25.790038680650827,0.2509859680220035,,,,,,,,,,,,,,,
47,2020,29733,13,25.82512691541385,0.2549356206908149,,,,,,,,,,,,,,,
47,2021,31424,13,26.12377502004837,0.273803466395112,,,,,,,,,,,,,,,
47,2022,32200,13,26.261847690403727,0.2822670957763975,,,,,,,,,,,,,,,
47,2023,32760,13,26.29039982185592,0.28058611245421244,,,,,,,,,,,,,,,
47,2024,33284,13,26.349432015322677,0.28524232622280976,,,,,,,,,,,,,,,
48,2007,155658,35,24.077182105095787,0.18473183745775998,,,,,,,,,0.040230016,0.2594658914285714,-0.0076150555555555555,-0.0076150555555555555,21.0,0.024054438095238096,21.0
48,2008,157563,35,24.123668140984876,0.18663021181368725,,,,,,,,,0.027485371999999997,0.2653701219047619,-0.0021722188888888888,-0.0021722188888888888,21.0,0.02218525761904762,21.0
48,2009,156441,35,24.23301755547459,0.19147800956271055,,,,,,,,,0.023397514,0.27645045095238097,0.021946464444444442,0.021946464444444442,21.0,0.034401826190476194,21.0
48,2010,149612,35,24.45627692747908,0.2029383124682512,4989537.0,3940615.748082637,1048921.2519173631,0.0011104389147286822,0.00030370782945736435,129.0,0.21022416547213962,29.98514691844153,0.023314754,0.29008197761904764,-0.0010686111111111128,-0.0010686111111111128,21.0,0.037499375714285715,21.0
48,2011,145239,35,24.703299358071867,0.21355146015877277,5055345.0,3992904.8020495255,1062440.1979504745,0.0032332796899224806,0.0013476631007751938,129.0,0.2101617590788511,28.729789954988235,0.023484672,0.30638215238095234,0.09665461555555556,0.09665461555555556,21.0,0.036063579047619046,21.0
48,2012,146921,35,24.90276407785817,0.2246445902559879,5120748.0,4045121.2202330222,1075626.7797669778,0.00303464519379845,0.00178647496124031,129.0,0.21005266804126618,28.691316190525292,,0.30356318,-1.0,-1.0,1.0,0.02766884,1.0
48,2013,145926,35,25.063436160177073,0.23106923660622508,5188824.0,4107132.0258277827,1081691.974172217,0.00262508480620155,0.0014808887596899224,129.0,0.2084657282984,28.123135415654875,,0.3023093,,,1.0,0.02270223,1.0
48,2014,150759,40,25.374040765990753,0.247805855849402,5274322.0,4158710.0,1115612.0,0.005009560465116279,0.002087288914728682,129.0,0.21151761306950922,28.583579083719197,,0.30810937,,,1.0,0.02679768,1.0
48,2015,152019,40,25.597573192844315,0.2585074052190845,5357167.0,4230530.0,1126637.0,0.00684176480620155,0.0022239751937984495,129.0,0.21030462556048748,28.37675211543713,,0.3076001,,,1.0,0.02678974,1.0
48,2016,148588,40,25.82161095313888,0.27251188536086357,5429029.0,4296588.0,1132441.0,0.0058133621705426354,0.002162624418604651,129.0,0.20858997069273344,27.369166751549862,,0.30649588,,,1.0,0.02857757,1.0
48,2017,138799,40,25.87345374352841,0.27285500884732594,5514435.0,4372127.0,1142308.0,0.0048590448837209305,0.0016741253488372094,129.0,0.20714869247710782,25.170121689710733,,0.29341176,,,1.0,0.02884616,1.0
48,2018,137581,40,26.03616056698236,0.2806783407083827,5608136.0,4450375.0,1157761.0,0.0062812265891472865,0.0016832641085271318,129.0,0.2064431033769509,24.532393650938566,,,,,,,
48,2019,137754,40,26.094124356316332,0.2846523209852345,,,,,,,,,,,,,,,
48,2020,137898,40,26.232708209988544,0.292215997382123,,,,,,,,,,,,,,,
48,2021,140147,40,26.455689363168673,0.30460872005822454,,,,,,,,,,,,,,,
48,2022,147336,40,26.48895038326682,0.30471172477873704,,,,,,,,,,,,,,,
48,2023,149638,40,26.58754797445836,0.30851115595637474,,,,,,,,,,,,,,,
48,2024,152597,40,26.711124823600727,0.31686055161634896,,,,,,,,,,,,,,,
49,2007,18458,5,24.030610022158417,0.11832259643515007,,,,,,,,,,0.1895267,0.014522299999999998,0.014522299999999998,2.0,0.01462009,2.0
49,2008,18452,5,24.095545017992627,0.11819841242141775,,,,,,,,,,0.19232855,0.031163629999999998,0.031163629999999998,2.0,0.016011445,2.0
49,2009,17508,5,24.33944480403244,0.13696599417409183,,,,,,,,,,0.19657027500000002,-0.029085750000000004,-0.029085750000000004,2.0,0.031396345,2.0
49,2010,16852,5,24.5839368282103,0.15018968169950156,560718.0,497760.64499584335,62957.35500415663,0.0002963706666666667,0.000250314,15.0,0.11227988936355998,30.054323207030986,,0.20694495000000002,-0.06282614,-0.06282614,2.0,0.03908674,2.0
49,2011,16483,5,24.86925928435358,0.1612570675847843,570005.0,505229.54514230054,64775.45485769939,0.001455833333333333,0.0005152953333333333,15.0,0.11364015202971797,28.91729019920878,,0.222105385,0.222286395,0.222286395,2.0,0.032296385,2.0
49,2012,16550,5,24.923323553957704,0.16586107238670694,577588.0,511801.3906741283,65786.60932587167,0.001740758,0.0010385313333333332,15.0,0.11389885060955503,28.653642388692287,,,,,,,
