k,max_stable_alpha,first_unstable_alpha,frontier_status,last_stable_max_abs_gap,last_stable_price_min,last_stable_price_max
1,0.15,NaN,found_stable_alpha,0,2.00033601210982,2.00033601210982
2,0.15,NaN,found_stable_alpha,6.42867981071049e-11,2.00033601210982,2.08956545461135
3,0.15,NaN,found_stable_alpha,0.030690258814746,1.71722039436911,2.08956545466505
4,0.15,NaN,found_stable_alpha,0.0151049739766784,1.68668689161978,2.7576671704338
