case_id,case_name,base_profile,status,max_iter,iterations_completed,converged,residual_norm,max_abs_gap,max_abs_update,accepted_update,worst_gap_period,worst_excess_demand_period,worst_excess_demand,price_min,price_max,nontrivial_update_count,last_nontrivial_iter,damping,smoothing_weight,targeted_correction_weight,line_search_scales,block_sweep_passes,max_blocks_per_pass,candidate_selection_mode,greedy_block_accept,candidate_residual_slack,focus_residual_slack,elapsed_seconds
8,aggressive_p2_b8_hybrid_relaxed,aggressive_p2_b8,ok,6,6,0,0.128074177550138,0.166384245138625,0,current_path,3,3,0.00319591020266101,1.99878274279765,2.00164827218926,4,4,0.15,8,0.2,[0.2 0.1 0.05 0.02],2,8,hybrid_focus,0,0.0002,0.0005,8613.901049
1,config11_global_control,config11_p2_b4,ok,6,6,0,0.128123139189984,0.165893855900913,0,current_path,3,3,0.00318649080140236,2,2.00178243851863,3,3,0.15,8,0.2,[0.1 0.05 0.02 0.01],2,4,global,1,5e-05,0.0002,3347.0938853
2,config11_hybrid_focus,config11_p2_b4,ok,6,6,0,0.128123139189984,0.165893855900913,0,current_path,3,3,0.00318649080140236,2,2.00178243851863,3,3,0.15,8,0.2,[0.1 0.05 0.02 0.01],2,4,hybrid_focus,1,5e-05,0.0002,3053.3631361
5,aggressive_p2_b8_global_control,aggressive_p2_b8,ok,6,6,0,0.128128037645869,0.165893855900913,0,current_path,3,3,0.00318649080140236,1.99999205921308,2.00178243851863,4,4,0.15,8,0.2,[0.2 0.1 0.05 0.02],2,8,global,1,5e-05,0.0002,4437.7328831
6,aggressive_p2_b8_hybrid_focus,aggressive_p2_b8,ok,6,6,0,0.128128037645869,0.165893855900913,0,current_path,3,3,0.00318649080140236,1.99999205921308,2.00178243851863,4,4,0.15,8,0.2,[0.2 0.1 0.05 0.02],2,8,hybrid_focus,1,5e-05,0.0002,3775.8998972
4,config11_hybrid_relaxed,config11_p2_b4,ok,6,6,0,0.128184841404742,0.165894074850798,0,current_path,3,3,0.0031864950069939,2,2.00178221956874,2,2,0.15,8,0.2,[0.1 0.05 0.02 0.01],2,4,hybrid_focus,0,0.0002,0.0005,3275.9926768
3,config11_focus_nongreedy,config11_p2_b4,ok,6,6,0,0.128660740437722,0.165893855900913,0,current_path,3,3,0.00318649080140236,2,2.00178243851863,2,2,0.15,8,0.2,[0.1 0.05 0.02 0.01],2,4,focus,0,5e-05,0.0002,2000.1173123
7,aggressive_p2_b8_focus_nongreedy,aggressive_p2_b8,ok,6,6,0,0.128660740437722,0.165893855900913,0,current_path,3,3,0.00318649080140236,2,2.00178243851863,2,2,0.15,8,0.2,[0.2 0.1 0.05 0.02],2,8,focus,0,5e-05,0.0002,3453.2550451
