k,policy_reference_blend_weight,status,iterations_completed,converged,looks_stable,residual_norm,max_abs_gap,max_abs_update,price_min,price_max,path_span,policy_reference_price_first_used,policy_reference_price_last_used,warm_start_source,elapsed_seconds
1,1,ok,1,1,1,0,0,0,2.00033601210982,2.00033601210982,0,2.00033601210982,2.00033601210982,anchor_prefix_transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,20.1579474
2,1,ok,1,1,1,3.07657233022951e-11,6.42867981071049e-11,6.42863540178951e-12,2.00033601210982,2.08956545461135,0.0892294425015243,2.00033601210982,2.08956545460492,same_alpha_k_1,8.5280312
3,1,ok,25,0,1,0.0180339720827145,0.0306906229198562,0.00344435988715164,1.71721412617373,2.08956545466505,0.37235132849132,2.00033601210982,1.71721412617373,same_alpha_k_2,239.1397944
4,1,ok,25,0,0,2.70525158553066,69.7903740981877,0.000242939154784905,1.68870838375083,5,3.31129161624917,2.00033601210982,5,same_alpha_k_3,297.5197922
4,0.5,ok,25,0,0,1.52235889973665,17.9151166690988,1.74182780028342e-05,1.68668028051479,5,3.31331971948521,2.00016800605491,3.5,same_k_higher_alpha_idx_10,286.4576918
4,0.2,ok,25,0,0,0.186557848471505,0.0762669745224375,0.00938607157477761,0.44812988014513,2.0895654546692,1.64143557452407,2.00006720242197,1.68962597602903,same_k_higher_alpha_idx_9,462.7732455
4,0.1,ok,25,0,0,0.0989662965848486,0.167601415090768,0.0176190332539341,1.61110143412427,2.0895654546692,0.47846402054493,2.00003360121098,1.96111014341243,same_k_higher_alpha_idx_8,291.3485634
4,0.05,ok,25,0,1,0.0052293047340306,0.00903788128127703,0.00100129474088173,1.68653018900261,2.0895654546692,0.403035265666591,2.00001680060549,1.98618995657904,same_k_higher_alpha_idx_7,284.8346718
5,0.05,ok,25,0,1,0.0130557692611746,0.0219625177811678,0.00245801934925849,1.68653013939141,2.0895654546692,0.403035315277797,2.00001680060549,1.98469544406699,same_alpha_k_4,489.61883
