iteration,guess_source,political_target,price_update_mode,max_abs_vote,mean_vote,max_abs_gap,residual_norm,price_min,price_max,housing_anchor_min,housing_anchor_max,max_abs_political_step
1,transition_re_no_politics_results.final_price_path_prefix,equal_weight_vote,political_only,0.970803997816276,-0.970803997816276,0,0,1.99064986850783,1.99064986850783,2.00033601210982,2.00033601210982,0.00968614360198972
