joint_iter,guess_source,vote_weight,residual_norm,max_abs_gap,max_abs_update,accepted_update,max_abs_weighted_vote,worst_weighted_vote_period,price_min,price_max,elapsed_seconds
1,transition_re_no_politics_results.final_price_path_prefix,0.001,0.116671467857458,0.167263529978356,0.00184503046825557,sequential_block_p2_1_3_0.01,0.94871490033345,1,1.99815496953174,1.99904240446117,197.6868712
2,joint_iter_1_adjusted_path,0.001,0.116675979302749,0.166960439270937,0.00184332743566018,sequential_block_p2_1_3_0.01,0.948714407128334,1,1.99631164209608,1.99763202095072,175.6706974
