case_id,case_name,status,max_iter,iterations_completed,converged,residual_norm,max_abs_gap,max_abs_update,accepted_update,worst_gap_period,worst_excess_demand_period,worst_excess_demand,price_min,price_max,nontrivial_update_count,last_nontrivial_iter,damping,smoothing_weight,targeted_correction_weight,line_search_scales,block_sweep_passes,max_blocks_per_pass,elapsed_seconds
7,fine_p3_b6,ok,5,5,0,0.128095783321003,0.165900836585017,0,current_path,3,3,0.0031866248864507,1.9999824356926,2.00177545783452,3,3,0.15,8,0.2,[0.08 0.04 0.02 0.01 0.005],3,6,6105.6356074
2,baseline_p3_b6,ok,5,5,0,0.128096473723476,0.165893855900913,0,current_path,3,3,0.00318649080140236,1.9999938368051,2.00178243851863,3,3,0.15,8,0.2,[0.1 0.05 0.02 0.01],3,6,6474.2748283
3,baseline_p4_b8,ok,5,5,0,0.128096473723476,0.165893855900913,0,current_path,3,3,0.00318649080140236,1.9999938368051,2.00178243851863,3,3,0.15,8,0.2,[0.1 0.05 0.02 0.01],4,8,6273.7442656
4,aggressive_p3_b6,ok,5,5,0,0.128096473723476,0.165893855900913,0,current_path,3,3,0.00318649080140236,1.9999938368051,2.00178243851863,3,3,0.15,8,0.2,[0.2 0.1 0.05 0.02 0.01],3,6,7629.7530512
5,aggressive_p4_b8,ok,5,5,0,0.128096473723476,0.165893855900913,0,current_path,3,3,0.00318649080140236,1.9999938368051,2.00178243851863,3,3,0.15,8,0.2,[0.2 0.1 0.05 0.02 0.01],4,8,7357.4333335
6,medium_p3_b6,ok,5,5,0,0.128120566332611,0.165900836585017,0,current_path,3,3,0.0031866248864507,1.99999013770384,2.00177545783452,2,2,0.15,8,0.2,[0.15 0.08 0.04 0.02 0.01],3,6,4389.9599864
1,baseline_p2_b4,ok,5,5,0,0.128123139189984,0.165893855900913,0,current_path,3,3,0.00318649080140236,2,2.00178243851863,3,3,0.15,8,0.2,[0.1 0.05 0.02 0.01],2,4,3540.7086279
8,aggressive_p2_b8,ok,5,5,0,0.128128037645869,0.165893855900913,0,current_path,3,3,0.00318649080140236,1.99999205921308,2.00178243851863,4,4,0.15,8,0.2,[0.2 0.1 0.05 0.02],2,8,6015.5732165
