iteration,guess_source,political_target,price_update_mode,max_abs_vote,mean_vote,max_abs_gap,residual_norm,price_min,price_max,housing_anchor_min,housing_anchor_max,max_abs_political_step
1,transition_re_no_politics_results.final_price_path_prefix,equal_weight_vote,joint_housing_political,0.970803997816276,-0.970152806722906,0.0891627144802727,0.0436075975507099,1.99563494443002,1.99777205664557,2.00533228592552,2.00749285553182,0.00972079888625332
