case_name,horizon_k,guess_source,iterations_completed,converged,residual_norm,max_abs_gap,max_abs_update,accepted_update,worst_gap_period,worst_excess_demand_period,worst_excess_demand,max_abs_equal_weight_vote,max_abs_weighted_vote,worst_equal_weight_vote_period,worst_weighted_vote_period,price_min,price_max,elapsed_seconds
political_path_t4,4,transition_re_no_politics_results.final_price_path_prefix,1,0,0.116671467857458,0.167263529978356,0.000437111355566788,sequential_block_p2_1_3_0.01,3,3,0.00321225983533223,0.970803997816276,0.94871490033345,1,1,2,2.00088703678943,249.1390595
