iteration,guess_source,political_target,price_update_mode,max_abs_vote,mean_vote,max_abs_gap,residual_norm,price_min,price_max,housing_anchor_min,housing_anchor_max,max_abs_political_step
1,transition_re_no_politics_results.final_price_path_prefix,equal_weight_vote,joint_housing_political,0.970803997816276,-0.969553778483603,0.167700641333923,0.0915546887474706,1.99089163725126,1.99106318172497,2.00057895725639,2.00072684462901,0.0096873200051355
