k,policy_reference_blend_weight,status,iterations_completed,converged,looks_stable,residual_norm,max_abs_gap,max_abs_update,price_min,price_max,path_span,policy_reference_price_first_used,policy_reference_price_last_used,warm_start_source,elapsed_seconds
1,0.19140625,ok,1,1,1,0,0,0,2.00033601210982,2.00033601210982,0,2.0000643148179,2.0000643148179,anchor_prefix_transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,12.9765315
2,0.19140625,ok,1,1,1,3.07657233022951e-11,6.42867981071049e-11,6.42863540178951e-12,2.00033601210982,2.08956545461135,0.0892294425015243,2.0000643148179,2.01714338779547,same_alpha_k_1,6.5235894
3,0.19140625,ok,25,0,1,0.0180337084644697,0.0306902829280633,0.00344432122732341,1.71721997925101,2.08956545466505,0.37234547541404,2.0000643148179,1.94587413665351,same_alpha_k_2,163.2777702
4,0.19140625,ok_retry_failed,50,0,0,0.050993713307704,0.261580942721816,1.74182534735667e-05,1.68668645251007,5,3.31331354748993,2.0000643148179,2.57421875,same_alpha_k_3 -> retry_from_failed_endpoint,593.1197793
