k,status,iterations_completed,converged_political,political_target,price_update_mode,max_abs_vote,mean_vote,max_abs_gap,residual_norm,price_min,price_max,path_span,housing_anchor_min,housing_anchor_max,max_abs_political_step,warm_start_source,elapsed_seconds
1,ok,1,0,equal_weight_vote,political_only,0.970803997816276,-0.970803997816276,0,0,1.99064986850783,1.99064986850783,0,2.00033601210982,2.00033601210982,0.00968614360198972,anchor_prefix,26.673537
2,ok,1,0,equal_weight_vote,political_only,0.970803997816276,-0.970152806722906,0.0891627144802727,0.0436075975507099,1.99064986850783,1.99072923688163,7.9368373792077e-05,2.00033601210982,2.00040274018893,0.00968614360198972,k_1_political_final_path_plus_transition_re_no_politics_results.final_price_path_tail,114.2238203
3,ok,1,0,equal_weight_vote,political_only,0.970803997816276,-0.969553778483603,0.167700641333923,0.0915546887474706,1.99064986850783,1.99078760007061,0.000137731562774412,2.00033601210982,2.00044992543386,0.00968614360198972,k_2_political_final_path_plus_transition_re_no_politics_results.final_price_path_tail,194.0387108
4,ok,1,0,equal_weight_vote,political_only,0.970803997816276,-0.969317758744674,0.167700641333923,0.116890482706245,1.99033732030451,1.99078760007061,0.000450279766095685,2,2.00044992543386,0.00968614360198972,k_3_political_final_path_plus_transition_re_no_politics_results.final_price_path_tail,224.7211531
5,ok,1,0,equal_weight_vote,political_only,0.970803997816276,-0.969600920206592,0.167700641333923,0.116920001449196,1.99031618436268,1.99078760007061,0.000471415707924638,2,2.00044992543386,0.00968614360198972,k_4_political_final_path_plus_transition_re_no_politics_results.final_price_path_tail,265.0277003
6,ok,1,0,equal_weight_vote,political_only,0.970803997816276,-0.969709640162794,0.167700641333923,0.118439576873735,1.99031618436268,1.99078760007061,0.000471415707924638,2,2.00044992543386,0.00968614360198972,k_5_political_final_path_plus_transition_re_no_politics_results.final_price_path_tail,235.4225567
7,ok,1,0,equal_weight_vote,political_only,0.971389601221917,-0.969949634599812,0.167700641333923,0.120122153521365,1.99030965578633,1.99078760007061,0.0004779442842755,2,2.00044992543386,0.00969034421366666,k_6_political_final_path_plus_transition_re_no_politics_results.final_price_path_tail,224.7723426
8,ok,1,0,equal_weight_vote,political_only,0.972152098235944,-0.970224942554328,0.167700641333923,0.129007386127158,1.99030206777495,1.99078760007061,0.000485532295658508,2,2.00044992543386,0.00969793222504967,k_7_political_final_path_plus_transition_re_no_politics_results.final_price_path_tail,255.1251687
9,ok,1,0,equal_weight_vote,political_only,0.972152098235944,-0.970326671229715,0.167700641333923,0.129507896682276,1.99030206777495,1.99078760007061,0.000485532295658508,2,2.00044992543386,0.00969793222504967,k_8_political_final_path_plus_transition_re_no_politics_results.final_price_path_tail,293.2197183
