alpha,case_label,per_attempt_max_iter,attempt_count,status,iterations_completed,converged,looks_stable_gap_0_03,looks_stable_gap_0_05,looks_stable_gap_0_10,residual_norm,max_abs_gap,max_abs_update,price_min,price_max,policy_reference_price_last_used,warm_start_source,elapsed_seconds
0.190899658203125,baseline_retry25x25_existing,25,2,ok_after_retry,50,0,0,1,1,0.00711650221066283,0.0318978264613232,0.00353021203314619,1.68668645251007,4.46668606501767,2.47088952670628,same_alpha_k_3 -> retry_from_failed_endpoint,771.8666884
0.190899658203125,retry50x50,50,1,ok,50,0,0,1,1,0.00711650221066283,0.0318978264613232,0.00353021203314619,1.68668645251007,4.46668606501767,2.47088952670628,same_alpha_k_3,849.797167
0.19090576171875,baseline_retry25x25_existing,25,2,ok_retry_failed,50,0,0,0,0,0.163748327770318,0.79470294685717,0.00353021203314619,1.68668645251007,4.46668606501767,2.47090458216322,same_alpha_k_3 -> retry_from_failed_endpoint,731.0533674
0.19090576171875,retry50x50,50,2,ok_retry_failed,100,0,0,0,0,0.0509936286116408,0.261580942721816,8.97610019645612e-08,1.68653050417175,5,2.57271728515625,same_alpha_k_3 -> retry_from_failed_endpoint,1155.0661489
