case_name,policy_reference_blend_weight,max_stable_k,first_unstable_k,frontier_status,last_stable_max_abs_gap,last_stable_price_min,last_stable_price_max
steady_state_blend_alpha_0_02,0.02,4,NaN,stable_through_max_k,0.0261112886441714,1.77588859329941,2.16815056665696
,NaN,NaN,NaN,,NaN,NaN,NaN
,NaN,NaN,NaN,,NaN,NaN,NaN
