iteration,guess_source,political_target,price_update_mode,max_abs_vote,mean_vote,max_abs_gap,residual_norm,price_min,price_max,housing_anchor_min,housing_anchor_max,max_abs_political_step
1,transition_re_no_politics_results.final_price_path_prefix,equal_weight_vote,joint_housing_political,0.970803997816276,-0.969600920206592,0.167700641333923,0.116920001449196,1.99031618436268,1.99123459320385,2,2.00089908805675,0.00968772926555794
