k,max_stable_alpha,first_unstable_alpha,frontier_status,last_stable_max_abs_gap,last_stable_price_min,last_stable_price_max
1,0.185,NaN,found_stable_alpha,0,2.00033601210982,2.00033601210982
2,0.185,NaN,found_stable_alpha,6.42867981071049e-11,2.00033601210982,2.08956545461135
3,0.185,NaN,found_stable_alpha,0.0306902829280633,1.71721997925101,2.08956545466505
4,0.185,NaN,found_stable_alpha,0.0329579549568288,1.68668645251007,4.0203581691805
5,0.185,NaN,found_stable_alpha,0.00375549054146507,0.61652619724777,4.05314557550145
