case_name,period_index,calendar_year,final_price,implied_price,policy_reference_price_used,Hdemand,Hsupply,excess_demand,rent_share
steady_state_fixed_price_1.97,1,2010,2.00033601210982,2.00033601210982,1.97,0.0384160194974987,0.0384160194974987,0,0.985401998908138
steady_state_fixed_price_1.97,2,2011,2.15133916076603,2.15619227531404,1.97,0.0414092052471995,0.0413160022343201,9.32030128794337e-05,0.984326400449264
steady_state_fixed_price_1.97,3,2012,2.282546982623,2.29164213439365,1.97,0.0440104904292062,0.0438358200110171,0.000174670418189159,0.983356312351187
steady_state_fixed_price_1.97,4,2013,2.35247100662727,2.36883866572255,1.97,0.0454930330793996,0.0451786957345104,0.000314337344889233,0.983020023069246
steady_state_fixed_price_1.97,5,2014,2.29265088506518,2.31652338543955,1.97,0.0444883294620063,0.0440298632671851,0.000458466194821192,0.983537400827947
steady_state_fixed_price_1.97,6,2015,2.46423433999004,2.50067942470082,1.97,0.0480250062763086,0.04732508632468,0.000699919951628665,0.982323540300871
steady_state_fixed_price_1.97,7,2016,2.41764728309121,2.45717325861323,1.97,0.0471894797874768,0.0464303919956661,0.00075908779181063,0.982753256658396
steady_state_fixed_price_1.97,8,2017,2.42250576783619,2.46759889709383,1.97,0.0473897019145194,0.0465236981420144,0.000866003772505029,0.982778474148035
steady_state_fixed_price_1.97,9,2018,2.53670279133305,2.58588382167806,1.97,0.0496613382504043,0.0487168272236553,0.000944511026748966,0.981992399971465
steady_state_fixed_price_1.98,1,2010,2.00033601210982,2.00033601210982,1.98,0.0384160194974987,0.0384160194974987,0,0.985401998908138
steady_state_fixed_price_1.98,2,2011,2.13957412787402,2.14349140732214,1.98,0.0411652878305964,0.0410900573279483,7.52305026480646e-05,0.984357296735462
steady_state_fixed_price_1.98,3,2012,2.2682875685902,2.27622238620038,1.98,0.0437143575077106,0.0435619710555463,0.000152386452164296,0.983394347722637
steady_state_fixed_price_1.98,4,2013,2.29772063370353,2.30949722733089,1.98,0.0443533936185975,0.0441272266908095,0.000226166927788041,0.983165487210635
steady_state_fixed_price_1.98,5,2014,2.21306778393822,2.23000994708443,1.98,0.0428268576320107,0.0425014870613595,0.000325370570651184,0.983749438949011
steady_state_fixed_price_1.98,6,2015,2.36100887158362,2.38801075000054,1.98,0.0458612288020042,0.0453426635802346,0.000518565221769657,0.982600073115963
steady_state_fixed_price_1.98,7,2016,2.2933149956994,2.32131006109024,1.98,0.0445802565302648,0.0440426173679552,0.000537639162309637,0.983086903264349
steady_state_fixed_price_1.98,8,2017,2.27898601979941,2.31046848935914,1.98,0.0443720464953085,0.043767432491904,0.000604614003404461,0.983164954927458
steady_state_fixed_price_1.98,9,2018,2.3784496091272,2.4125131021039,1.98,0.0463317911627471,0.0456776091641109,0.000654181998636212,0.982418782992168
steady_state_fixed_price_1.985,1,2010,2.00033601210982,2.00033601210982,1.985,0.0384160194974987,0.0384160194974987,0,0.985401998908138
steady_state_fixed_price_1.985,2,2011,2.13717582567251,2.14090299686456,1.985,0.0411155779688512,0.041043998454051,7.15795148002046e-05,0.984376176490076
steady_state_fixed_price_1.985,3,2012,2.26314516156384,2.27066336172946,1.985,0.0436075976477826,0.0434632122433304,0.000144385404452149,0.983434882594272
steady_state_fixed_price_1.985,4,2013,2.28969924116712,2.30081232465735,1.985,0.0441866019453883,0.043973177585954,0.000213424359434264,0.983228343152438
steady_state_fixed_price_1.985,5,2014,2.20036934958539,2.21622772076016,1.985,0.0425621729630418,0.0422576163822672,0.000304556580774572,0.983846760169115
steady_state_fixed_price_1.985,6,2015,2.34495464871122,2.3705216623024,1.985,0.0455253546638905,0.0450343457100619,0.000491008953828614,0.982723598257801
steady_state_fixed_price_1.985,7,2016,2.26990627223231,2.29579310695775,1.985,0.0440902089574888,0.0435930579081049,0.000497151049383922,0.983268722125212
steady_state_fixed_price_1.985,8,2017,2.25370360383188,2.28286629371001,1.985,0.0438419523112257,0.0432818891737452,0.000560063137480582,0.983361851070697
steady_state_fixed_price_1.985,9,2018,2.35140146212926,2.38296870028855,1.985,0.0457643973302561,0.0451581553642724,0.000606241965983682,0.982629770593999
