k,policy_reference_blend_weight,status,iterations_completed,converged,looks_stable,residual_norm,max_abs_gap,max_abs_update,price_min,price_max,path_span,policy_reference_price_first_used,policy_reference_price_last_used,warm_start_source,elapsed_seconds
1,0.14,ok,1,1,1,0,0,0,2.00033601210982,2.00033601210982,0,2.00004704169538,2.00004704169538,anchor_prefix_transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,17.7946956
2,0.14,ok,1,1,1,3.07657233022951e-11,6.42867981071049e-11,6.42863540178951e-12,2.00033601210982,2.08956545461135,0.0892294425015243,2.00004704169538,2.01253916364469,same_alpha_k_1,8.0535815
3,0.14,ok,25,0,1,0.0180336897678934,0.030690258814746,0.0034443184854438,1.71722039436911,2.08956545466505,0.37234506029594,2.00004704169538,1.96041085521168,same_alpha_k_2,199.2059489
4,0.14,ok,25,0,0,0.0619486869629651,0.134286890993074,0.0144138224310089,1.68871499041769,2.10173478569669,0.413019795279002,2.00004704169538,2.01424286999754,same_alpha_k_3,354.2118126
4,0.139,ok,25,0,1,0.0114516532889676,0.0254592529665136,0.00281085148628524,1.68668689161978,2.21056242372325,0.523875532103467,2.00004670568327,2.02926817689753,same_k_higher_alpha_idx_11,409.7903101
