k,policy_reference_blend_weight,status,iterations_completed,converged,looks_stable,residual_norm,max_abs_gap,max_abs_update,price_min,price_max,path_span,policy_reference_price_first_used,policy_reference_price_last_used,warm_start_source,elapsed_seconds
1,0.2,ok,1,1,1,0,0,0,2.00033601210982,2.00033601210982,0,2.00006720242197,2.00006720242197,anchor_prefix_transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,21.7502055
2,0.2,ok,1,1,1,3.07657233022951e-11,6.42867981071049e-11,6.42863540178951e-12,2.00033601210982,2.08956545461135,0.0892294425015243,2.00006720242197,2.01791309092098,same_alpha_k_1,10.6350259
3,0.2,ok,25,0,1,0.0180337084644697,0.0306902829280633,0.00344432122732341,1.71721997925101,2.08956545466505,0.37234547541404,2.00006720242197,1.9434439958502,same_alpha_k_2,252.9047035
4,0.2,ok,25,0,0,0.737579095388695,0.405652308805137,0.0664036171320586,0.77751521442783,2.08956545466891,1.31205024024108,2.00006720242197,1.75550304288557,same_alpha_k_3,404.94705
5,0.2,ok,25,0,0,2.64600788030293,65.4173925185248,1.74182534735667e-05,0.4,5,4.6,2.00006720242197,2.6,same_alpha_k_4,368.3697436
6,0.2,ok,25,0,0,2.64610150798944,65.4173925185248,0.00671394126020042,0.4,5,4.6,2.00006720242197,2.14358402452979,same_alpha_k_5,354.8135316
