"case_name","policy_reference_blend_weight","max_stable_k","first_unstable_k","frontier_status","last_stable_max_abs_gap","last_stable_price_min","last_stable_price_max"
"steady_state_blend_alpha_1","1","3","4","stopped_at_first_unstable_k","0.0306906229198562","1.71721412617373","2.08956545466505"
