k,policy_reference_blend_weight,status,iterations_completed,converged,looks_stable,residual_norm,max_abs_gap,max_abs_update,price_min,price_max,path_span,policy_reference_price_first_used,policy_reference_price_last_used,warm_start_source,elapsed_seconds
1,0.1,ok,1,1,1,0,0,0,2.00033601210982,2.00033601210982,0,2.00003360121098,2.00003360121098,anchor_prefix_transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,20.9723101
2,0.1,ok,1,1,1,3.07657233022951e-11,6.42867981071049e-11,6.42863540178951e-12,2.00033601210982,2.08956545461135,0.0892294425015243,2.00003360121098,2.00895654546049,same_alpha_k_1,10.6254482
3,0.1,ok,25,0,1,0.0180336897678934,0.030690258814746,0.0034443184854438,1.71722039436911,2.08956545466505,0.37234506029594,2.00003360121098,1.97172203943691,same_alpha_k_2,261.7558089
4,0.1,ok,25,0,1,0.0136966426533423,0.0244192858473866,0.00273386449125668,1.68871499041769,2.08956545466891,0.400850464251219,2.00003360121098,1.98031221350624,same_alpha_k_3,561.2937087
5,0.1,ok,25,0,1,0.0109001821794851,0.0188122310746139,0.00210288200691933,1.68668689161978,2.08956545466919,0.402878563049402,2.00003360121098,1.97423522273092,same_alpha_k_4,778.6682499
6,0.1,ok,25,0,1,0.00382357565167259,0.00717013793785592,0.000798339754974897,1.68654138855535,2.0895654546692,0.403024066113853,2.00003360121098,1.99193816910234,same_alpha_k_5,963.3133311
