k,status,iterations_completed,converged,residual_norm,max_abs_gap,max_abs_update,accepted_update,worst_gap_period,worst_excess_demand_period,worst_excess_demand,price_min,price_max,path_span,terminal_reference_price_used,policy_reference_price_first_used,policy_reference_price_last_used,warm_start_source,elapsed_seconds
1,ok,1,1,0,0,0,fertility_style_relaxation,1,1,0,2.00033601210982,2.00033601210982,0,NaN,2,2,anchor_prefix,19.2608967
2,ok,25,0,0.00313058065297289,0.00653132443234927,0.000724441368977313,fertility_style_relaxation,2,2,0.00012543266992078,2.00033601210982,2.08303413023686,0.0826981181270332,NaN,2,2,k_1_final_path_plus_transition_re_no_politics_results.final_price_path_tail,0.2372801
3,ok,25,0,0.00578362028636654,0.0124941503365479,0.00138378695946306,fertility_style_relaxation,3,3,0.000239947448842488,2.00033601210982,2.15565641643124,0.155320404321413,NaN,2,2,k_2_final_path_plus_transition_re_no_politics_results.final_price_path_tail,0.2828782
4,ok,25,0,0.00523355716913244,0.0111913968293336,0.00123988827935229,fertility_style_relaxation,4,4,0.000214928350135764,2.00033601210982,2.16725120645675,0.16691519434693,NaN,2,2,k_3_final_path_plus_transition_re_no_politics_results.final_price_path_tail,0.3060006
5,ok,25,0,0.000420396012146597,0.000805374886734267,8.94674802878193e-05,fertility_style_relaxation,4,4,1.54670501177137e-05,2.00033601210982,2.16808598943912,0.167749977329299,NaN,2,2,k_4_final_path_plus_transition_re_no_politics_results.final_price_path_tail,0.437213
6,ok,25,0,0.00135799159855932,0.00276527421299733,0.00030702100802138,fertility_style_relaxation,6,6,5.310649182904e-05,2.00033601210982,2.16814593071027,0.167809918600446,NaN,2,2,k_5_final_path_plus_transition_re_no_politics_results.final_price_path_tail,0.4346049
7,ok,25,0,0.00144160375750717,0.00282157663337634,0.000313759099560773,fertility_style_relaxation,7,7,5.4187767607676e-05,1.96315044891435,2.16815023394582,0.204999785031473,NaN,2,2,k_6_final_path_plus_transition_re_no_politics_results.final_price_path_tail,0.4650418
8,ok,25,0,0.00337919709641037,0.00645565672305626,0.000718642087008448,fertility_style_relaxation,8,8,0.000123979487966379,1.91453765305233,2.16815054287456,0.253612889822236,NaN,2,2,k_7_final_path_plus_transition_re_no_politics_results.final_price_path_tail,0.5610003
9,ok,25,0,0.000851877852380805,0.00161539866022986,0.000179570182209599,fertility_style_relaxation,9,9,3.10233810979499e-05,1.90854472048728,2.1681505650525,0.259605844565218,NaN,2,2,k_8_final_path_plus_transition_re_no_politics_results.final_price_path_tail,0.6481939
