case_name,policy_reference_blend_weight,k,status,iterations_completed,converged,looks_stable,residual_norm,max_abs_gap,max_abs_update,price_min,price_max,path_span,policy_reference_price_first_used,policy_reference_price_last_used,warm_start_source,elapsed_seconds
steady_state_blend_alpha_1,1,1,ok,1,1,1,0,0,0,2.00033601210982,2.00033601210982,0,2.00033601210982,2.00033601210982,anchor_prefix_alpha_1.000_transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,19.2799981
steady_state_blend_alpha_1,1,2,ok,1,1,1,3.07657233022951e-11,6.42867981071049e-11,6.42863540178951e-12,2.00033601210982,2.08956545461135,0.0892294425015243,2.00033601210982,2.08956545460492,k_1_final_path_alpha_1.000,9.3905207
steady_state_blend_alpha_1,1,3,ok,25,0,1,0.0180339720827145,0.0306906229198562,0.00344435988715164,1.71721412617373,2.08956545466505,0.37235132849132,2.00033601210982,1.71721412617373,k_2_final_path_alpha_1.000,258.1021794
steady_state_blend_alpha_1,1,4,ok,25,0,0,2.70525158553066,69.7903740981877,0.000242939154784905,1.68870838375083,5,3.31129161624917,2.00033601210982,5,k_3_final_path_alpha_1.000,293.1438943
