"case_name","policy_reference_blend_weight","max_stable_k","first_unstable_k","frontier_status","last_stable_max_abs_gap","last_stable_price_min","last_stable_price_max"
"steady_state_blend_alpha_0_02","0.02","5","NaN","running","0.0244747149732392","1.65364224738387","2.16815056675983"
