k,policy_reference_blend_weight,status,iterations_completed,converged,looks_stable,residual_norm,max_abs_gap,max_abs_update,price_min,price_max,path_span,policy_reference_price_first_used,policy_reference_price_last_used,warm_start_source,elapsed_seconds
1,0.18,ok,1,1,1,0,0,0,2.00033601210982,2.00033601210982,0,2.00006048217977,2.00006048217977,anchor_prefix_transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,17.7616385
2,0.18,ok,1,1,1,3.07657233022951e-11,6.42867981071049e-11,6.42863540178951e-12,2.00033601210982,2.08956545461135,0.0892294425015243,2.00006048217977,2.01612178182889,same_alpha_k_1,7.4779493
3,0.18,ok,25,0,1,0.0180337833615573,0.0306903795240703,0.00344433221107243,1.7172183163199,2.08956545466505,0.372347138345154,2.00006048217977,1.94909929693758,same_alpha_k_2,209.9078609
4,0.18,ok_retry_failed,50,0,0,0.0405974145258963,0.153822897824582,0.0167091331525886,1.68668469347047,3.71260148011764,2.02591678664717,2.00006048217977,2.30826826642118,same_alpha_k_3 -> retry_from_failed_endpoint,830.1044023
5,0.18,ok_after_retry,50,0,1,0.0031088978224502,0.00555346219911246,0.000618115360914384,1.68652874464714,3.86561549291308,2.17908674826594,2.00006048217977,1.96276692737904,same_alpha_k_4 -> retry_from_failed_endpoint,1025.8458287
