iteration,guess_source,political_target,price_update_mode,max_abs_vote,mean_vote,max_abs_gap,residual_norm,price_min,price_max,housing_anchor_min,housing_anchor_max,max_abs_political_step
1,transition_re_no_politics_results.final_price_path_prefix,equal_weight_vote,joint_housing_political,0.971389601221917,-0.969949634599812,0.167700641333923,0.120122153521365,1.99030965578633,1.99124225924152,2,2.00090679130168,0.00969034421366666
