vote_weight,guess_source,solve_elapsed_seconds,residual_norm,max_abs_gap,max_abs_weighted_vote,max_abs_weighted_vote_share,mean_weighted_vote_share,price_min,price_max,mean_adjustment,max_abs_adjustment,conflict_period_count,conflict_period_share
0,transition_re_no_politics_results.final_price_path_prefix,199.0867501,0.116671467857458,0.167263529978356,0.94871490033345,0.928211545030494,-0.924641617469432,2,2.00088703678943,0,0,3,0.75
0.0005,transition_re_no_politics_results.final_price_path_prefix,199.0867501,0.116671467857458,0.167263529978356,0.94871490033345,0.928211545030494,-0.924641617469432,1.99907727190909,1.99996450795476,-0.000924691829483182,0.000928286087848562,3,0.75
0.001,transition_re_no_politics_results.final_price_path_prefix,199.0867501,0.116671467857458,0.167263529978356,0.94871490033345,0.928211545030494,-0.924641617469432,1.99815496953174,1.99904240446117,-0.00184895625082548,0.00185614145272339,3,0.75
0.002,transition_re_no_politics_results.final_price_path_prefix,199.0867501,0.116671467857458,0.167263529978356,0.94871490033345,0.928211545030494,-0.924641617469432,1.9963116411322,1.99719947271289,-0.00369620365922274,0.00371056081287802,3,0.75
0.005,transition_re_no_politics_results.final_price_path_prefix,199.0867501,0.116671467857458,0.167263529978356,0.94871490033345,0.928211545030494,-0.924641617469432,1.99079185265126,1.99168086527734,-0.00922770861611,0.00926350230776429,3,0.75
