case_name,description,policy_reference_price,status,iterations_completed,converged,looks_stable,residual_norm,max_abs_gap,max_abs_update,price_min,price_max,path_span,policy_reference_min_used,policy_reference_max_used,warm_start_source,elapsed_seconds
steady_state_fixed_price_1.85,Fixed-price policy bridge benchmark at price 1.85.,1.85,ok,25,0,0,6.39413723297584,59.906411863074,0,2.00033601210982,5,2.99966398789018,1.85,1.85,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,15.0343846
steady_state_fixed_price_1.90,Fixed-price policy bridge benchmark at price 1.90.,1.9,ok,25,0,0,4.70367786252813,35.3166817560698,0,2.00033601210982,5,2.99966398789018,1.9,1.9,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,7.2996709
steady_state_fixed_price_1.95,Fixed-price policy bridge benchmark at price 1.95.,1.95,ok,25,0,0,0.897330490054072,3.33986934360225,0.0348298892843761,2.00033601210982,5,2.99966398789018,1.95,1.95,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,7.6796645
steady_state_fixed_price_2.00,Fixed-price policy bridge benchmark at price 2.00.,2,ok,25,0,1,6.11561395983748e-05,0.000115925198619582,1.28809971351451e-05,1.90811521146529,2.16815056664465,0.260035355179353,2,2,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,7.8938559
steady_state_fixed_price_2.05,Fixed-price policy bridge benchmark at price 2.05.,2.05,ok,25,0,0,20.0296344019147,0.399998081816414,0.0062354324867806,0.4,2.01700609803341,1.61700609803341,2.05,2.05,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,7.9263195
steady_state_fixed_price_2.10,Fixed-price policy bridge benchmark at price 2.10.,2.1,ok,25,0,0,30.8603447775597,0.399998948032908,0,0.4,2.00033601210982,1.60033601210982,2.1,2.1,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,7.4223258
steady_state_fixed_price_2.15,Fixed-price policy bridge benchmark at price 2.15.,2.15,ok,25,0,0,30.0201538255878,0.399996949340205,0,0.4,2.00033601210982,1.60033601210982,2.15,2.15,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,7.2999402
