case_name,description,policy_reference_price,status,iterations_completed,converged,looks_stable,residual_norm,max_abs_gap,max_abs_update,price_min,price_max,path_span,policy_reference_min_used,policy_reference_max_used,warm_start_source,elapsed_seconds
steady_state_fixed_price_1.99,Fixed-price policy bridge benchmark at price 1.99.,1.99,ok,25,0,1,0.000280205689942139,0.000272956426632831,3.03262394911741e-05,1.91137616647956,2.16869688608599,0.257320719606432,1.99,1.99,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,21.0464285
steady_state_fixed_price_1.992,Fixed-price policy bridge benchmark at price 1.992.,1.992,ok,25,0,1,5.45881601560673e-05,0.000104117793749969,1.15689821280629e-05,1.9082736080508,2.168150789007,0.259877180956199,1.992,1.992,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,10.5505718
steady_state_fixed_price_1.994,Fixed-price policy bridge benchmark at price 1.994.,1.994,ok,25,0,1,5.45882045908529e-05,0.000104117902769651,1.15689942419284e-05,1.90827360679388,2.168150789007,0.259877182213119,1.994,1.994,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,10.403124
steady_state_fixed_price_2.003,Fixed-price policy bridge benchmark at price 2.003.,2.003,ok,25,0,0,15.1850782959418,0.399938974412704,0.00623536242410017,0.4,2.01700372032732,1.61700372032732,2.003,2.003,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,10.5736705
steady_state_fixed_price_2.004,Fixed-price policy bridge benchmark at price 2.004.,2.004,ok,25,0,0,14.8523328081259,0.399927542483185,0.00623536459140406,0.4,2.01700377478539,1.61700377478539,2.004,2.004,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,10.5246187
