k,policy_reference_blend_weight,status,iterations_completed,converged,looks_stable,residual_norm,max_abs_gap,max_abs_update,price_min,price_max,path_span,policy_reference_price_first_used,policy_reference_price_last_used,warm_start_source,elapsed_seconds
1,0.12,ok,1,1,1,0,0,0,2.00033601210982,2.00033601210982,0,2.00004032145318,2.00004032145318,anchor_prefix_transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,21.0466561
2,0.12,ok,1,1,1,3.07657233022951e-11,6.42867981071049e-11,6.42863540178951e-12,2.00033601210982,2.08956545461135,0.0892294425015243,2.00004032145318,2.01074785455259,same_alpha_k_1,10.207413
3,0.12,ok,25,0,1,0.0180336897678934,0.030690258814746,0.0034443184854438,1.71722039436911,2.08956545466505,0.37234506029594,2.00004032145318,1.96606644732429,same_alpha_k_2,262.360488
4,0.12,ok,25,0,1,0.0119532475961514,0.0215855318460654,0.00241429178413766,1.68871499041769,2.08956545466891,0.400850464251219,2.00004032145318,1.97927959280138,same_alpha_k_3,512.8061241
5,0.12,ok,25,0,1,0.00964946243648257,0.0169392914459632,0.00189221302126752,1.68668689161978,2.08956545466919,0.402878563049402,2.00004032145318,1.97251171226853,same_alpha_k_4,757.6742637
6,0.12,ok,25,0,1,0.00350313076748577,0.00668243384036615,0.000743910165863948,1.68654138855535,2.0895654546692,0.403024066113853,2.00004032145318,1.99391417240049,same_alpha_k_5,896.8732343
