"case_name","policy_reference_blend_weight","max_stable_k","first_unstable_k","frontier_status","last_stable_max_abs_gap","last_stable_price_min","last_stable_price_max"
"steady_state_blend_alpha_0_05","0.05","4","NaN","stable_through_max_k","0.0270801705688344","1.68871499041769","2.08956545466891"
