k,max_stable_alpha,first_unstable_alpha,frontier_status,last_stable_max_abs_gap,last_stable_price_min,last_stable_price_max
1,0.1875,NaN,found_stable_alpha,0,2.00033601210982,2.00033601210982
2,0.1875,NaN,found_stable_alpha,6.42867981071049e-11,2.00033601210982,2.08956545461135
3,0.1875,NaN,found_stable_alpha,0.0306902829280633,1.71721997925101,2.08956545466505
4,0.1875,NaN,found_stable_alpha,0.0478246609460591,1.68668645251007,4.34417609059602
