case_name,description,policy_reference_blend_weight,status,iterations_completed,converged,looks_stable,residual_norm,max_abs_gap,max_abs_update,price_min,price_max,path_span,policy_reference_min_used,policy_reference_max_used,warm_start_source,elapsed_seconds
steady_state_blend_alpha_0_01,Policy-reference blend with alpha = 0.01 between fixed 2.0 and current prices.,0.015,ok,15,0,1,0.000175295824557805,0.000332064640931717,3.68995132733474e-05,1.90817459557115,2.16815056641462,0.259975970843476,1.99862261893357,2.00252225849622,transition_re_k_step_policy_bridge_steady_state_fixed_price_2_0_results.final_price_path,251.2745291
