case_name,blend_weight,period_index,calendar_year,final_price,implied_price,policy_reference_price_used,Hdemand,Hsupply,excess_demand,rent_share
steady_state_blend_alpha_0_01,0.015,1,2010,2.00033601210982,2.00033601210982,2.00000504018165,0.0384160194974987,0.0384160194974987,0,0.985401998908138
steady_state_blend_alpha_0_01,0.015,2,2011,2.08956545465597,2.08956545466921,2.00134348181984,0.0401296515994858,0.0401296515992316,2.5418556148793e-13,0.984750807814768
steady_state_blend_alpha_0_01,0.015,3,2012,2.16815056641462,2.16815056676778,2.00252225849622,0.0416388616423565,0.0416388616355741,6.78241490748022e-12,0.984177866726737
steady_state_blend_alpha_0_01,0.015,4,2013,2.15075199266467,2.1507514532267,2.00226127988997,0.0413047154384253,0.0413047257982145,-1.0359789234804e-08,0.984304856273015
steady_state_blend_alpha_0_01,0.015,5,2014,2.00525894905158,2.00525837840307,2.00007888423577,0.0385105524751337,0.0385105634343145,-1.09591808752918e-08,0.985366794528193
steady_state_blend_alpha_0_01,0.015,6,2015,2.03818055737639,2.03818018770156,2.00057270836065,0.0391428086862138,0.0391428157857388,-7.09952503730182e-09,0.985126627442161
steady_state_blend_alpha_0_01,0.015,7,2016,1.96032922338891,1.96032554684393,1.99940493835083,0.0376476271851804,0.0376476977924299,-7.06072495193499e-08,0.985694809289396
steady_state_blend_alpha_0_01,0.015,8,2017,1.90817459557115,1.90807864382509,1.99862261893357,0.0366442367383231,0.0366460794708066,-1.84273248347161e-06,0.986076057840098
steady_state_blend_alpha_0_01,0.015,9,2018,1.97771311237397,1.97738104773303,1.99966569668561,0.0379751743826158,0.0379815516120628,-6.37722944707431e-06,0.98557024586448
