iteration,guess_source,political_target,price_update_mode,political_update_rule,max_abs_vote,vote_l2,merit,mean_vote,max_abs_gap,residual_norm,price_min,price_max,housing_anchor_min,housing_anchor_max,accepted_step_scale,accepted_update_mask,line_search_used,line_search_improved,probe_accepted,max_abs_political_step
1,flat_original_ss_root_0.340136059028,equal_weight_vote,political_only,fixed_step_targeted_linesearch_reject,0.0343491536712217,0.0836332332423433,0.00701617405499678,0.00831270070276569,0.00930727724494884,0.0544188470639966,0.340136059027778,0.340136059027778,0.340136059027778,0.340136059027778,0,reject,1,0,0,0
