Notes,State,State Code,Year,Year Code,Age of Mother 10,Age of Mother 10 Code,Births,pull_year
,Maryland,24,2020,2020,25-29 years,25-29,7211,2020
,Maryland,24,2020,2020,30-34 years,30-34,7499,2020
,Maryland,24,2020,2020,35-39 years,35-39,3041,2020
,Maryland,24,2020,2020,40-44 years,40-44,633,2020
,Maryland,24,2020,2020,45-49 years,45-49,66,2020
,Maryland,24,2020,2020,50 years and over,50+,14,2020
,Massachusetts,25,2020,2020,Under 15 years,15-,17,2020
,Massachusetts,25,2020,2020,15 - 17 years,15-17,306,2020
,Massachusetts,25,2020,2020,18 - 19 years,18-19,896,2020
,Massachusetts,25,2020,2020,20-24 years,20-24,4160,2020
,Massachusetts,25,2020,2020,25-29 years,25-29,7114,2020
,Massachusetts,25,2020,2020,30-34 years,30-34,11064,2020
,Massachusetts,25,2020,2020,35-39 years,35-39,4406,2020
,Massachusetts,25,2020,2020,40-44 years,40-44,833,2020
,Massachusetts,25,2020,2020,45-49 years,45-49,60,2020
,Massachusetts,25,2020,2020,50 years and over,50+,14,2020
,Michigan,26,2020,2020,Under 15 years,15-,42,2020
,Michigan,26,2020,2020,15 - 17 years,15-17,934,2020
,Michigan,26,2020,2020,18 - 19 years,18-19,2657,2020
,Michigan,26,2020,2020,20-24 years,20-24,10252,2020
,Michigan,26,2020,2020,25-29 years,25-29,12449,2020
,Michigan,26,2020,2020,30-34 years,30-34,9219,2020
,Michigan,26,2020,2020,35-39 years,35-39,2856,2020
,Michigan,26,2020,2020,40-44 years,40-44,515,2020
,Michigan,26,2020,2020,45-49 years,45-49,42,2020
,Minnesota,27,2020,2020,Under 15 years,15-,20,2020
,Minnesota,27,2020,2020,15 - 17 years,15-17,356,2020
,Minnesota,27,2020,2020,18 - 19 years,18-19,1021,2020
,Minnesota,27,2020,2020,20-24 years,20-24,4490,2020
,Minnesota,27,2020,2020,25-29 years,25-29,7486,2020
,Minnesota,27,2020,2020,30-34 years,30-34,6394,2020
,Minnesota,27,2020,2020,35-39 years,35-39,2010,2020
,Minnesota,27,2020,2020,40-44 years,40-44,335,2020
,Minnesota,27,2020,2020,45-49 years,45-49,17,2020
,Mississippi,28,2020,2020,Under 15 years,15-,45,2020
,Mississippi,28,2020,2020,15 - 17 years,15-17,660,2020
,Mississippi,28,2020,2020,18 - 19 years,18-19,1626,2020
,Mississippi,28,2020,2020,20-24 years,20-24,5204,2020
,Mississippi,28,2020,2020,25-29 years,25-29,3471,2020
,Mississippi,28,2020,2020,30-34 years,30-34,1401,2020
,Mississippi,28,2020,2020,35-39 years,35-39,496,2020
,Mississippi,28,2020,2020,40-44 years,40-44,100,2020
,Missouri,29,2020,2020,Under 15 years,15-,35,2020
,Missouri,29,2020,2020,15 - 17 years,15-17,799,2020
,Missouri,29,2020,2020,18 - 19 years,18-19,2182,2020
,Missouri,29,2020,2020,20-24 years,20-24,7797,2020
,Missouri,29,2020,2020,25-29 years,25-29,7513,2020
,Missouri,29,2020,2020,30-34 years,30-34,4881,2020
,Missouri,29,2020,2020,35-39 years,35-39,1551,2020
,Missouri,29,2020,2020,40-44 years,40-44,263,2020
,Missouri,29,2020,2020,45-49 years,45-49,16,2020
,Montana,30,2020,2020,15 - 17 years,15-17,85,2020
,Montana,30,2020,2020,18 - 19 years,18-19,279,2020
,Montana,30,2020,2020,20-24 years,20-24,1136,2020
,Montana,30,2020,2020,25-29 years,25-29,1181,2020
,Montana,30,2020,2020,30-34 years,30-34,887,2020
,Montana,30,2020,2020,35-39 years,35-39,344,2020
,Montana,30,2020,2020,40-44 years,40-44,52,2020
,Nebraska,31,2020,2020,Under 15 years,15-,12,2020
,Nebraska,31,2020,2020,15 - 17 years,15-17,238,2020
,Nebraska,31,2020,2020,18 - 19 years,18-19,606,2020
,Nebraska,31,2020,2020,20-24 years,20-24,2294,2020
,Nebraska,31,2020,2020,25-29 years,25-29,2927,2020
,Nebraska,31,2020,2020,30-34 years,30-34,1703,2020
,Nebraska,31,2020,2020,35-39 years,35-39,499,2020
,Nebraska,31,2020,2020,40-44 years,40-44,81,2020
,Nevada,32,2020,2020,15 - 17 years,15-17,338,2020
,Nevada,32,2020,2020,18 - 19 years,18-19,965,2020
,Nevada,32,2020,2020,20-24 years,20-24,3579,2020
,Nevada,32,2020,2020,25-29 years,25-29,3625,2020
,Nevada,32,2020,2020,30-34 years,30-34,2739,2020
,Nevada,32,2020,2020,35-39 years,35-39,1123,2020
,Nevada,32,2020,2020,40-44 years,40-44,199,2020
,Nevada,32,2020,2020,45-49 years,45-49,24,2020
,New Hampshire,33,2020,2020,15 - 17 years,15-17,46,2020
,New Hampshire,33,2020,2020,18 - 19 years,18-19,202,2020
,New Hampshire,33,2020,2020,20-24 years,20-24,939,2020
,New Hampshire,33,2020,2020,25-29 years,25-29,1569,2020
,New Hampshire,33,2020,2020,30-34 years,30-34,1578,2020
,New Hampshire,33,2020,2020,35-39 years,35-39,558,2020
,New Hampshire,33,2020,2020,40-44 years,40-44,81,2020
,New Jersey,34,2020,2020,Under 15 years,15-,31,2020
,New Jersey,34,2020,2020,15 - 17 years,15-17,561,2020
,New Jersey,34,2020,2020,18 - 19 years,18-19,1569,2020
,New Jersey,34,2020,2020,20-24 years,20-24,6901,2020
,New Jersey,34,2020,2020,25-29 years,25-29,10156,2020
,New Jersey,34,2020,2020,30-34 years,30-34,13164,2020
,New Jersey,34,2020,2020,35-39 years,35-39,5071,2020
,New Jersey,34,2020,2020,40-44 years,40-44,1033,2020
,New Jersey,34,2020,2020,45-49 years,45-49,120,2020
,New Jersey,34,2020,2020,50 years and over,50+,11,2020
,New Mexico,35,2020,2020,Under 15 years,15-,11,2020
,New Mexico,35,2020,2020,15 - 17 years,15-17,362,2020
,New Mexico,35,2020,2020,18 - 19 years,18-19,907,2020
,New Mexico,35,2020,2020,20-24 years,20-24,2859,2020
,New Mexico,35,2020,2020,25-29 years,25-29,2091,2020
,New Mexico,35,2020,2020,30-34 years,30-34,1259,2020
,New Mexico,35,2020,2020,35-39 years,35-39,507,2020
,New Mexico,35,2020,2020,40-44 years,40-44,97,2020
,New York,36,2020,2020,Under 15 years,15-,76,2020
,New York,36,2020,2020,15 - 17 years,15-17,1262,2020
,New York,36,2020,2020,18 - 19 years,18-19,3667,2020
,New York,36,2020,2020,20-24 years,20-24,17567,2020
,New York,36,2020,2020,25-29 years,25-29,21320,2020
,New York,36,2020,2020,30-34 years,30-34,24787,2020
,New York,36,2020,2020,35-39 years,35-39,11019,2020
,New York,36,2020,2020,40-44 years,40-44,2352,2020
,New York,36,2020,2020,45-49 years,45-49,270,2020
,New York,36,2020,2020,50 years and over,50+,35,2020
,North Carolina,37,2020,2020,Under 15 years,15-,61,2020
,North Carolina,37,2020,2020,15 - 17 years,15-17,1266,2020
,North Carolina,37,2020,2020,18 - 19 years,18-19,3649,2020
,North Carolina,37,2020,2020,20-24 years,20-24,13301,2020
,North Carolina,37,2020,2020,25-29 years,25-29,13057,2020
,North Carolina,37,2020,2020,30-34 years,30-34,9790,2020
,North Carolina,37,2020,2020,35-39 years,35-39,3521,2020
,North Carolina,37,2020,2020,40-44 years,40-44,685,2020
,North Carolina,37,2020,2020,45-49 years,45-49,53,2020
,North Dakota,38,2020,2020,15 - 17 years,15-17,74,2020
,North Dakota,38,2020,2020,18 - 19 years,18-19,198,2020
,North Dakota,38,2020,2020,20-24 years,20-24,1015,2020
,North Dakota,38,2020,2020,25-29 years,25-29,1260,2020
,North Dakota,38,2020,2020,30-34 years,30-34,732,2020
,North Dakota,38,2020,2020,35-39 years,35-39,189,2020
,North Dakota,38,2020,2020,40-44 years,40-44,19,2020
,Ohio,39,2020,2020,Under 15 years,15-,87,2020
,Ohio,39,2020,2020,15 - 17 years,15-17,1368,2020
,Ohio,39,2020,2020,18 - 19 years,18-19,3993,2020
,Ohio,39,2020,2020,20-24 years,20-24,13650,2020
,Ohio,39,2020,2020,25-29 years,25-29,14238,2020
,Ohio,39,2020,2020,30-34 years,30-34,10132,2020
,Ohio,39,2020,2020,35-39 years,35-39,3150,2020
,Ohio,39,2020,2020,40-44 years,40-44,501,2020
,Ohio,39,2020,2020,45-49 years,45-49,43,2020
,Oklahoma,40,2020,2020,Under 15 years,15-,36,2020
,Oklahoma,40,2020,2020,15 - 17 years,15-17,725,2020
,Oklahoma,40,2020,2020,18 - 19 years,18-19,1976,2020
,Oklahoma,40,2020,2020,20-24 years,20-24,6194,2020
,Oklahoma,40,2020,2020,25-29 years,25-29,4756,2020
,Oklahoma,40,2020,2020,30-34 years,30-34,2539,2020
,Oklahoma,40,2020,2020,35-39 years,35-39,769,2020
,Oklahoma,40,2020,2020,40-44 years,40-44,132,2020
,Oregon,41,2020,2020,Under 15 years,15-,10,2020
,Oregon,41,2020,2020,15 - 17 years,15-17,242,2020
,Oregon,41,2020,2020,18 - 19 years,18-19,819,2020
,Oregon,41,2020,2020,20-24 years,20-24,3745,2020
,Oregon,41,2020,2020,25-29 years,25-29,4442,2020
,Oregon,41,2020,2020,30-34 years,30-34,4257,2020
,Oregon,41,2020,2020,35-39 years,35-39,1897,2020
,Oregon,41,2020,2020,40-44 years,40-44,330,2020
,Oregon,41,2020,2020,45-49 years,45-49,28,2020
,Pennsylvania,42,2020,2020,Under 15 years,15-,57,2020
,Pennsylvania,42,2020,2020,15 - 17 years,15-17,1191,2020
,Pennsylvania,42,2020,2020,18 - 19 years,18-19,3009,2020
,Pennsylvania,42,2020,2020,20-24 years,20-24,11860,2020
,Pennsylvania,42,2020,2020,25-29 years,25-29,14542,2020
,Pennsylvania,42,2020,2020,30-34 years,30-34,13608,2020
,Pennsylvania,42,2020,2020,35-39 years,35-39,4727,2020
,Pennsylvania,42,2020,2020,40-44 years,40-44,735,2020
,Pennsylvania,42,2020,2020,45-49 years,45-49,58,2020
,Rhode Island,44,2020,2020,15 - 17 years,15-17,69,2020
,Rhode Island,44,2020,2020,18 - 19 years,18-19,216,2020
,Rhode Island,44,2020,2020,20-24 years,20-24,852,2020
,Rhode Island,44,2020,2020,25-29 years,25-29,1158,2020
,Rhode Island,44,2020,2020,30-34 years,30-34,1270,2020
,Rhode Island,44,2020,2020,35-39 years,35-39,467,2020
,Rhode Island,44,2020,2020,40-44 years,40-44,80,2020
,South Carolina,45,2020,2020,Under 15 years,15-,36,2020
,South Carolina,45,2020,2020,15 - 17 years,15-17,703,2020
,South Carolina,45,2020,2020,18 - 19 years,18-19,1924,2020
,South Carolina,45,2020,2020,20-24 years,20-24,6495,2020
,South Carolina,45,2020,2020,25-29 years,25-29,6144,2020
,South Carolina,45,2020,2020,30-34 years,30-34,4116,2020
,South Carolina,45,2020,2020,35-39 years,35-39,1388,2020
,South Carolina,45,2020,2020,40-44 years,40-44,255,2020
,South Carolina,45,2020,2020,45-49 years,45-49,18,2020
,South Dakota,46,2020,2020,15 - 17 years,15-17,136,2020
,South Dakota,46,2020,2020,18 - 19 years,18-19,314,2020
,South Dakota,46,2020,2020,20-24 years,20-24,1036,2020
,South Dakota,46,2020,2020,25-29 years,25-29,1292,2020
,South Dakota,46,2020,2020,30-34 years,30-34,618,2020
,South Dakota,46,2020,2020,35-39 years,35-39,158,2020
,South Dakota,46,2020,2020,40-44 years,40-44,31,2020
,Tennessee,47,2020,2020,Under 15 years,15-,50,2020
,Tennessee,47,2020,2020,15 - 17 years,15-17,1043,2020
,Tennessee,47,2020,2020,18 - 19 years,18-19,3029,2020
,Tennessee,47,2020,2020,20-24 years,20-24,9469,2020
,Tennessee,47,2020,2020,25-29 years,25-29,8583,2020
,Tennessee,47,2020,2020,30-34 years,30-34,5462,2020
,Tennessee,47,2020,2020,35-39 years,35-39,1813,2020
,Tennessee,47,2020,2020,40-44 years,40-44,320,2020
,Tennessee,47,2020,2020,45-49 years,45-49,14,2020
,Texas,48,2020,2020,Under 15 years,15-,252,2020
,Texas,48,2020,2020,15 - 17 years,15-17,5532,2020
,Texas,48,2020,2020,18 - 19 years,18-19,13216,2020
,Texas,48,2020,2020,20-24 years,20-24,41013,2020
,Texas,48,2020,2020,25-29 years,25-29,37641,2020
,Texas,48,2020,2020,30-34 years,30-34,27723,2020
,Texas,48,2020,2020,35-39 years,35-39,10523,2020
,Texas,48,2020,2020,40-44 years,40-44,2039,2020
,Texas,48,2020,2020,45-49 years,45-49,147,2020
,Texas,48,2020,2020,50 years and over,50+,18,2020
,Utah,49,2020,2020,15 - 17 years,15-17,304,2020
,Utah,49,2020,2020,18 - 19 years,18-19,879,2020
,Utah,49,2020,2020,20-24 years,20-24,5529,2020
,Utah,49,2020,2020,25-29 years,25-29,5418,2020
,Utah,49,2020,2020,30-34 years,30-34,2313,2020
,Utah,49,2020,2020,35-39 years,35-39,854,2020
,Utah,49,2020,2020,40-44 years,40-44,150,2020
,Utah,49,2020,2020,45-49 years,45-49,10,2020
,Vermont,50,2020,2020,15 - 17 years,15-17,27,2020
,Vermont,50,2020,2020,18 - 19 years,18-19,102,2020
,Vermont,50,2020,2020,20-24 years,20-24,417,2020
,Vermont,50,2020,2020,25-29 years,25-29,560,2020
,Vermont,50,2020,2020,30-34 years,30-34,645,2020
,Vermont,50,2020,2020,35-39 years,35-39,302,2020
,Vermont,50,2020,2020,40-44 years,40-44,55,2020
,Virginia,51,2020,2020,Under 15 years,15-,31,2020
,Virginia,51,2020,2020,15 - 17 years,15-17,757,2020
,Virginia,51,2020,2020,18 - 19 years,18-19,2221,2020
,Virginia,51,2020,2020,20-24 years,20-24,9006,2020
,Virginia,51,2020,2020,25-29 years,25-29,10676,2020
,Virginia,51,2020,2020,30-34 years,30-34,9831,2020
,Virginia,51,2020,2020,35-39 years,35-39,3858,2020
,Virginia,51,2020,2020,40-44 years,40-44,774,2020
,Virginia,51,2020,2020,45-49 years,45-49,67,2020
,Virginia,51,2020,2020,50 years and over,50+,12,2020
,Washington,53,2020,2020,Under 15 years,15-,25,2020
,Washington,53,2020,2020,15 - 17 years,15-17,520,2020
,Washington,53,2020,2020,18 - 19 years,18-19,1586,2020
,Washington,53,2020,2020,20-24 years,20-24,7193,2020
,Washington,53,2020,2020,25-29 years,25-29,9210,2020
,Washington,53,2020,2020,30-34 years,30-34,9093,2020
,Washington,53,2020,2020,35-39 years,35-39,3713,2020
,Washington,53,2020,2020,40-44 years,40-44,640,2020
,Washington,53,2020,2020,45-49 years,45-49,60,2020
,West Virginia,54,2020,2020,Under 15 years,15-,14,2020
,West Virginia,54,2020,2020,15 - 17 years,15-17,257,2020
,West Virginia,54,2020,2020,18 - 19 years,18-19,695,2020
,West Virginia,54,2020,2020,20-24 years,20-24,2416,2020
,West Virginia,54,2020,2020,25-29 years,25-29,1806,2020
,West Virginia,54,2020,2020,30-34 years,30-34,970,2020
,West Virginia,54,2020,2020,35-39 years,35-39,310,2020
,West Virginia,54,2020,2020,40-44 years,40-44,57,2020
,Wisconsin,55,2020,2020,Under 15 years,15-,30,2020
,Wisconsin,55,2020,2020,15 - 17 years,15-17,426,2020
,Wisconsin,55,2020,2020,18 - 19 years,18-19,1361,2020
,Wisconsin,55,2020,2020,20-24 years,20-24,5155,2020
,Wisconsin,55,2020,2020,25-29 years,25-29,7304,2020
,Wisconsin,55,2020,2020,30-34 years,30-34,5423,2020
,Wisconsin,55,2020,2020,35-39 years,35-39,1648,2020
,Wisconsin,55,2020,2020,40-44 years,40-44,229,2020
,Wisconsin,55,2020,2020,45-49 years,45-49,14,2020
,Wyoming,56,2020,2020,15 - 17 years,15-17,54,2020
,Wyoming,56,2020,2020,18 - 19 years,18-19,232,2020
,Wyoming,56,2020,2020,20-24 years,20-24,784,2020
,Wyoming,56,2020,2020,25-29 years,25-29,648,2020
,Wyoming,56,2020,2020,30-34 years,30-34,354,2020
,Wyoming,56,2020,2020,35-39 years,35-39,131,2020
,Wyoming,56,2020,2020,40-44 years,40-44,27,2020
---,,,,,,,,2020
"Dataset: Natality, 2007-2024",,,,,,,,2020
Query Parameters:,,,,,,,,2020
Live Birth Order: 1st child born alive to mother,,,,,,,,2020
Year: 2020,,,,,,,,2020
Group By: State; Year; Age of Mother 10,,,,,,,,2020
Show Totals: Disabled,,,,,,,,2020
Show Zero Values: False,,,,,,,,2020
Show Suppressed: False,,,,,,,,2020
"Calculate Rates Per: 1,000",,,,,,,,2020
Population Option: No populations shown because rates were not selected.,,,,,,,,2020
---,,,,,,,,2020
Help: See http://wonder.cdc.gov/wonder/help/natality.html for more information.,,,,,,,,2020
---,,,,,,,,2020
"Query Date: Mar 28, 2026 5:18:33 AM",,,,,,,,2020
---,,,,,,,,2020
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics",,,,,,,,2020
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2007-2024, as compiled from data provided by",,,,,,,,2020
the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at,,,,,,,,2020
"http://wonder.cdc.gov/natality-current.html on Mar 28, 2026 5:18:33 AM",,,,,,,,2020
---,,,,,,,,2020
Messages:,,,,,,,,2020
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,,2020
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,,2020
2. Rows with zero Births are hidden. Use Quick Options above to show zero rows.,,,,,,,,2020
3. Rows with suppressed Births are hidden. Use Quick Options above to show suppressed rows.,,,,,,,,2020
---,,,,,,,,2020
Caveats:,,,,,,,,2020
1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:,,,,,,,,2020
http://wonder.cdc.gov/wonder/help/natality.html#Assurance of Confidentiality.,,,,,,,,2020
2. Each birth record represents one liveborn infant.,,,,,,,,2020
,Alabama,01,2021,2021,Under 15 years,15-,57,2021
,Alabama,01,2021,2021,15 - 17 years,15-17,874,2021
,Alabama,01,2021,2021,18 - 19 years,18-19,2204,2021
,Alabama,01,2021,2021,20-24 years,20-24,7573,2021
,Alabama,01,2021,2021,25-29 years,25-29,6559,2021
,Alabama,01,2021,2021,30-34 years,30-34,3317,2021
,Alabama,01,2021,2021,35-39 years,35-39,1089,2021
,Alabama,01,2021,2021,40-44 years,40-44,164,2021
,Alabama,01,2021,2021,45-49 years,45-49,12,2021
,Alaska,02,2021,2021,15 - 17 years,15-17,88,2021
,Alaska,02,2021,2021,18 - 19 years,18-19,232,2021
,Alaska,02,2021,2021,20-24 years,20-24,1037,2021
,Alaska,02,2021,2021,25-29 years,25-29,908,2021
,Alaska,02,2021,2021,30-34 years,30-34,678,2021
,Alaska,02,2021,2021,35-39 years,35-39,276,2021
,Alaska,02,2021,2021,40-44 years,40-44,45,2021
,Arizona,04,2021,2021,Under 15 years,15-,44,2021
,Arizona,04,2021,2021,15 - 17 years,15-17,819,2021
,Arizona,04,2021,2021,18 - 19 years,18-19,2205,2021
,Arizona,04,2021,2021,20-24 years,20-24,8719,2021
,Arizona,04,2021,2021,25-29 years,25-29,8414,2021
,Arizona,04,2021,2021,30-34 years,30-34,5897,2021
,Arizona,04,2021,2021,35-39 years,35-39,2185,2021
,Arizona,04,2021,2021,40-44 years,40-44,409,2021
,Arizona,04,2021,2021,45-49 years,45-49,34,2021
,Arkansas,05,2021,2021,Under 15 years,15-,32,2021
,Arkansas,05,2021,2021,15 - 17 years,15-17,570,2021
,Arkansas,05,2021,2021,18 - 19 years,18-19,1594,2021
,Arkansas,05,2021,2021,20-24 years,20-24,4997,2021
,Arkansas,05,2021,2021,25-29 years,25-29,3588,2021
,Arkansas,05,2021,2021,30-34 years,30-34,1890,2021
,Arkansas,05,2021,2021,35-39 years,35-39,566,2021
,Arkansas,05,2021,2021,40-44 years,40-44,95,2021
,California,06,2021,2021,Under 15 years,15-,129,2021
,California,06,2021,2021,15 - 17 years,15-17,2743,2021
,California,06,2021,2021,18 - 19 years,18-19,8006,2021
,California,06,2021,2021,20-24 years,20-24,34102,2021
,California,06,2021,2021,25-29 years,25-29,42859,2021
,California,06,2021,2021,30-34 years,30-34,49442,2021
,California,06,2021,2021,35-39 years,35-39,23505,2021
,California,06,2021,2021,40-44 years,40-44,4824,2021
,California,06,2021,2021,45-49 years,45-49,460,2021
,California,06,2021,2021,50 years and over,50+,77,2021
,Colorado,08,2021,2021,Under 15 years,15-,31,2021
,Colorado,08,2021,2021,15 - 17 years,15-17,507,2021
,Colorado,08,2021,2021,18 - 19 years,18-19,1317,2021
,Colorado,08,2021,2021,20-24 years,20-24,5616,2021
,Colorado,08,2021,2021,25-29 years,25-29,7000,2021
,Colorado,08,2021,2021,30-34 years,30-34,7974,2021
,Colorado,08,2021,2021,35-39 years,35-39,3346,2021
,Colorado,08,2021,2021,40-44 years,40-44,519,2021
,Colorado,08,2021,2021,45-49 years,45-49,39,2021
,Connecticut,09,2021,2021,Under 15 years,15-,11,2021
,Connecticut,09,2021,2021,15 - 17 years,15-17,191,2021
,Connecticut,09,2021,2021,18 - 19 years,18-19,542,2021
,Connecticut,09,2021,2021,20-24 years,20-24,2355,2021
,Connecticut,09,2021,2021,25-29 years,25-29,3748,2021
,Connecticut,09,2021,2021,30-34 years,30-34,5030,2021
,Connecticut,09,2021,2021,35-39 years,35-39,1865,2021
,Connecticut,09,2021,2021,40-44 years,40-44,310,2021
,Connecticut,09,2021,2021,45-49 years,45-49,35,2021
,Delaware,10,2021,2021,15 - 17 years,15-17,75,2021
,Delaware,10,2021,2021,18 - 19 years,18-19,296,2021
,Delaware,10,2021,2021,20-24 years,20-24,1094,2021
,Delaware,10,2021,2021,25-29 years,25-29,1182,2021
,Delaware,10,2021,2021,30-34 years,30-34,1026,2021
,Delaware,10,2021,2021,35-39 years,35-39,343,2021
,Delaware,10,2021,2021,40-44 years,40-44,61,2021
,District of Columbia,11,2021,2021,15 - 17 years,15-17,57,2021
,District of Columbia,11,2021,2021,18 - 19 years,18-19,159,2021
,District of Columbia,11,2021,2021,20-24 years,20-24,568,2021
,District of Columbia,11,2021,2021,25-29 years,25-29,590,2021
,District of Columbia,11,2021,2021,30-34 years,30-34,1408,2021
,District of Columbia,11,2021,2021,35-39 years,35-39,890,2021
,District of Columbia,11,2021,2021,40-44 years,40-44,202,2021
,District of Columbia,11,2021,2021,45-49 years,45-49,17,2021
,Florida,12,2021,2021,Under 15 years,15-,94,2021
,Florida,12,2021,2021,15 - 17 years,15-17,1783,2021
,Florida,12,2021,2021,18 - 19 years,18-19,5150,2021
,Florida,12,2021,2021,20-24 years,20-24,21361,2021
,Florida,12,2021,2021,25-29 years,25-29,24697,2021
,Florida,12,2021,2021,30-34 years,30-34,21815,2021
,Florida,12,2021,2021,35-39 years,35-39,8952,2021
,Florida,12,2021,2021,40-44 years,40-44,1823,2021
,Florida,12,2021,2021,45-49 years,45-49,164,2021
,Florida,12,2021,2021,50 years and over,50+,21,2021
,Georgia,13,2021,2021,Under 15 years,15-,77,2021
,Georgia,13,2021,2021,15 - 17 years,15-17,1438,2021
,Georgia,13,2021,2021,18 - 19 years,18-19,3776,2021
,Georgia,13,2021,2021,20-24 years,20-24,14006,2021
,Georgia,13,2021,2021,25-29 years,25-29,13705,2021
,Georgia,13,2021,2021,30-34 years,30-34,10058,2021
,Georgia,13,2021,2021,35-39 years,35-39,3724,2021
,Georgia,13,2021,2021,40-44 years,40-44,804,2021
,Georgia,13,2021,2021,45-49 years,45-49,70,2021
,Georgia,13,2021,2021,50 years and over,50+,11,2021
,Hawaii,15,2021,2021,15 - 17 years,15-17,79,2021
,Hawaii,15,2021,2021,18 - 19 years,18-19,324,2021
,Hawaii,15,2021,2021,20-24 years,20-24,1508,2021
,Hawaii,15,2021,2021,25-29 years,25-29,1595,2021
,Hawaii,15,2021,2021,30-34 years,30-34,1557,2021
,Hawaii,15,2021,2021,35-39 years,35-39,749,2021
,Hawaii,15,2021,2021,40-44 years,40-44,195,2021
,Hawaii,15,2021,2021,45-49 years,45-49,12,2021
,Idaho,16,2021,2021,15 - 17 years,15-17,168,2021
,Idaho,16,2021,2021,18 - 19 years,18-19,520,2021
,Idaho,16,2021,2021,20-24 years,20-24,2910,2021
,Idaho,16,2021,2021,25-29 years,25-29,2478,2021
,Idaho,16,2021,2021,30-34 years,30-34,1383,2021
,Idaho,16,2021,2021,35-39 years,35-39,453,2021
,Idaho,16,2021,2021,40-44 years,40-44,85,2021
,Illinois,17,2021,2021,Under 15 years,15-,59,2021
,Illinois,17,2021,2021,15 - 17 years,15-17,1017,2021
,Illinois,17,2021,2021,18 - 19 years,18-19,2858,2021
,Illinois,17,2021,2021,20-24 years,20-24,11154,2021
,Illinois,17,2021,2021,25-29 years,25-29,13893,2021
,Illinois,17,2021,2021,30-34 years,30-34,14397,2021
,Illinois,17,2021,2021,35-39 years,35-39,5453,2021
,Illinois,17,2021,2021,40-44 years,40-44,1008,2021
,Illinois,17,2021,2021,45-49 years,45-49,82,2021
,Indiana,18,2021,2021,Under 15 years,15-,38,2021
,Indiana,18,2021,2021,15 - 17 years,15-17,861,2021
,Indiana,18,2021,2021,18 - 19 years,18-19,2345,2021
,Indiana,18,2021,2021,20-24 years,20-24,9139,2021
,Indiana,18,2021,2021,25-29 years,25-29,8895,2021
,Indiana,18,2021,2021,30-34 years,30-34,5198,2021
,Indiana,18,2021,2021,35-39 years,35-39,1624,2021
,Indiana,18,2021,2021,40-44 years,40-44,274,2021
,Indiana,18,2021,2021,45-49 years,45-49,14,2021
,Iowa,19,2021,2021,Under 15 years,15-,19,2021
,Iowa,19,2021,2021,15 - 17 years,15-17,273,2021
,Iowa,19,2021,2021,18 - 19 years,18-19,865,2021
,Iowa,19,2021,2021,20-24 years,20-24,3556,2021
,Iowa,19,2021,2021,25-29 years,25-29,4498,2021
,Iowa,19,2021,2021,30-34 years,30-34,2526,2021
,Iowa,19,2021,2021,35-39 years,35-39,740,2021
,Iowa,19,2021,2021,40-44 years,40-44,125,2021
,Kansas,20,2021,2021,Under 15 years,15-,15,2021
,Kansas,20,2021,2021,15 - 17 years,15-17,324,2021
,Kansas,20,2021,2021,18 - 19 years,18-19,1043,2021
,Kansas,20,2021,2021,20-24 years,20-24,3755,2021
,Kansas,20,2021,2021,25-29 years,25-29,3812,2021
,Kansas,20,2021,2021,30-34 years,30-34,2307,2021
,Kansas,20,2021,2021,35-39 years,35-39,720,2021
,Kansas,20,2021,2021,40-44 years,40-44,98,2021
,Kentucky,21,2021,2021,Under 15 years,15-,43,2021
,Kentucky,21,2021,2021,15 - 17 years,15-17,638,2021
,Kentucky,21,2021,2021,18 - 19 years,18-19,2047,2021
,Kentucky,21,2021,2021,20-24 years,20-24,6621,2021
,Kentucky,21,2021,2021,25-29 years,25-29,5658,2021
,Kentucky,21,2021,2021,30-34 years,30-34,3227,2021
,Kentucky,21,2021,2021,35-39 years,35-39,985,2021
,Kentucky,21,2021,2021,40-44 years,40-44,155,2021
,Kentucky,21,2021,2021,45-49 years,45-49,11,2021
,Louisiana,22,2021,2021,Under 15 years,15-,67,2021
,Louisiana,22,2021,2021,15 - 17 years,15-17,888,2021
,Louisiana,22,2021,2021,18 - 19 years,18-19,2116,2021
,Louisiana,22,2021,2021,20-24 years,20-24,7205,2021
,Louisiana,22,2021,2021,25-29 years,25-29,5573,2021
,Louisiana,22,2021,2021,30-34 years,30-34,3258,2021
,Louisiana,22,2021,2021,35-39 years,35-39,1199,2021
,Louisiana,22,2021,2021,40-44 years,40-44,211,2021
,Louisiana,22,2021,2021,45-49 years,45-49,14,2021
,Maine,23,2021,2021,15 - 17 years,15-17,71,2021
,Maine,23,2021,2021,18 - 19 years,18-19,197,2021
,Maine,23,2021,2021,20-24 years,20-24,1124,2021
,Maine,23,2021,2021,25-29 years,25-29,1492,2021
,Maine,23,2021,2021,30-34 years,30-34,1369,2021
,Maine,23,2021,2021,35-39 years,35-39,541,2021
,Maine,23,2021,2021,40-44 years,40-44,64,2021
