fips,cbsa,metarea,metareano,state_fips,year,asfr_15_19,asfr_20_24,asfr_25_29,asfr_30_34,asfr_35_39,asfr_40_44,gfr_15_44,first_birth_proxy,first_births_total,first_birth_rate_15_44,mean_age_first_birth,median_age_first_birth,share_first_birth_15_19,share_first_birth_20_24,share_first_birth_25_29,share_first_birth_30_34,share_first_birth_35_44,share_first_birth_30_plus,completed_fertility_proxy
,,Michigan,,26,2016,,,,,,,,,41755,,26.328344,27.000000,0.115028,0.290528,0.314813,0.204095,0.075536,0.279631,
,,Michigan,,26,2017,,,,,,,,,41015,,26.478630,27.000000,0.110130,0.280897,0.321419,0.208826,0.078727,0.287553,
,,Michigan,,26,2018,,,,,,,,,40713,,26.627244,27.000000,0.104905,0.273967,0.323926,0.217031,0.080171,0.297202,
,,Michigan,,26,2019,,,,,,,,,40124,,26.733264,27.000000,0.099990,0.273851,0.319634,0.224055,0.082469,0.306525,
,,Michigan,,26,2020,,,,,,,,,38966,,26.962929,27.000000,0.093235,0.263101,0.319484,0.236591,0.087589,0.324180,
,,Michigan,,26,2021,,,,,,,,,38554,,27.147948,27.000000,0.086113,0.255745,0.319915,0.247393,0.090834,0.338227,
,,Michigan,,26,2022,,,,,,,,,38070,,27.289441,27.000000,0.081350,0.250512,0.323325,0.248174,0.096638,0.344812,
,,Michigan,,26,2023,,,,,,,,,37844,,27.467485,27.000000,0.077740,0.240461,0.322587,0.258350,0.100861,0.359211,
,,Michigan,,26,2024,,,,,,,,,38132,,27.535180,27.000000,0.074557,0.240716,0.321882,0.258392,0.104453,0.362845,
,,Minnesota,,27,2007,,,,,,,,,29293,,25.896648,27.000000,0.149694,0.277916,0.321783,0.176322,0.074284,0.250606,
,,Minnesota,,27,2008,,,,,,,,,28572,,26.045867,27.000000,0.140942,0.269985,0.333018,0.181961,0.074094,0.256055,
,,Minnesota,,27,2009,,,,,,,,,27564,,26.244159,27.000000,0.131512,0.265709,0.335873,0.189668,0.077238,0.266906,
,,Minnesota,,27,2010,,,,,,,,,26611,,26.406824,27.000000,0.127391,0.252753,0.339296,0.204803,0.075758,0.280561,
,,Minnesota,,27,2011,,,,,,,,,26985,,26.861812,27.000000,0.109691,0.237910,0.341301,0.224977,0.086122,0.311099,
,,Minnesota,,27,2012,,,,,,,,,27231,,26.979123,27.000000,0.103926,0.236826,0.336271,0.236752,0.086225,0.322977,
,,Minnesota,,27,2013,,,,,,,,,26380,,27.063362,27.000000,0.096702,0.235330,0.340447,0.242039,0.085481,0.327521,
,,Minnesota,,27,2014,,,,,,,,,26559,,27.253078,27.000000,0.089235,0.231108,0.334576,0.258858,0.086223,0.345081,
,,Minnesota,,27,2015,,,,,,,,,25588,,27.491246,27.000000,0.079569,0.222057,0.341762,0.263405,0.093208,0.356612,
,,Minnesota,,27,2016,,,,,,,,,25136,,27.632499,27.000000,0.075350,0.217218,0.342616,0.264123,0.100692,0.364815,
,,Minnesota,,27,2017,,,,,,,,,24682,,27.805972,27.000000,0.072239,0.208492,0.336885,0.278219,0.104165,0.382384,
,,Minnesota,,27,2018,,,,,,,,,23727,,27.899376,27.000000,0.065453,0.207654,0.339992,0.281578,0.105323,0.386901,
,,Minnesota,,27,2019,,,,,,,,,22745,,27.914333,27.000000,0.067224,0.207738,0.334139,0.285865,0.105034,0.390899,
,,Minnesota,,27,2020,,,,,,,,,22129,,28.000068,27.000000,0.063130,0.202901,0.338289,0.288942,0.106738,0.395680,
,,Minnesota,,27,2021,,,,,,,,,22231,,28.145090,27.000000,0.062345,0.195538,0.333228,0.294409,0.114480,0.408888,
,,Minnesota,,27,2022,,,,,,,,,22444,,28.220705,27.000000,0.058590,0.196801,0.332160,0.294021,0.118428,0.412449,
,,Minnesota,,27,2023,,,,,,,,,22391,,28.210620,27.000000,0.057746,0.201911,0.331071,0.288955,0.120316,0.409272,
,,Minnesota,,27,2024,,,,,,,,,22275,,28.305746,27.000000,0.055892,0.202694,0.323906,0.290774,0.126734,0.417508,
,,Mississippi,,28,2007,,,,,,,,,18412,,22.725342,22.000000,0.334510,0.357756,0.202205,0.074028,0.031501,0.105529,
,,Mississippi,,28,2008,,,,,,,,,17650,,22.903654,22.000000,0.318357,0.363909,0.205949,0.079547,0.032238,0.111785,
,,Mississippi,,28,2009,,,,,,,,,17101,,22.904742,22.000000,0.326765,0.352552,0.203848,0.084030,0.032805,0.116835,
,,Mississippi,,28,2010,,,,,,,,,15809,,23.040167,22.000000,0.308748,0.355304,0.220950,0.084952,0.030046,0.114998,
,,Mississippi,,28,2011,,,,,,,,,15651,,23.280557,22.000000,0.278129,0.373970,0.227206,0.090729,0.029966,0.120695,
,,Mississippi,,28,2012,,,,,,,,,15222,,23.504434,22.000000,0.262055,0.384969,0.218171,0.098147,0.036657,0.134805,
,,Mississippi,,28,2013,,,,,,,,,14848,,23.719525,22.000000,0.245353,0.383284,0.229997,0.103785,0.037581,0.141366,
,,Mississippi,,28,2014,,,,,,,,,14718,,23.879094,22.000000,0.219052,0.401345,0.237464,0.104974,0.037165,0.142139,
,,Mississippi,,28,2015,,,,,,,,,14221,,24.033296,22.000000,0.211940,0.395120,0.243443,0.105759,0.043738,0.149497,
,,Mississippi,,28,2016,,,,,,,,,13772,,24.150269,22.000000,0.202004,0.393915,0.250000,0.112692,0.041388,0.154081,
,,Mississippi,,28,2017,,,,,,,,,13535,,24.222386,22.000000,0.195493,0.395641,0.255486,0.110972,0.042409,0.153380,
,,Mississippi,,28,2018,,,,,,,,,13177,,24.419936,22.000000,0.181149,0.394855,0.263262,0.112924,0.047811,0.160735,
,,Mississippi,,28,2019,,,,,,,,,13115,,24.339573,22.000000,0.185665,0.394205,0.262905,0.113992,0.043233,0.157225,
,,Mississippi,,28,2020,,,,,,,,,13003,,24.368223,22.000000,0.179266,0.400215,0.266938,0.107744,0.045836,0.153580,
,,Mississippi,,28,2021,,,,,,,,,12758,,24.507329,22.000000,0.171265,0.393243,0.272848,0.118592,0.044051,0.162643,
,,Mississippi,,28,2022,,,,,,,,,12814,,24.518300,22.000000,0.180428,0.382004,0.271812,0.118230,0.047526,0.165756,
,,Mississippi,,28,2023,,,,,,,,,12973,,24.589494,22.000000,0.173283,0.382024,0.276189,0.122023,0.046481,0.168504,
,,Mississippi,,28,2024,,,,,,,,,12612,,24.822114,22.000000,0.160324,0.378766,0.279416,0.130669,0.050825,0.181494,
,,Missouri,,29,2007,,,,,,,,,32427,,24.259876,22.000000,0.230456,0.340241,0.261387,0.119222,0.048694,0.167916,
,,Missouri,,29,2008,,,,,,,,,31977,,24.298918,22.000000,0.231979,0.330706,0.268380,0.121118,0.047816,0.168934,
,,Missouri,,29,2009,,,,,,,,,31561,,24.412376,22.000000,0.220240,0.336586,0.267324,0.130382,0.045468,0.175850,
,,Missouri,,29,2010,,,,,,,,,30714,,24.696506,22.000000,0.206421,0.328157,0.274630,0.140359,0.050433,0.190792,
,,Missouri,,29,2011,,,,,,,,,30290,,24.929052,22.000000,0.189534,0.326213,0.281611,0.150512,0.052129,0.202641,
,,Missouri,,29,2012,,,,,,,,,29760,,25.076243,22.000000,0.177856,0.329133,0.283132,0.155880,0.053999,0.209879,
,,Missouri,,29,2013,,,,,,,,,28915,,25.237403,27.000000,0.166246,0.328273,0.286045,0.164932,0.054505,0.219436,
,,Missouri,,29,2014,,,,,,,,,28408,,25.388113,27.000000,0.155625,0.328077,0.288369,0.170903,0.057026,0.227929,
,,Missouri,,29,2015,,,,,,,,,27901,,25.526361,27.000000,0.145228,0.326978,0.292964,0.177377,0.057453,0.234830,
,,Missouri,,29,2016,,,,,,,,,27529,,25.721003,27.000000,0.137564,0.320607,0.296669,0.182244,0.062915,0.245160,
,,Missouri,,29,2017,,,,,,,,,26389,,25.852079,27.000000,0.135966,0.311001,0.302361,0.181288,0.069385,0.250673,
,,Missouri,,29,2018,,,,,,,,,26713,,25.908808,27.000000,0.131808,0.309213,0.305282,0.185415,0.068281,0.253697,
,,Missouri,,29,2019,,,,,,,,,25917,,26.000945,27.000000,0.125709,0.309141,0.307173,0.187406,0.070571,0.257977,
,,Missouri,,29,2020,,,,,,,,,25037,,26.097496,27.000000,0.120462,0.311419,0.300076,0.194951,0.073092,0.268043,
,,Missouri,,29,2021,,,,,,,,,24799,,26.269688,27.000000,0.114077,0.300456,0.309206,0.201298,0.074963,0.276261,
,,Missouri,,29,2022,,,,,,,,,25319,,26.333643,27.000000,0.110905,0.299498,0.309491,0.202378,0.077728,0.280106,
,,Missouri,,29,2023,,,,,,,,,25049,,26.360992,27.000000,0.110304,0.299014,0.308116,0.202164,0.080402,0.282566,
,,Missouri,,29,2024,,,,,,,,,25457,,26.365774,27.000000,0.109675,0.297325,0.310641,0.205523,0.076835,0.282358,
,,Montana,,30,2007,,,,,,,,,4964,,24.720488,22.000000,0.202055,0.340653,0.260475,0.141217,0.055600,0.196817,
,,Montana,,30,2008,,,,,,,,,5097,,24.619874,22.000000,0.211693,0.333922,0.269178,0.129292,0.055915,0.185207,
,,Montana,,30,2009,,,,,,,,,4912,,24.570134,22.000000,0.212337,0.340187,0.258958,0.135586,0.052932,0.188518,
,,Montana,,30,2010,,,,,,,,,4707,,24.896643,22.000000,0.201615,0.330571,0.258339,0.148077,0.061398,0.209475,
,,Montana,,30,2011,,,,,,,,,4625,,25.088865,22.000000,0.167351,0.343568,0.281730,0.155243,0.052108,0.207351,
,,Montana,,30,2012,,,,,,,,,4683,,25.271407,27.000000,0.165492,0.326927,0.288917,0.159513,0.059150,0.218663,
,,Montana,,30,2013,,,,,,,,,4654,,25.385153,27.000000,0.158573,0.328749,0.282338,0.169961,0.060378,0.230339,
,,Montana,,30,2014,,,,,,,,,4624,,25.773789,27.000000,0.149221,0.311419,0.278547,0.191609,0.069204,0.260813,
,,Montana,,30,2015,,,,,,,,,4685,,25.915795,27.000000,0.137033,0.311846,0.285806,0.195731,0.069584,0.265315,
,,Montana,,30,2016,,,,,,,,,4514,,26.052725,27.000000,0.134249,0.303057,0.293310,0.190740,0.078644,0.269384,
,,Montana,,30,2017,,,,,,,,,4425,,26.261695,27.000000,0.123616,0.299435,0.291299,0.203390,0.082260,0.285650,
,,Montana,,30,2018,,,,,,,,,4133,,26.512824,27.000000,0.106702,0.295427,0.300750,0.212195,0.084926,0.297121,
,,Montana,,30,2019,,,,,,,,,4005,,26.567041,27.000000,0.105868,0.293633,0.305119,0.203995,0.091386,0.295381,
,,Montana,,30,2020,,,,,,,,,3964,,26.916372,27.000000,0.091826,0.286579,0.297931,0.223764,0.099899,0.323663,
,,Montana,,30,2021,,,,,,,,,4263,,27.121980,27.000000,0.089139,0.265306,0.304715,0.242083,0.098757,0.340840,
,,Montana,,30,2022,,,,,,,,,4339,,27.233233,27.000000,0.080203,0.266882,0.315050,0.231851,0.106015,0.337866,
,,Montana,,30,2023,,,,,,,,,4374,,27.229652,27.000000,0.078418,0.268861,0.312986,0.234568,0.105167,0.339735,
,,Montana,,30,2024,,,,,,,,,4483,,27.376645,27.000000,0.075619,0.261209,0.323444,0.221503,0.118224,0.339728,
,,Nebraska,,31,2007,,,,,,,,,9867,,24.736951,22.000000,0.188608,0.335867,0.293301,0.134995,0.047228,0.182224,
,,Nebraska,,31,2008,,,,,,,,,9954,,24.752110,22.000000,0.191079,0.321680,0.313743,0.125779,0.047720,0.173498,
,,Nebraska,,31,2009,,,,,,,,,10036,,24.914707,22.000000,0.182941,0.319051,0.309785,0.138402,0.049821,0.188222,
,,Nebraska,,31,2010,,,,,,,,,9785,,25.035258,27.000000,0.169545,0.317322,0.328155,0.136842,0.048135,0.184977,
,,Nebraska,,31,2011,,,,,,,,,9480,,25.305169,27.000000,0.153903,0.311814,0.329219,0.158650,0.046414,0.205063,
,,Nebraska,,31,2012,,,,,,,,,9512,,25.530540,27.000000,0.148024,0.300357,0.330635,0.169786,0.051198,0.220984,
,,Nebraska,,31,2013,,,,,,,,,9486,,25.619914,27.000000,0.139996,0.302340,0.332701,0.171938,0.053026,0.224963,
,,Nebraska,,31,2014,,,,,,,,,9523,,25.917673,27.000000,0.127061,0.292240,0.333823,0.190171,0.056705,0.246876,
,,Nebraska,,31,2015,,,,,,,,,9257,,26.052825,27.000000,0.122934,0.286810,0.340067,0.185913,0.064276,0.250189,
,,Nebraska,,31,2016,,,,,,,,,8860,,26.189673,27.000000,0.115801,0.276975,0.349097,0.195372,0.062754,0.258126,
,,Nebraska,,31,2017,,,,,,,,,8657,,26.133476,27.000000,0.109622,0.294213,0.344461,0.188056,0.063648,0.251704,
,,Nebraska,,31,2018,,,,,,,,,8600,,26.352151,27.000000,0.105698,0.276628,0.349535,0.203488,0.064651,0.268140,
,,Nebraska,,31,2019,,,,,,,,,8583,,26.402889,27.000000,0.097169,0.281254,0.353606,0.202144,0.065828,0.267972,
,,Nebraska,,31,2020,,,,,,,,,8360,,26.440789,27.000000,0.102392,0.274402,0.350120,0.203708,0.069378,0.273086,
,,Nebraska,,31,2021,,,,,,,,,8388,,26.585241,27.000000,0.096447,0.271340,0.352170,0.204816,0.075227,0.280043,
,,Nebraska,,31,2022,,,,,,,,,8412,,26.627675,27.000000,0.094983,0.269615,0.348906,0.212197,0.074299,0.286495,
,,Nebraska,,31,2023,,,,,,,,,8502,,26.730828,27.000000,0.091978,0.267349,0.346860,0.214655,0.079158,0.293813,
,,Nebraska,,31,2024,,,,,,,,,8835,,26.661743,27.000000,0.097001,0.268251,0.350311,0.200226,0.084211,0.284437,
,,Nevada,,32,2007,,,,,,,,,15250,,24.730656,22.000000,0.225836,0.320066,0.242361,0.138951,0.072787,0.211738,
,,Nevada,,32,2008,,,,,,,,,14579,,24.725701,22.000000,0.230811,0.315385,0.243570,0.134440,0.075794,0.210234,
,,Nevada,,32,2009,,,,,,,,,14004,,24.936982,22.000000,0.218366,0.310626,0.248215,0.146458,0.076335,0.222793,
,,Nevada,,32,2010,,,,,,,,,13872,,25.293793,22.000000,0.199971,0.300750,0.261318,0.157079,0.080882,0.237961,
,,Nevada,,32,2011,,,,,,,,,13603,,25.537492,27.000000,0.182386,0.301551,0.262589,0.170477,0.082996,0.253473,
,,Nevada,,32,2012,,,,,,,,,13014,,25.510373,27.000000,0.178346,0.312894,0.258260,0.168203,0.082296,0.250499,
,,Nevada,,32,2013,,,,,,,,,13050,,25.819847,27.000000,0.162682,0.310192,0.259080,0.180153,0.087893,0.268046,
,,Nevada,,32,2014,,,,,,,,,13277,,25.928523,27.000000,0.153574,0.308654,0.264442,0.185283,0.088047,0.273330,
,,Nevada,,32,2015,,,,,,,,,13390,,26.001942,27.000000,0.146527,0.310306,0.268036,0.185661,0.089470,0.275131,
,,Nevada,,32,2016,,,,,,,,,13330,,26.305026,27.000000,0.130308,0.302401,0.275619,0.197599,0.094074,0.291673,
,,Nevada,,32,2017,,,,,,,,,13250,,26.434415,27.000000,0.121887,0.303245,0.277811,0.198642,0.098415,0.297057,
,,Nevada,,32,2018,,,,,,,,,12984,,26.492837,27.000000,0.115296,0.310844,0.277495,0.192776,0.103589,0.296365,
,,Nevada,,32,2019,,,,,,,,,12807,,26.650191,27.000000,0.109237,0.293199,0.292652,0.204419,0.100492,0.304911,
,,Nevada,,32,2020,,,,,,,,,12592,,26.886793,27.000000,0.103478,0.284228,0.287881,0.217519,0.106893,0.324412,
,,Nevada,,32,2021,,,,,,,,,12398,,27.180876,27.000000,0.092757,0.272060,0.296419,0.222536,0.116228,0.338764,
,,Nevada,,32,2022,,,,,,,,,12475,,27.250741,27.000000,0.090100,0.272144,0.292425,0.226373,0.118958,0.345331,
,,Nevada,,32,2023,,,,,,,,,11993,,27.387726,27.000000,0.090053,0.265405,0.285000,0.233553,0.125990,0.359543,
,,Nevada,,32,2024,,,,,,,,,12084,,27.600132,27.000000,0.081347,0.257779,0.287984,0.242221,0.130669,0.372890,
,,New Hampshire,,33,2007,,,,,,,,,6165,,26.659448,27.000000,0.130900,0.260665,0.300730,0.204055,0.103650,0.307705,
,,New Hampshire,,33,2008,,,,,,,,,5886,,26.489297,27.000000,0.133537,0.275909,0.286782,0.208631,0.095141,0.303772,
,,New Hampshire,,33,2009,,,,,,,,,5773,,26.662394,27.000000,0.116750,0.269704,0.306253,0.213927,0.093366,0.307293,
,,New Hampshire,,33,2010,,,,,,,,,5670,,26.784039,27.000000,0.113228,0.267901,0.296473,0.230688,0.091711,0.322399,
,,New Hampshire,,33,2011,,,,,,,,,5719,,26.905665,27.000000,0.099143,0.260360,0.325407,0.226263,0.088827,0.315090,
,,New Hampshire,,33,2012,,,,,,,,,5358,,27.032008,27.000000,0.101904,0.253266,0.312057,0.234416,0.098358,0.332773,
,,New Hampshire,,33,2013,,,,,,,,,5301,,27.284286,27.000000,0.093945,0.242973,0.312017,0.249953,0.101113,0.351066,
,,New Hampshire,,33,2014,,,,,,,,,5322,,27.417324,27.000000,0.078730,0.244457,0.316422,0.265502,0.094889,0.360391,
,,New Hampshire,,33,2015,,,,,,,,,5261,,27.667364,27.000000,0.077742,0.218970,0.324463,0.278844,0.099981,0.378825,
,,New Hampshire,,33,2016,,,,,,,,,5238,,27.809374,27.000000,0.067392,0.222986,0.319206,0.285032,0.105384,0.390416,
,,New Hampshire,,33,2017,,,,,,,,,5119,,27.997363,27.000000,0.060949,0.205900,0.339910,0.285603,0.107638,0.393241,
,,New Hampshire,,33,2018,,,,,,,,,5074,,28.284095,27.000000,0.056563,0.196098,0.323808,0.307647,0.115885,0.423532,
,,New Hampshire,,33,2019,,,,,,,,,4858,,28.306093,27.000000,0.049403,0.192878,0.337999,0.314121,0.105599,0.419720,
,,New Hampshire,,33,2020,,,,,,,,,4973,,28.561834,27.000000,0.049869,0.188820,0.315504,0.317313,0.128494,0.445807,
,,New Hampshire,,33,2021,,,,,,,,,5317,,29.017679,27.000000,0.038932,0.156667,0.327628,0.341358,0.135415,0.476773,
,,New Hampshire,,33,2022,,,,,,,,,5125,,29.279805,32.000000,0.031415,0.152000,0.316098,0.355902,0.144585,0.500488,
,,New Hampshire,,33,2023,,,,,,,,,5088,,29.349450,32.000000,0.031643,0.147799,0.311124,0.363994,0.145440,0.509434,
,,New Hampshire,,33,2024,,,,,,,,,4959,,29.517443,32.000000,0.033474,0.143376,0.303489,0.359145,0.160516,0.519661,
,,New Jersey,,34,2007,,,,,,,,,47367,,27.280068,27.000000,0.129563,0.223172,0.275466,0.246268,0.125530,0.371799,
,,New Jersey,,34,2008,,,,,,,,,46391,,27.349701,27.000000,0.125714,0.222090,0.278222,0.247376,0.126598,0.373973,
,,New Jersey,,34,2009,,,,,,,,,45106,,27.418126,27.000000,0.119629,0.222764,0.279763,0.252627,0.125216,0.377843,
,,New Jersey,,34,2010,,,,,,,,,43601,,27.526811,27.000000,0.112796,0.223642,0.278824,0.257334,0.127405,0.384739,
,,New Jersey,,34,2011,,,,,,,,,42927,,27.614101,27.000000,0.105714,0.221283,0.284134,0.263960,0.124910,0.388869,
,,New Jersey,,34,2012,,,,,,,,,42153,,27.808258,27.000000,0.095960,0.219605,0.283017,0.271487,0.129931,0.401419,
,,New Jersey,,34,2013,,,,,,,,,41048,,28.066337,27.000000,0.086435,0.211947,0.279989,0.286737,0.134891,0.421628,
,,New Jersey,,34,2014,,,,,,,,,41466,,28.273742,27.000000,0.075845,0.206917,0.281001,0.300270,0.135967,0.436237,
,,New Jersey,,34,2015,,,,,,,,,41726,,28.494608,27.000000,0.068423,0.199780,0.281791,0.306236,0.143771,0.450007,
,,New Jersey,,34,2016,,,,,,,,,41198,,28.624606,27.000000,0.063377,0.195568,0.283412,0.310331,0.147313,0.457644,
,,New Jersey,,34,2017,,,,,,,,,40897,,28.804631,27.000000,0.059687,0.187936,0.281023,0.319265,0.152089,0.471355,
,,New Jersey,,34,2018,,,,,,,,,40465,,28.875312,27.000000,0.062152,0.185741,0.270851,0.323292,0.157964,0.481255,
,,New Jersey,,34,2019,,,,,,,,,38877,,28.924441,27.000000,0.059753,0.181778,0.270597,0.332073,0.155799,0.487872,
,,New Jersey,,34,2020,,,,,,,,,38617,,29.078424,32.000000,0.055960,0.178704,0.262993,0.340886,0.161457,0.502344,
,,New Jersey,,34,2021,,,,,,,,,39615,,29.346371,32.000000,0.050410,0.173268,0.250890,0.350574,0.174858,0.525432,
,,New Jersey,,34,2022,,,,,,,,,40369,,29.443471,32.000000,0.049320,0.171146,0.246080,0.352201,0.181253,0.533454,
,,New Jersey,,34,2023,,,,,,,,,40432,,29.464657,32.000000,0.047363,0.171597,0.247922,0.350589,0.182529,0.533117,
,,New Jersey,,34,2024,,,,,,,,,40798,,29.560432,32.000000,0.045664,0.172214,0.243737,0.348571,0.189813,0.538384,
,,New Mexico,,35,2007,,,,,,,,,11585,,23.216659,22.000000,0.323090,0.346569,0.186103,0.091325,0.052913,0.144238,
,,New Mexico,,35,2008,,,,,,,,,11363,,23.305949,22.000000,0.313738,0.347971,0.190619,0.097069,0.050603,0.147672,
,,New Mexico,,35,2009,,,,,,,,,11032,,23.346356,22.000000,0.314268,0.341733,0.199420,0.094271,0.050308,0.144579,
,,New Mexico,,35,2010,,,,,,,,,10810,,23.739778,22.000000,0.288159,0.341906,0.203885,0.107123,0.058927,0.166050,
,,New Mexico,,35,2011,,,,,,,,,11045,,24.154685,22.000000,0.259122,0.332368,0.227433,0.121684,0.059393,0.181077,
,,New Mexico,,35,2012,,,,,,,,,10043,,24.011998,22.000000,0.262870,0.348302,0.209897,0.122374,0.056557,0.178931,
,,New Mexico,,35,2013,,,,,,,,,9817,,23.998421,22.000000,0.246817,0.363859,0.217378,0.123663,0.048284,0.171947,
,,New Mexico,,35,2014,,,,,,,,,9208,,24.273784,22.000000,0.226216,0.366855,0.222307,0.132168,0.052454,0.184622,
,,New Mexico,,35,2015,,,,,,,,,9143,,24.510390,22.000000,0.207481,0.368807,0.231762,0.135404,0.056546,0.191950,
,,New Mexico,,35,2016,,,,,,,,,8784,,24.783641,22.000000,0.196494,0.352573,0.248179,0.139344,0.063411,0.202755,
,,New Mexico,,35,2017,,,,,,,,,8284,,24.864136,22.000000,0.195799,0.350314,0.239860,0.148358,0.065669,0.214027,
,,New Mexico,,35,2018,,,,,,,,,8154,,25.166605,22.000000,0.180770,0.341305,0.254108,0.150846,0.072970,0.223817,
,,New Mexico,,35,2019,,,,,,,,,8159,,25.179250,22.000000,0.175634,0.342076,0.256527,0.155534,0.070229,0.225763,
,,New Mexico,,35,2020,,,,,,,,,8093,,25.355431,22.000000,0.158161,0.353268,0.258371,0.155567,0.074632,0.230199,
,,New Mexico,,35,2021,,,,,,,,,8049,,25.811157,27.000000,0.144614,0.336936,0.258417,0.167847,0.092185,0.260032,
,,New Mexico,,35,2022,,,,,,,,,8139,,25.708502,27.000000,0.145104,0.337511,0.264529,0.170906,0.081951,0.252857,
,,New Mexico,,35,2023,,,,,,,,,7872,,25.695312,27.000000,0.141641,0.345274,0.265498,0.162729,0.084858,0.247586,
,,New Mexico,,35,2024,,,,,,,,,8215,,25.778880,27.000000,0.138405,0.347413,0.257578,0.170298,0.086306,0.256604,
,,New York,,36,2007,,,,,,,,,108349,,26.854387,27.000000,0.138931,0.262882,0.257990,0.214206,0.125991,0.340197,
,,New York,,36,2008,,,,,,,,,108891,,26.949638,27.000000,0.136393,0.262721,0.254374,0.216143,0.130369,0.346512,
,,New York,,36,2009,,,,,,,,,107513,,27.092389,27.000000,0.129156,0.257699,0.258136,0.224196,0.130812,0.355008,
,,New York,,36,2010,,,,,,,,,105035,,27.139215,27.000000,0.124616,0.258885,0.257286,0.230285,0.128928,0.359214,
,,New York,,36,2011,,,,,,,,,102472,,27.271752,27.000000,0.116822,0.254430,0.263926,0.235723,0.129099,0.364822,
,,New York,,36,2012,,,,,,,,,102098,,27.445797,27.000000,0.106682,0.254657,0.261856,0.243874,0.132931,0.376805,
,,New York,,36,2013,,,,,,,,,99298,,27.672007,27.000000,0.096286,0.249552,0.263037,0.253681,0.137445,0.391126,
,,New York,,36,2014,,,,,,,,,99033,,27.908763,27.000000,0.085719,0.237264,0.271849,0.264962,0.140206,0.405168,
,,New York,,36,2015,,,,,,,,,97619,,28.080164,27.000000,0.078837,0.234432,0.271177,0.268575,0.146980,0.415554,
,,New York,,36,2016,,,,,,,,,95266,,28.221480,27.000000,0.073164,0.227342,0.277276,0.271618,0.150599,0.422218,
,,New York,,36,2017,,,,,,,,,92077,,28.376913,27.000000,0.070430,0.222205,0.271740,0.279342,0.156282,0.435625,
,,New York,,36,2018,,,,,,,,,90858,,28.558536,27.000000,0.065641,0.215776,0.267274,0.291213,0.160096,0.451309,
,,New York,,36,2019,,,,,,,,,87659,,28.606110,27.000000,0.065321,0.215049,0.265061,0.290615,0.163954,0.454568,
,,New York,,36,2020,,,,,,,,,82355,,28.721031,27.000000,0.060773,0.213308,0.258879,0.300977,0.166062,0.467039,
,,New York,,36,2021,,,,,,,,,81930,,28.948969,27.000000,0.057744,0.204187,0.252777,0.309398,0.175894,0.485292,
,,New York,,36,2022,,,,,,,,,80969,,29.033803,27.000000,0.054935,0.207771,0.250046,0.302647,0.184602,0.487248,
,,New York,,36,2023,,,,,,,,,81233,,29.074459,27.000000,0.054990,0.204732,0.249357,0.304605,0.186316,0.490921,
,,New York,,36,2024,,,,,,,,,81564,,29.161364,27.000000,0.051493,0.204048,0.246530,0.308788,0.189140,0.497928,
,,North Carolina,,37,2007,,,,,,,,,53109,,24.699364,22.000000,0.231806,0.314768,0.239583,0.145173,0.068670,0.213843,
,,North Carolina,,37,2008,,,,,,,,,53506,,24.723461,22.000000,0.232161,0.311778,0.240795,0.147853,0.067413,0.215266,
,,North Carolina,,37,2009,,,,,,,,,52161,,24.832030,22.000000,0.220605,0.319185,0.241387,0.150496,0.068327,0.218822,
,,North Carolina,,37,2010,,,,,,,,,51120,,25.112578,22.000000,0.199433,0.318134,0.252563,0.157864,0.072007,0.229871,
,,North Carolina,,37,2011,,,,,,,,,50651,,25.313627,22.000000,0.184103,0.316262,0.261969,0.166690,0.070976,0.237666,
,,North Carolina,,37,2012,,,,,,,,,48844,,25.441784,27.000000,0.175354,0.317992,0.258865,0.175068,0.072721,0.247789,
,,North Carolina,,37,2013,,,,,,,,,48577,,25.683719,27.000000,0.158347,0.317434,0.266052,0.182350,0.075818,0.258167,
,,North Carolina,,37,2014,,,,,,,,,48714,,25.879306,27.000000,0.145584,0.314140,0.272817,0.188385,0.079074,0.267459,
,,North Carolina,,37,2015,,,,,,,,,48550,,26.058867,27.000000,0.134665,0.311020,0.276684,0.196334,0.081298,0.277631,
,,North Carolina,,37,2016,,,,,,,,,47641,,26.237107,27.000000,0.128797,0.298650,0.287693,0.199975,0.084885,0.284860,
,,North Carolina,,37,2017,,,,,,,,,47557,,26.306180,27.000000,0.123914,0.300923,0.287318,0.200181,0.087663,0.287844,
,,North Carolina,,37,2018,,,,,,,,,46949,,26.492162,27.000000,0.116105,0.295257,0.287887,0.209142,0.091610,0.300752,
,,North Carolina,,37,2019,,,,,,,,,45970,,26.467566,27.000000,0.115467,0.298695,0.285665,0.210442,0.089732,0.300174,
,,North Carolina,,37,2020,,,,,,,,,45383,,26.631018,27.000000,0.109645,0.293083,0.287707,0.215720,0.093846,0.309565,
,,North Carolina,,37,2021,,,,,,,,,47021,,26.877799,27.000000,0.099998,0.282852,0.288594,0.231790,0.096765,0.328555,
,,North Carolina,,37,2022,,,,,,,,,47508,,26.957091,27.000000,0.094679,0.281974,0.291530,0.234171,0.097647,0.331818,
,,North Carolina,,37,2023,,,,,,,,,47917,,27.048782,27.000000,0.094935,0.270656,0.298078,0.234656,0.101676,0.336332,
,,North Carolina,,37,2024,,,,,,,,,48415,,27.155923,27.000000,0.092141,0.268946,0.294847,0.237654,0.106413,0.344067,
