fips,cbsa,metarea,metareano,state_fips,year,asfr_15_19,asfr_20_24,asfr_25_29,asfr_30_34,asfr_35_39,asfr_40_44,gfr_15_44,first_birth_proxy,first_births_total,first_birth_rate_15_44,mean_age_first_birth,median_age_first_birth,share_first_birth_15_19,share_first_birth_20_24,share_first_birth_25_29,share_first_birth_30_34,share_first_birth_35_44,share_first_birth_30_plus,completed_fertility_proxy
,,North Dakota,,38,2007,,,,,,,,,3553,,24.739938,22.000000,0.163242,0.354348,0.327329,0.112862,0.042218,0.155080,
,,North Dakota,,38,2008,,,,,,,,,3623,,24.781121,22.000000,0.154292,0.355783,0.336738,0.114822,0.038366,0.153188,
,,North Dakota,,38,2009,,,,,,,,,3538,,24.866874,22.000000,0.156020,0.345676,0.337479,0.122951,0.037875,0.160825,
,,North Dakota,,38,2010,,,,,,,,,3624,,25.047737,27.000000,0.151766,0.327539,0.350993,0.129691,0.040011,0.169702,
,,North Dakota,,38,2011,,,,,,,,,3764,,25.154623,27.000000,0.144527,0.334485,0.338735,0.139745,0.042508,0.182253,
,,North Dakota,,38,2012,,,,,,,,,3973,,25.421218,27.000000,0.124591,0.327964,0.351623,0.155802,0.040020,0.195822,
,,North Dakota,,38,2013,,,,,,,,,4194,,25.600620,27.000000,0.114211,0.329280,0.349309,0.162852,0.044349,0.207201,
,,North Dakota,,38,2014,,,,,,,,,4412,,25.750453,27.000000,0.108341,0.321850,0.356301,0.165458,0.048051,0.213509,
,,North Dakota,,38,2015,,,,,,,,,4256,,25.830592,27.000000,0.103853,0.318139,0.356203,0.177632,0.044173,0.221805,
,,North Dakota,,38,2016,,,,,,,,,4032,,26.068824,27.000000,0.097222,0.300347,0.378720,0.166667,0.057044,0.223710,
,,North Dakota,,38,2017,,,,,,,,,3684,,26.230999,27.000000,0.083605,0.293160,0.391422,0.179967,0.051846,0.231813,
,,North Dakota,,38,2018,,,,,,,,,3739,,26.346082,27.000000,0.082910,0.288847,0.385665,0.181064,0.061514,0.242578,
,,North Dakota,,38,2019,,,,,,,,,3514,,26.437251,27.000000,0.083950,0.284861,0.378201,0.189812,0.063176,0.252988,
,,North Dakota,,38,2020,,,,,,,,,3487,,26.501864,27.000000,0.078004,0.291081,0.361342,0.209923,0.059650,0.269573,
,,North Dakota,,38,2021,,,,,,,,,3458,,26.563910,27.000000,0.077501,0.276460,0.388375,0.193464,0.064199,0.257663,
,,North Dakota,,38,2022,,,,,,,,,3242,,26.645743,27.000000,0.078964,0.285009,0.361814,0.201110,0.073103,0.274213,
,,North Dakota,,38,2023,,,,,,,,,3396,,26.681832,27.000000,0.077444,0.268257,0.381037,0.209364,0.063899,0.273263,
,,North Dakota,,38,2024,,,,,,,,,3489,,26.493551,27.000000,0.080825,0.290628,0.363141,0.203497,0.061909,0.265406,
,,Ohio,,39,2007,,,,,,,,,59702,,24.708887,22.000000,0.224817,0.311866,0.261063,0.139794,0.062460,0.202255,
,,Ohio,,39,2008,,,,,,,,,58614,,24.661574,22.000000,0.226516,0.311257,0.263316,0.140188,0.058723,0.198912,
,,Ohio,,39,2009,,,,,,,,,57314,,24.716474,22.000000,0.221098,0.310779,0.268050,0.143019,0.057054,0.200073,
,,Ohio,,39,2010,,,,,,,,,54863,,24.926426,22.000000,0.207572,0.310464,0.270091,0.152216,0.059658,0.211873,
,,Ohio,,39,2011,,,,,,,,,54209,,25.126861,22.000000,0.188050,0.316184,0.275582,0.160453,0.059732,0.220185,
,,Ohio,,39,2012,,,,,,,,,54372,,25.258037,27.000000,0.176598,0.318050,0.278323,0.167163,0.059865,0.227029,
,,Ohio,,39,2013,,,,,,,,,54012,,25.458315,27.000000,0.161575,0.320688,0.281456,0.172888,0.063393,0.236281,
,,Ohio,,39,2014,,,,,,,,,53031,,25.680979,27.000000,0.150403,0.310875,0.288001,0.186608,0.064113,0.250721,
,,Ohio,,39,2015,,,,,,,,,52197,,25.792057,27.000000,0.142211,0.311072,0.291358,0.188114,0.067245,0.255360,
,,Ohio,,39,2016,,,,,,,,,51319,,25.933329,27.000000,0.135466,0.304546,0.298564,0.192365,0.069058,0.261424,
,,Ohio,,39,2017,,,,,,,,,50674,,26.085034,27.000000,0.130718,0.298851,0.297411,0.200774,0.072246,0.273020,
,,Ohio,,39,2018,,,,,,,,,49415,,26.248538,27.000000,0.120490,0.296003,0.303794,0.204068,0.075645,0.279713,
,,Ohio,,39,2019,,,,,,,,,48614,,26.275898,27.000000,0.119698,0.296725,0.301703,0.205640,0.076233,0.281874,
,,Ohio,,39,2020,,,,,,,,,47162,,26.409811,27.000000,0.115517,0.289428,0.301896,0.214834,0.078326,0.293160,
,,Ohio,,39,2021,,,,,,,,,47434,,26.554845,27.000000,0.104693,0.289054,0.305330,0.220812,0.080111,0.300923,
,,Ohio,,39,2022,,,,,,,,,47239,,26.650469,27.000000,0.101674,0.286966,0.304346,0.222824,0.084189,0.307013,
,,Ohio,,39,2023,,,,,,,,,47106,,26.746253,27.000000,0.099817,0.280983,0.308411,0.222095,0.088694,0.310788,
,,Ohio,,39,2024,,,,,,,,,46590,,26.833988,27.000000,0.098369,0.275939,0.308135,0.226207,0.091350,0.317557,
,,Oklahoma,,40,2007,,,,,,,,,21400,,23.313411,22.000000,0.278598,0.375701,0.226542,0.081776,0.037383,0.119159,
,,Oklahoma,,40,2008,,,,,,,,,21779,,23.328895,22.000000,0.276413,0.371046,0.233114,0.086184,0.033243,0.119427,
,,Oklahoma,,40,2009,,,,,,,,,21979,,23.505892,22.000000,0.274307,0.356886,0.238728,0.093362,0.036717,0.130079,
,,Oklahoma,,40,2010,,,,,,,,,21159,,23.833381,22.000000,0.250012,0.356633,0.247838,0.106810,0.038707,0.145517,
,,Oklahoma,,40,2011,,,,,,,,,20525,,24.020901,22.000000,0.236492,0.354641,0.256857,0.110987,0.041023,0.152010,
,,Oklahoma,,40,2012,,,,,,,,,20117,,24.018467,22.000000,0.234081,0.357111,0.254511,0.116170,0.038127,0.154297,
,,Oklahoma,,40,2013,,,,,,,,,20453,,24.292378,22.000000,0.212976,0.361805,0.252824,0.131570,0.040825,0.172395,
,,Oklahoma,,40,2014,,,,,,,,,19975,,24.591489,22.000000,0.195795,0.350438,0.270438,0.139274,0.044055,0.183329,
,,Oklahoma,,40,2015,,,,,,,,,19184,,24.672826,22.000000,0.188230,0.353315,0.273822,0.138188,0.046445,0.184633,
,,Oklahoma,,40,2016,,,,,,,,,18772,,24.755567,22.000000,0.187886,0.351321,0.264969,0.147667,0.048157,0.195824,
,,Oklahoma,,40,2017,,,,,,,,,17817,,24.823792,22.000000,0.177471,0.354100,0.275636,0.145198,0.047595,0.192793,
,,Oklahoma,,40,2018,,,,,,,,,17643,,24.989089,22.000000,0.166185,0.354135,0.278637,0.151108,0.049935,0.201043,
,,Oklahoma,,40,2019,,,,,,,,,17277,,24.917578,22.000000,0.169127,0.367020,0.265555,0.142386,0.055912,0.198298,
,,Oklahoma,,40,2020,,,,,,,,,17127,,25.023939,22.000000,0.159806,0.361651,0.277690,0.148245,0.052607,0.200852,
,,Oklahoma,,40,2021,,,,,,,,,17335,,25.130401,22.000000,0.155408,0.359677,0.280127,0.147678,0.057110,0.204788,
,,Oklahoma,,40,2022,,,,,,,,,17574,,25.398572,27.000000,0.136338,0.356720,0.288267,0.158530,0.060146,0.218675,
,,Oklahoma,,40,2023,,,,,,,,,17518,,25.344731,27.000000,0.138429,0.356947,0.289360,0.157838,0.057427,0.215264,
,,Oklahoma,,40,2024,,,,,,,,,17595,,25.405371,27.000000,0.134925,0.357829,0.293663,0.148735,0.064848,0.213583,
,,Oregon,,41,2007,,,,,,,,,20095,,25.481513,27.000000,0.180841,0.312615,0.254889,0.170092,0.081563,0.251655,
,,Oregon,,41,2008,,,,,,,,,20181,,25.414400,27.000000,0.187949,0.307021,0.253704,0.172241,0.079084,0.251326,
,,Oregon,,41,2009,,,,,,,,,19190,,25.681266,27.000000,0.178999,0.292392,0.265138,0.179364,0.084106,0.263471,
,,Oregon,,41,2010,,,,,,,,,18491,,26.036585,27.000000,0.161051,0.286842,0.267319,0.193121,0.091666,0.284787,
,,Oregon,,41,2011,,,,,,,,,17961,,26.186348,27.000000,0.147486,0.285285,0.278604,0.197372,0.091253,0.288625,
,,Oregon,,41,2012,,,,,,,,,18110,,26.445086,27.000000,0.136168,0.284649,0.270514,0.209166,0.099503,0.308669,
,,Oregon,,41,2013,,,,,,,,,18146,,26.768461,27.000000,0.124766,0.271906,0.272732,0.225008,0.105588,0.330596,
,,Oregon,,41,2014,,,,,,,,,17854,,26.850958,27.000000,0.115996,0.273944,0.274112,0.231153,0.104794,0.335947,
,,Oregon,,41,2015,,,,,,,,,17973,,27.092889,27.000000,0.110443,0.263395,0.274801,0.237801,0.113559,0.351360,
,,Oregon,,41,2016,,,,,,,,,17721,,27.366006,27.000000,0.098132,0.253992,0.283618,0.243553,0.120704,0.364257,
,,Oregon,,41,2017,,,,,,,,,16848,,27.539945,27.000000,0.093898,0.248457,0.284663,0.243056,0.129926,0.372982,
,,Oregon,,41,2018,,,,,,,,,16447,,27.646410,27.000000,0.084879,0.250319,0.279443,0.257737,0.127622,0.385359,
,,Oregon,,41,2019,,,,,,,,,16144,,27.768335,27.000000,0.076251,0.248513,0.285741,0.260035,0.129460,0.389495,
,,Oregon,,41,2020,,,,,,,,,15770,,28.096164,27.000000,0.067914,0.237476,0.281674,0.269943,0.142993,0.412936,
,,Oregon,,41,2021,,,,,,,,,16228,,28.269226,27.000000,0.062300,0.235704,0.276313,0.275573,0.150111,0.425684,
,,Oregon,,41,2022,,,,,,,,,15897,,28.197993,27.000000,0.069384,0.235327,0.274454,0.268604,0.152230,0.420834,
,,Oregon,,41,2023,,,,,,,,,15629,,28.307633,27.000000,0.067055,0.228166,0.281144,0.264124,0.159511,0.423636,
,,Oregon,,41,2024,,,,,,,,,15488,,28.380811,27.000000,0.064502,0.226111,0.279507,0.267949,0.161932,0.429881,
,,Pennsylvania,,42,2007,,,,,,,,,60236,,25.587298,27.000000,0.187944,0.281061,0.274703,0.173501,0.082791,0.256292,
,,Pennsylvania,,42,2008,,,,,,,,,60524,,25.524841,27.000000,0.188719,0.283987,0.276337,0.172328,0.078630,0.250958,
,,Pennsylvania,,42,2009,,,,,,,,,60241,,25.707492,27.000000,0.178350,0.278432,0.280772,0.185156,0.077290,0.262446,
,,Pennsylvania,,42,2010,,,,,,,,,58845,,25.789557,27.000000,0.171128,0.278936,0.282301,0.191690,0.075945,0.267635,
,,Pennsylvania,,42,2011,,,,,,,,,58533,,26.000863,27.000000,0.155724,0.280782,0.285019,0.199580,0.078896,0.278475,
,,Pennsylvania,,42,2012,,,,,,,,,58270,,26.159413,27.000000,0.146164,0.278754,0.287112,0.208272,0.079698,0.287970,
,,Pennsylvania,,42,2013,,,,,,,,,56357,,26.427365,27.000000,0.128981,0.274926,0.293823,0.220186,0.082084,0.302269,
,,Pennsylvania,,42,2014,,,,,,,,,56172,,26.664949,27.000000,0.117585,0.267304,0.297355,0.232358,0.085398,0.317756,
,,Pennsylvania,,42,2015,,,,,,,,,54535,,26.791281,27.000000,0.112570,0.262932,0.299569,0.235537,0.089392,0.324929,
,,Pennsylvania,,42,2016,,,,,,,,,53358,,27.030933,27.000000,0.101053,0.254189,0.304884,0.247910,0.091964,0.339874,
,,Pennsylvania,,42,2017,,,,,,,,,52481,,27.167003,27.000000,0.096016,0.251805,0.303596,0.251043,0.097540,0.348583,
,,Pennsylvania,,42,2018,,,,,,,,,51472,,27.310528,27.000000,0.092847,0.243025,0.302417,0.262687,0.099025,0.361711,
,,Pennsylvania,,42,2019,,,,,,,,,51091,,27.405541,27.000000,0.089272,0.242058,0.301051,0.263510,0.104108,0.367619,
,,Pennsylvania,,42,2020,,,,,,,,,49787,,27.577992,27.000000,0.085504,0.238215,0.292084,0.273324,0.110872,0.384197,
,,Pennsylvania,,42,2021,,,,,,,,,49891,,27.783568,27.000000,0.081618,0.226093,0.294241,0.282075,0.115973,0.398048,
,,Pennsylvania,,42,2022,,,,,,,,,49496,,27.939813,27.000000,0.076168,0.223715,0.292286,0.285114,0.122717,0.407831,
,,Pennsylvania,,42,2023,,,,,,,,,48637,,27.961891,27.000000,0.073278,0.226350,0.291650,0.284495,0.124226,0.408722,
,,Pennsylvania,,42,2024,,,,,,,,,48670,,28.105958,27.000000,0.072920,0.222088,0.283193,0.289316,0.132484,0.421800,
,,Rhode Island,,44,2007,,,,,,,,,5120,,25.974512,27.000000,0.190820,0.261328,0.253711,0.189258,0.104883,0.294141,
,,Rhode Island,,44,2008,,,,,,,,,4966,,26.035844,27.000000,0.185864,0.252114,0.262183,0.203182,0.096657,0.299839,
,,Rhode Island,,44,2009,,,,,,,,,4621,,26.030621,27.000000,0.180048,0.265960,0.258386,0.195629,0.099978,0.295607,
,,Rhode Island,,44,2010,,,,,,,,,4741,,26.430922,27.000000,0.151445,0.261548,0.271040,0.217465,0.098502,0.315967,
,,Rhode Island,,44,2011,,,,,,,,,4605,,26.621390,27.000000,0.151140,0.246906,0.271444,0.228882,0.101629,0.330510,
,,Rhode Island,,44,2012,,,,,,,,,4694,,26.618556,27.000000,0.133788,0.273115,0.263741,0.231146,0.098210,0.329357,
,,Rhode Island,,44,2013,,,,,,,,,4425,,27.127684,27.000000,0.119774,0.243616,0.275706,0.255367,0.105537,0.360904,
,,Rhode Island,,44,2014,,,,,,,,,4416,,27.122849,27.000000,0.113225,0.245697,0.282382,0.255661,0.103034,0.358696,
,,Rhode Island,,44,2015,,,,,,,,,4515,,27.466334,27.000000,0.101218,0.234109,0.277076,0.274197,0.113400,0.387597,
,,Rhode Island,,44,2016,,,,,,,,,4209,,27.506771,27.000000,0.095510,0.233785,0.289142,0.270135,0.111428,0.381563,
,,Rhode Island,,44,2017,,,,,,,,,4235,,27.740024,27.000000,0.080519,0.233530,0.293979,0.271547,0.120425,0.391972,
,,Rhode Island,,44,2018,,,,,,,,,4083,,27.986407,27.000000,0.083272,0.215528,0.287044,0.283615,0.130541,0.414156,
,,Rhode Island,,44,2019,,,,,,,,,4002,,27.970515,27.000000,0.076462,0.216392,0.302349,0.276612,0.128186,0.404798,
,,Rhode Island,,44,2020,,,,,,,,,4112,,28.304718,27.000000,0.069309,0.207198,0.281615,0.308852,0.133025,0.441877,
,,Rhode Island,,44,2021,,,,,,,,,4298,,28.601675,27.000000,0.059563,0.203118,0.271754,0.321778,0.143788,0.465565,
,,Rhode Island,,44,2022,,,,,,,,,4294,,28.892175,27.000000,0.062878,0.182115,0.268747,0.325803,0.160456,0.486260,
,,Rhode Island,,44,2023,,,,,,,,,4034,,28.749008,27.000000,0.059990,0.196083,0.264750,0.323004,0.156173,0.479177,
,,Rhode Island,,44,2024,,,,,,,,,4161,,29.125451,32.000000,0.057919,0.175919,0.257871,0.338861,0.169430,0.508291,
,,South Carolina,,45,2007,,,,,,,,,25398,,24.071167,22.000000,0.261556,0.333255,0.229309,0.119655,0.056225,0.175880,
,,South Carolina,,45,2008,,,,,,,,,25666,,24.075820,22.000000,0.263773,0.324710,0.237824,0.120198,0.053495,0.173693,
,,South Carolina,,45,2009,,,,,,,,,24963,,24.284261,22.000000,0.249609,0.323479,0.245443,0.125065,0.056403,0.181469,
,,South Carolina,,45,2010,,,,,,,,,23906,,24.423053,22.000000,0.236970,0.328077,0.244959,0.134234,0.055760,0.189994,
,,South Carolina,,45,2011,,,,,,,,,23459,,24.714289,22.000000,0.211049,0.333774,0.252057,0.145573,0.057547,0.203120,
,,South Carolina,,45,2012,,,,,,,,,23042,,24.846650,22.000000,0.199809,0.338339,0.250716,0.152504,0.058632,0.211136,
,,South Carolina,,45,2013,,,,,,,,,22641,,25.168544,22.000000,0.175434,0.339075,0.260280,0.162714,0.062497,0.225211,
,,South Carolina,,45,2014,,,,,,,,,22707,,25.409653,27.000000,0.161668,0.330911,0.271502,0.170652,0.065266,0.235918,
,,South Carolina,,45,2015,,,,,,,,,22460,,25.561821,27.000000,0.154408,0.327605,0.273687,0.175334,0.068967,0.244301,
,,South Carolina,,45,2016,,,,,,,,,21792,,25.802290,27.000000,0.145099,0.312775,0.286711,0.181167,0.074247,0.255415,
,,South Carolina,,45,2017,,,,,,,,,21322,,25.856791,27.000000,0.136479,0.318544,0.288575,0.183097,0.073305,0.256402,
,,South Carolina,,45,2018,,,,,,,,,21623,,25.927207,27.000000,0.139296,0.308375,0.292883,0.182306,0.077140,0.259446,
,,South Carolina,,45,2019,,,,,,,,,21454,,25.955673,27.000000,0.137643,0.309313,0.290156,0.186073,0.076816,0.262888,
,,South Carolina,,45,2020,,,,,,,,,21079,,26.127805,27.000000,0.126334,0.308127,0.291475,0.195265,0.078799,0.274064,
,,South Carolina,,45,2021,,,,,,,,,22228,,26.445092,27.000000,0.115395,0.298227,0.290759,0.206901,0.088717,0.295618,
,,South Carolina,,45,2022,,,,,,,,,22768,,26.560502,27.000000,0.109276,0.291637,0.297962,0.211437,0.089687,0.301124,
,,South Carolina,,45,2023,,,,,,,,,22847,,26.630892,27.000000,0.112225,0.279730,0.302315,0.214733,0.090997,0.305729,
,,South Carolina,,45,2024,,,,,,,,,23326,,26.621174,27.000000,0.113950,0.281060,0.299023,0.212938,0.093029,0.305968,
,,South Dakota,,46,2007,,,,,,,,,4476,,24.196269,22.000000,0.210456,0.348079,0.303172,0.102324,0.035970,0.138293,
,,South Dakota,,46,2008,,,,,,,,,4440,,24.231419,22.000000,0.208108,0.351351,0.294144,0.109234,0.037162,0.146396,
,,South Dakota,,46,2009,,,,,,,,,4326,,24.267568,22.000000,0.211049,0.347896,0.288951,0.117429,0.034674,0.152104,
,,South Dakota,,46,2010,,,,,,,,,4344,,24.563191,22.000000,0.186004,0.342311,0.314227,0.117864,0.039595,0.157459,
,,South Dakota,,46,2011,,,,,,,,,4296,,24.724977,22.000000,0.191806,0.312616,0.324721,0.134544,0.036313,0.170857,
,,South Dakota,,46,2012,,,,,,,,,4353,,24.760395,22.000000,0.176660,0.326212,0.327360,0.136458,0.033310,0.169768,
,,South Dakota,,46,2013,,,,,,,,,4260,,25.022418,27.000000,0.157746,0.329108,0.332864,0.139437,0.040845,0.180282,
,,South Dakota,,46,2014,,,,,,,,,4232,,25.278001,27.000000,0.146503,0.314036,0.343336,0.154537,0.041588,0.196125,
,,South Dakota,,46,2015,,,,,,,,,4042,,25.305789,27.000000,0.145473,0.316922,0.342405,0.152400,0.042801,0.195200,
,,South Dakota,,46,2016,,,,,,,,,4063,,25.433670,27.000000,0.140044,0.309870,0.350234,0.148905,0.050948,0.199852,
,,South Dakota,,46,2017,,,,,,,,,3908,,25.723260,27.000000,0.125896,0.311924,0.334954,0.174770,0.052456,0.227226,
,,South Dakota,,46,2018,,,,,,,,,3830,,25.811227,27.000000,0.126110,0.293734,0.349608,0.175718,0.054830,0.230548,
,,South Dakota,,46,2019,,,,,,,,,3676,,25.758977,27.000000,0.121600,0.311208,0.341404,0.169478,0.056311,0.225789,
,,South Dakota,,46,2020,,,,,,,,,3585,,25.825662,27.000000,0.125523,0.288982,0.360391,0.172385,0.052720,0.225105,
,,South Dakota,,46,2021,,,,,,,,,3700,,25.978784,27.000000,0.112432,0.298378,0.347568,0.186216,0.055405,0.241622,
,,South Dakota,,46,2022,,,,,,,,,3768,,26.101778,27.000000,0.111996,0.288747,0.355361,0.180998,0.062898,0.243896,
,,South Dakota,,46,2023,,,,,,,,,4014,,26.296836,27.000000,0.105879,0.281764,0.360737,0.178874,0.072745,0.251619,
,,South Dakota,,46,2024,,,,,,,,,4068,,26.577802,27.000000,0.097099,0.274828,0.346362,0.206244,0.075467,0.281711,
,,Tennessee,,47,2007,,,,,,,,,35966,,24.067314,22.000000,0.255019,0.337207,0.237697,0.117834,0.052244,0.170077,
,,Tennessee,,47,2008,,,,,,,,,35052,,24.072849,22.000000,0.255677,0.335245,0.238332,0.119851,0.050896,0.170746,
,,Tennessee,,47,2009,,,,,,,,,33533,,24.110518,22.000000,0.252885,0.338055,0.237199,0.119554,0.052307,0.171861,
,,Tennessee,,47,2010,,,,,,,,,32513,,24.364685,22.000000,0.233476,0.335835,0.248916,0.129394,0.052379,0.181773,
,,Tennessee,,47,2011,,,,,,,,,32473,,24.556678,22.000000,0.216642,0.338497,0.253872,0.138977,0.052012,0.190989,
,,Tennessee,,47,2012,,,,,,,,,32583,,24.676258,22.000000,0.203173,0.346254,0.255317,0.141393,0.053862,0.195255,
,,Tennessee,,47,2013,,,,,,,,,31851,,24.881118,22.000000,0.186242,0.347587,0.262472,0.147750,0.055948,0.203698,
,,Tennessee,,47,2014,,,,,,,,,32220,,25.067862,22.000000,0.178119,0.342520,0.265456,0.153818,0.060087,0.213904,
,,Tennessee,,47,2015,,,,,,,,,31256,,25.225717,22.000000,0.167488,0.339039,0.272716,0.158434,0.062324,0.220758,
,,Tennessee,,47,2016,,,,,,,,,29045,,25.461990,27.000000,0.157549,0.328318,0.277638,0.171871,0.064624,0.236495,
,,Tennessee,,47,2017,,,,,,,,,30448,,25.563600,27.000000,0.150552,0.324980,0.287408,0.170586,0.066474,0.237060,
,,Tennessee,,47,2018,,,,,,,,,30324,,25.671729,27.000000,0.146023,0.323044,0.287396,0.172075,0.071462,0.243536,
,,Tennessee,,47,2019,,,,,,,,,30246,,25.807148,27.000000,0.136150,0.326721,0.285294,0.178536,0.073299,0.251835,
,,Tennessee,,47,2020,,,,,,,,,29783,,25.835090,27.000000,0.138401,0.317933,0.288185,0.183393,0.072088,0.255481,
,,Tennessee,,47,2021,,,,,,,,,31510,,26.148762,27.000000,0.125135,0.310441,0.289495,0.194256,0.080673,0.274929,
,,Tennessee,,47,2022,,,,,,,,,32273,,26.278762,27.000000,0.120472,0.300158,0.296347,0.202026,0.080996,0.283023,
,,Tennessee,,47,2023,,,,,,,,,32848,,26.306670,27.000000,0.118942,0.300566,0.299075,0.196268,0.085150,0.281417,
,,Tennessee,,47,2024,,,,,,,,,33353,,26.363551,27.000000,0.115162,0.301112,0.297754,0.200462,0.085510,0.285971,
,,Texas,,48,2007,,,,,,,,,155886,,24.088231,22.000000,0.271666,0.316308,0.226698,0.126708,0.058620,0.185328,
,,Texas,,48,2008,,,,,,,,,157770,,24.134243,22.000000,0.271313,0.311136,0.230386,0.128041,0.059124,0.187165,
,,Texas,,48,2009,,,,,,,,,156656,,24.242567,22.000000,0.266265,0.308064,0.233678,0.131020,0.060974,0.191994,
,,Texas,,48,2010,,,,,,,,,149825,,24.462269,22.000000,0.253536,0.304876,0.238258,0.139529,0.063801,0.203331,
,,Texas,,48,2011,,,,,,,,,145467,,24.712921,22.000000,0.235538,0.302302,0.248049,0.149312,0.064798,0.214110,
,,Texas,,48,2012,,,,,,,,,147171,,24.913427,22.000000,0.221803,0.303959,0.249023,0.157572,0.067642,0.225214,
,,Texas,,48,2013,,,,,,,,,146175,,25.074705,22.000000,0.206793,0.309246,0.252287,0.162784,0.068890,0.231674,
,,Texas,,48,2014,,,,,,,,,151023,,25.386100,27.000000,0.187415,0.305887,0.258285,0.175973,0.072439,0.248412,
,,Texas,,48,2015,,,,,,,,,152275,,25.614004,27.000000,0.174868,0.302197,0.263694,0.180378,0.078864,0.259242,
,,Texas,,48,2016,,,,,,,,,148866,,25.837307,27.000000,0.164033,0.297032,0.265675,0.190285,0.082974,0.273259,
,,Texas,,48,2017,,,,,,,,,139029,,25.885179,27.000000,0.159147,0.297118,0.270303,0.190881,0.082551,0.273432,
,,Texas,,48,2018,,,,,,,,,137797,,26.050117,27.000000,0.150185,0.294252,0.274237,0.194692,0.086635,0.281327,
,,Texas,,48,2019,,,,,,,,,137982,,26.115406,27.000000,0.145222,0.297561,0.271659,0.196388,0.089171,0.285559,
,,Texas,,48,2020,,,,,,,,,138104,,26.248791,27.000000,0.137577,0.296972,0.272555,0.200740,0.092155,0.292895,
,,Texas,,48,2021,,,,,,,,,140379,,26.469062,27.000000,0.126365,0.290407,0.278019,0.209561,0.095648,0.305209,
,,Texas,,48,2022,,,,,,,,,147561,,26.504815,27.000000,0.123339,0.291235,0.280067,0.207568,0.097790,0.305358,
,,Texas,,48,2023,,,,,,,,,149863,,26.598817,27.000000,0.118922,0.286375,0.285688,0.210472,0.098543,0.309016,
,,Texas,,48,2024,,,,,,,,,152803,,26.722548,27.000000,0.113021,0.284654,0.285001,0.215833,0.101490,0.317324,
,,Utah,,49,2007,,,,,,,,,18487,,24.037594,22.000000,0.168443,0.432682,0.279926,0.086710,0.032239,0.118948,
,,Utah,,49,2008,,,,,,,,,18479,,24.095947,22.000000,0.167596,0.421127,0.292711,0.087288,0.031279,0.118567,
,,Utah,,49,2009,,,,,,,,,17550,,24.364387,22.000000,0.155783,0.412877,0.293048,0.104501,0.033789,0.138291,
,,Utah,,49,2010,,,,,,,,,16867,,24.586145,22.000000,0.149878,0.399182,0.300468,0.111282,0.039189,0.150471,
,,Utah,,49,2011,,,,,,,,,16494,,24.865406,22.000000,0.129562,0.396205,0.312962,0.119255,0.042015,0.161271,
,,Utah,,49,2012,,,,,,,,,16575,,24.928808,22.000000,0.127964,0.392278,0.313363,0.124404,0.041991,0.166395,
,,Utah,,49,2013,,,,,,,,,16482,,25.100109,22.000000,0.116430,0.394127,0.313918,0.129535,0.045990,0.175525,
,,Utah,,49,2014,,,,,,,,,16370,,25.223244,22.000000,0.112951,0.388454,0.316249,0.132376,0.049969,0.182346,
,,Utah,,49,2015,,,,,,,,,15900,,25.416195,27.000000,0.108994,0.372453,0.328491,0.133459,0.056604,0.190063,
,,Utah,,49,2016,,,,,,,,,16035,,25.530808,27.000000,0.098909,0.377923,0.327409,0.135641,0.060118,0.195759,
,,Utah,,49,2017,,,,,,,,,15973,,25.580448,27.000000,0.097477,0.378263,0.322043,0.142428,0.059788,0.202216,
,,Utah,,49,2018,,,,,,,,,15852,,25.711235,27.000000,0.086551,0.379132,0.330179,0.140361,0.063777,0.204138,
,,Utah,,49,2019,,,,,,,,,15581,,25.775720,27.000000,0.081702,0.370965,0.343559,0.143187,0.060587,0.203774,
,,Utah,,49,2020,,,,,,,,,15457,,25.970984,27.000000,0.076535,0.357702,0.350521,0.149641,0.065601,0.215242,
,,Utah,,49,2021,,,,,,,,,16023,,26.161112,27.000000,0.070773,0.347875,0.353804,0.160082,0.067466,0.227548,
,,Utah,,49,2022,,,,,,,,,16112,,26.302880,27.000000,0.065914,0.339561,0.358925,0.164784,0.070817,0.235601,
,,Utah,,49,2023,,,,,,,,,16281,,26.458049,27.000000,0.064861,0.323506,0.365948,0.172655,0.073030,0.245685,
,,Utah,,49,2024,,,,,,,,,16900,,26.520385,27.000000,0.060828,0.327515,0.361893,0.171183,0.078580,0.249763,
,,Vermont,,50,2007,,,,,,,,,2877,,26.253389,27.000000,0.150504,0.293014,0.261383,0.191171,0.103928,0.295099,
,,Vermont,,50,2008,,,,,,,,,2837,,26.369404,27.000000,0.142404,0.286923,0.270004,0.199507,0.101163,0.300670,
,,Vermont,,50,2009,,,,,,,,,2828,,26.571252,27.000000,0.120226,0.287836,0.293140,0.200495,0.098303,0.298798,
,,Vermont,,50,2010,,,,,,,,,2773,,26.735846,27.000000,0.128020,0.268301,0.269383,0.236928,0.097367,0.334295,
,,Vermont,,50,2011,,,,,,,,,2751,,26.759360,27.000000,0.120683,0.279535,0.267903,0.231916,0.099964,0.331879,
,,Vermont,,50,2012,,,,,,,,,2786,,26.722900,27.000000,0.113783,0.287509,0.274587,0.225054,0.099067,0.324121,
,,Vermont,,50,2013,,,,,,,,,2660,,27.243233,27.000000,0.104511,0.256015,0.273684,0.255639,0.110150,0.365789,
,,Vermont,,50,2014,,,,,,,,,2668,,27.253373,27.000000,0.095202,0.262369,0.279235,0.260870,0.102324,0.363193,
